year,group,category,value_thousand,share_pct,table_id,table_name
2025,주된 일자리를 그만둔 이유,정년퇴직,1494.4,13.3,DT_1DE8037S,성별 가장 오래 근무한 일자리를 그만둔 이유
2025,주된 일자리를 그만둔 이유,권고사직명예퇴직정리해고,1147.9,10.2,DT_1DE8037S,성별 가장 오래 근무한 일자리를 그만둔 이유
2025,주된 일자리를 그만둔 이유,사업부진조업중단휴업폐업,2804.5,25.0,DT_1DE8037S,성별 가장 오래 근무한 일자리를 그만둔 이유
2025,주된 일자리를 그만둔 이유,가족을돌보기위해,1653.3,14.7,DT_1DE8037S,성별 가장 오래 근무한 일자리를 그만둔 이유
2025,주된 일자리를 그만둔 이유,건강이좋지않아서,2517.9,22.4,DT_1DE8037S,성별 가장 오래 근무한 일자리를 그만둔 이유
2025,주된 일자리를 그만둔 이유,일을그만둘나이가되었다고생각해서,587.5,5.2,DT_1DE8037S,성별 가장 오래 근무한 일자리를 그만둔 이유
2025,주된 일자리를 그만둔 이유,기타,1020.7,9.1,DT_1DE8037S,성별 가장 오래 근무한 일자리를 그만둔 이유
