C1,C1_NM,C1_NM_ENG,lon,lat,centroid_quality
47940,울릉군,Ulleung-gun,130.86328234616343,37.501984639644014,exact_name
48120,창원시,Changwon-si,128.2614133735548,35.322855581742715,province_proxy
48121,의창구,Uichang-gu,128.64951640502798,35.30909589155335,exact_name
48123,성산구,Seongsan-gu,128.67194925754214,35.19611252100135,exact_name
48125,마산합포구,Masanhappo-gu,128.4860214053767,35.13545196924294,exact_name
48127,마산회원구,Masanhoewon-gu,128.53657232905573,35.23229241098735,exact_name
48129,진해구,Jinhae-gu,128.7367374489484,35.12910098174351,exact_name
48170,진주시,Jinju-si,128.12982346354752,35.20516349453777,exact_name
48220,통영시,Tongyeong-si,128.374008962124,34.82528890511559,exact_name
48240,사천시,Sacheon-si,128.03738538940846,35.049445408821946,exact_name
48245,사천남양출장소,Sacheon namyang branch office ,128.2614133735548,35.322855581742715,province_proxy
48250,김해시,Gimhae-si,128.84521427891139,35.27218904880674,exact_name
48252,장유출장소,Jangyu branch office,128.2614133735548,35.322855581742715,province_proxy
48270,밀양시,Miryang-si,128.7896651132528,35.49851335528916,exact_name
48310,거제시,Geoje-si,128.6234715669859,34.87018581829313,exact_name
48330,양산시,Yangsan-si,129.04104798306076,35.40189265614055,exact_name
48332,양산시웅상출장소,Yangsan-si ungsang branch office,128.2614133735548,35.322855581742715,province_proxy
48720,의령군,Uiryeong-gun,128.2771510083964,35.39243460022477,exact_name
48730,함안군,Haman-gun,128.43087292135772,35.290978790812716,exact_name
48740,창녕군,Changnyeong-gun,128.49293568910522,35.50834460494459,exact_name
48820,고성군,Goseong-gun,128.29059593159195,35.01600621421538,exact_name
48840,남해군,Namhae-gun,127.94163264307846,34.81791834469916,exact_name
48850,하동군,Ha-dong,128.2614133735548,35.322855581742715,province_proxy
48860,산청군,Sancheong-gun,127.88435040240691,35.368624418173816,exact_name
48870,함양군,Hamyang-gun,127.72205810981457,35.55173024021652,exact_name
48880,거창군,Geochang-gun,127.90412905702615,35.732578930555405,exact_name
48890,합천군,Hapcheon-gun,128.14156752679992,35.5766409204066,exact_name
50110,제주시,Jeju-si,126.52939656054775,33.44281714267899,exact_name
50130,서귀포시,Seogwipo-si,126.5811638872228,33.32436802800716,exact_name
51110,춘천시,Chuncheon-si,127.73995751101833,37.88986113653323,exact_name
51130,원주시,Wonju-si,127.9295387672669,37.30829760174131,exact_name
51150,강릉시,Gangneung-si,128.83245069510505,37.70923082004486,exact_name
51170,동해시,Donghae-si,129.0557946990295,37.50688725029677,exact_name
51190,태백시,Taebaek-si,128.98010819559497,37.17234358648774,exact_name
51210,속초시,Sokcho-si,128.51961916343473,38.17608362622012,exact_name
51230,삼척시,Samcheok-si,129.12202707202184,37.27752309290428,exact_name
51720,홍천군,Hongcheon-gun,128.07448776330642,37.74486942262067,exact_name
51730,횡성군,Hoengseong-gun,128.07712034529558,37.50899209584218,exact_name
51750,영월군,Yeongwol-gun,128.50019982791747,37.203948323209836,exact_name
51760,평창군,Pyeongchang-gun,128.48276145405782,37.55700011098604,exact_name
51770,정선군,Jeongseon-gun,128.739042877941,37.37879056070974,exact_name
51780,철원군,Cheorwon-gun,128.29846350663138,37.726070365905514,province_proxy
51790,화천군,Hwacheon-gun,127.68519231505725,38.138424702759764,exact_name
51800,양구군,Yanggu-gun,128.0012201004813,38.178124371298296,exact_name
51810,인제군,Inje-gun,128.26330257247957,38.068989921292136,exact_name
51820,고성군,Goseong-gun,128.3998189432798,38.377386930148326,exact_name
51830,양양군,Yangyang-gun,128.59530909228772,38.00463605309363,exact_name
52110,전주시,Jeonju-si,127.11580001419975,35.828249648063206,aggregated_general_gu
52111,완산구,Wansan-gu,127.1410219132252,35.71600868875046,province_proxy
52113,덕진구,Deokjin-gu,127.1410219132252,35.71600868875046,province_proxy
52130,군산시,Gunsan-si,126.7190746288914,35.94898799651423,exact_name
52140,익산시,Iksan-si,126.9894993752674,36.02317275272064,exact_name
52180,정읍시,Jeongeup-si,126.90588972768593,35.60265366512074,exact_name
52190,남원시,Namwon-si,127.44195418783329,35.42250201734622,exact_name
52210,김제시,Gimje-si,126.89606579155554,35.80686632940005,exact_name
52710,완주군,Wanju-gun,127.2152180476693,35.91876793643064,exact_name
52720,진안군,Jinan-gun,127.43005813974352,35.828886380872966,exact_name
52730,무주군,Muju-gun,127.71299056344625,35.93935426305886,exact_name
52740,장수군,Jangsu-gun,127.54436834322874,35.657557218187044,exact_name
52750,임실군,Imsil-gun,127.23664833085698,35.59822914239187,exact_name
52770,순창군,Sunchang-gun,127.09009023532224,35.43361759986302,exact_name
52790,고창군,Gochang-gun,126.61585258592942,35.44907676004496,exact_name
52800,부안군,Buan-gun,126.6423356226735,35.67762448048353,exact_name
