C1_NM,C1_NM_ENG,n_years,start_year,end_year,start_population,end_population,absolute_change,change_pct,slope_people_per_year,slope_per_10k_people,r2,C1,age_group,age_group_label,trend_class,topo_code,topo_name,match_note
충주시,Chungju-si,17.0,2008.0,2024.0,143582.0,136588.0,-6994.0,-4.87,-406.5,-0.041,0.353,43130.0,working_age,15-64세 생산연령인구,완만한 감소,33020,충주시,global_exact_name
제천시,Jecheon-si,17.0,2008.0,2024.0,94912.0,81586.0,-13326.0,-14.04,-847.6,-0.085,0.726,43150.0,working_age,15-64세 생산연령인구,완만한 감소,33030,제천시,global_exact_name
상당구,Sangdang-gu,17.0,2008.0,2024.0,178434.0,136308.0,-42126.0,-23.61,-3388.1,-0.339,0.541,43111.0,working_age,15-64세 생산연령인구,감소,33041,청주시상당구,suffix_name
서원구,Seowon-gu,11.0,2014.0,2024.0,165941.0,128146.0,-37795.0,-22.78,-3933.9,-0.393,0.977,43112.0,working_age,15-64세 생산연령인구,감소,33042,청주시서원구,suffix_name
흥덕구,Heungdeok-gu,17.0,2008.0,2024.0,285732.0,210044.0,-75688.0,-26.49,-8031.3,-0.803,0.554,43113.0,working_age,15-64세 생산연령인구,급격한 감소,33043,청주시흥덕구,suffix_name
청원구,Cheongwon-gu,11.0,2014.0,2024.0,126314.0,133740.0,7426.0,5.88,448.9,0.045,0.105,43114.0,working_age,15-64세 생산연령인구,완만한 증가,33044,청주시청원구,suffix_name
보은군,Boeun-gun,17.0,2008.0,2024.0,21612.0,16100.0,-5512.0,-25.5,-331.0,-0.033,0.836,43720.0,working_age,15-64세 생산연령인구,완만한 감소,33320,보은군,global_exact_name
옥천군,Okcheon-gun,17.0,2008.0,2024.0,35676.0,27567.0,-8109.0,-22.73,-498.5,-0.05,0.932,43730.0,working_age,15-64세 생산연령인구,완만한 감소,33330,옥천군,global_exact_name
영동군,Yeongdong-gun,17.0,2008.0,2024.0,32085.0,24148.0,-7937.0,-24.74,-498.1,-0.05,0.743,43740.0,working_age,15-64세 생산연령인구,완만한 감소,33340,영동군,global_exact_name
진천군,Jincheon-gun,17.0,2008.0,2024.0,40939.0,58983.0,18044.0,44.08,1384.3,0.138,0.953,43750.0,working_age,15-64세 생산연령인구,증가,33350,진천군,global_exact_name
괴산군,Goesan-gun,17.0,2008.0,2024.0,22886.0,19352.0,-3534.0,-15.44,-158.9,-0.016,0.25,43760.0,working_age,15-64세 생산연령인구,완만한 감소,33360,괴산군,global_exact_name
음성군,Eumseong-gun,17.0,2008.0,2024.0,60753.0,59634.0,-1119.0,-1.84,-61.2,-0.006,0.012,43770.0,working_age,15-64세 생산연령인구,완만한 감소,33370,음성군,global_exact_name
단양군,Danyang-gun,17.0,2008.0,2024.0,21078.0,15260.0,-5818.0,-27.6,-361.9,-0.036,0.883,43800.0,working_age,15-64세 생산연령인구,완만한 감소,33380,단양군,global_exact_name
증평군,Jeungpyeong-gun,17.0,2008.0,2024.0,22183.0,24900.0,2717.0,12.25,173.6,0.017,0.512,43745.0,working_age,15-64세 생산연령인구,완만한 증가,33390,증평군,global_exact_name
동남구,Dongnam-gu,17.0,2008.0,2024.0,169607.0,186462.0,16855.0,9.94,559.8,0.056,0.199,44131.0,working_age,15-64세 생산연령인구,완만한 증가,34011,천안시동남구,suffix_name
서북구,Sebuk-gu,17.0,2008.0,2024.0,216003.0,299982.0,83979.0,38.88,6264.0,0.626,0.94,44133.0,working_age,15-64세 생산연령인구,급격한 증가,34012,천안시서북구,suffix_name
공주시,Gongju-si,17.0,2008.0,2024.0,85040.0,62008.0,-23032.0,-27.08,-1598.6,-0.16,0.98,44150.0,working_age,15-64세 생산연령인구,감소,34020,공주시,global_exact_name
보령시,Boryeong-si,17.0,2008.0,2024.0,71993.0,56383.0,-15610.0,-21.68,-965.5,-0.097,0.902,44180.0,working_age,15-64세 생산연령인구,완만한 감소,34030,보령시,global_exact_name
아산시,Asan-si,17.0,2008.0,2024.0,168272.0,251186.0,82914.0,49.27,4430.8,0.443,0.971,44200.0,working_age,15-64세 생산연령인구,증가,34040,아산시,global_exact_name
서산시,Seosan-si,17.0,2008.0,2024.0,105523.0,115624.0,10101.0,9.57,765.4,0.077,0.736,44210.0,working_age,15-64세 생산연령인구,완만한 증가,34050,서산시,global_exact_name
논산시,Nonsan-si,17.0,2008.0,2024.0,84882.0,64694.0,-20188.0,-23.78,-1290.0,-0.129,0.889,44230.0,working_age,15-64세 생산연령인구,감소,34060,논산시,global_exact_name
계룡시,Gyeryong-si,17.0,2008.0,2024.0,28865.0,33098.0,4233.0,14.66,204.1,0.02,0.691,44250.0,working_age,15-64세 생산연령인구,완만한 증가,34070,계룡시,global_exact_name
당진시,Dangjin-si,13.0,2012.0,2024.0,105879.0,113755.0,7876.0,7.44,347.8,0.035,0.363,44270.0,working_age,15-64세 생산연령인구,완만한 증가,34080,당진시,global_exact_name
금산군,Geumsan-gun,17.0,2008.0,2024.0,36631.0,28046.0,-8585.0,-23.44,-580.0,-0.058,0.938,44710.0,working_age,15-64세 생산연령인구,완만한 감소,34310,금산군,global_exact_name
부여군,Buyeo-gun,17.0,2008.0,2024.0,48314.0,31290.0,-17024.0,-35.24,-1065.3,-0.107,0.953,44760.0,working_age,15-64세 생산연령인구,감소,34330,부여군,global_exact_name
서천군,Seocheon-gun,17.0,2008.0,2024.0,37795.0,24915.0,-12880.0,-34.08,-858.1,-0.086,0.966,44770.0,working_age,15-64세 생산연령인구,완만한 감소,34340,서천군,global_exact_name
청양군,Cheongyang-gun,17.0,2008.0,2024.0,20106.0,15875.0,-4231.0,-21.04,-233.6,-0.023,0.742,44790.0,working_age,15-64세 생산연령인구,완만한 감소,34350,청양군,global_exact_name
홍성군,Hongseong-gun,17.0,2008.0,2024.0,57831.0,61362.0,3531.0,6.11,369.0,0.037,0.379,44800.0,working_age,15-64세 생산연령인구,완만한 증가,34360,홍성군,global_exact_name
예산군,Yesan-gun,17.0,2008.0,2024.0,57893.0,45242.0,-12651.0,-21.85,-924.0,-0.092,0.964,44810.0,working_age,15-64세 생산연령인구,완만한 감소,34370,예산군,global_exact_name
태안군,Taean-gun,17.0,2008.0,2024.0,42536.0,33754.0,-8782.0,-20.65,-500.2,-0.05,0.883,44825.0,working_age,15-64세 생산연령인구,완만한 감소,34380,태안군,global_exact_name
완산구,Wansan-gu,17.0,2008.0,2024.0,250680.0,224480.0,-26200.0,-10.45,-1958.6,-0.196,0.521,52111.0,working_age,15-64세 생산연령인구,감소,35011,전주시완산구,suffix_name
덕진구,Deokjin-gu,17.0,2008.0,2024.0,199126.0,219782.0,20656.0,10.37,1730.6,0.173,0.818,52113.0,working_age,15-64세 생산연령인구,증가,35012,전주시덕진구,suffix_name
군산시,Gunsan-si,17.0,2008.0,2024.0,186060.0,170542.0,-15518.0,-8.34,-1267.3,-0.127,0.546,52130.0,working_age,15-64세 생산연령인구,감소,35020,군산시,global_exact_name
익산시,Iksan-si,17.0,2008.0,2024.0,215881.0,177553.0,-38328.0,-17.75,-2616.1,-0.262,0.835,52140.0,working_age,15-64세 생산연령인구,감소,35030,익산시,global_exact_name
정읍시,Jeongeup-si,17.0,2008.0,2024.0,79156.0,60906.0,-18250.0,-23.06,-1177.2,-0.118,0.954,52180.0,working_age,15-64세 생산연령인구,감소,35040,정읍시,global_exact_name
남원시,Namwon-si,17.0,2008.0,2024.0,56302.0,44314.0,-11988.0,-21.29,-763.6,-0.076,0.925,52190.0,working_age,15-64세 생산연령인구,완만한 감소,35050,남원시,global_exact_name
김제시,Gimje-si,17.0,2008.0,2024.0,61687.0,45978.0,-15709.0,-25.47,-1066.4,-0.107,0.99,52210.0,working_age,15-64세 생산연령인구,감소,35060,김제시,global_exact_name
완주군,Wanju-gun,17.0,2008.0,2024.0,55427.0,63518.0,8091.0,14.6,417.2,0.042,0.485,52710.0,working_age,15-64세 생산연령인구,완만한 증가,35310,완주군,global_exact_name
진안군,Jinan-gun,17.0,2008.0,2024.0,16661.0,12921.0,-3740.0,-22.45,-248.1,-0.025,0.925,52720.0,working_age,15-64세 생산연령인구,완만한 감소,35320,진안군,global_exact_name
무주군,Muju-gun,17.0,2008.0,2024.0,15943.0,12728.0,-3215.0,-20.17,-200.2,-0.02,0.949,52730.0,working_age,15-64세 생산연령인구,완만한 감소,35330,무주군,global_exact_name
장수군,Jangsu-gun,17.0,2008.0,2024.0,14594.0,10970.0,-3624.0,-24.83,-209.0,-0.021,0.839,52740.0,working_age,15-64세 생산연령인구,완만한 감소,35340,장수군,global_exact_name
임실군,Imsil-gun,17.0,2008.0,2024.0,18972.0,13278.0,-5694.0,-30.01,-342.9,-0.034,0.843,52750.0,working_age,15-64세 생산연령인구,완만한 감소,35350,임실군,global_exact_name
순창군,Sunchang-gun,17.0,2008.0,2024.0,18314.0,14734.0,-3580.0,-19.55,-229.9,-0.023,0.828,52770.0,working_age,15-64세 생산연령인구,완만한 감소,35360,순창군,global_exact_name
고창군,Gochang-gun,17.0,2008.0,2024.0,37194.0,27103.0,-10091.0,-27.13,-674.5,-0.067,0.812,52790.0,working_age,15-64세 생산연령인구,완만한 감소,35370,고창군,global_exact_name
부안군,Buan-gun,17.0,2008.0,2024.0,38849.0,26137.0,-12712.0,-32.72,-801.9,-0.08,0.954,52800.0,working_age,15-64세 생산연령인구,완만한 감소,35380,부안군,global_exact_name
목포시,Mokpo-si,17.0,2008.0,2024.0,173918.0,142026.0,-31892.0,-18.34,-2043.0,-0.204,0.885,46110.0,working_age,15-64세 생산연령인구,감소,36010,목포시,global_exact_name
여수시,Yeosu-si,17.0,2008.0,2024.0,208201.0,176047.0,-32154.0,-15.44,-1984.6,-0.198,0.868,46130.0,working_age,15-64세 생산연령인구,감소,36020,여수시,global_exact_name
순천시,Suncheon-si,17.0,2008.0,2024.0,185832.0,189779.0,3947.0,2.12,322.6,0.032,0.127,46150.0,working_age,15-64세 생산연령인구,완만한 증가,36030,순천시,global_exact_name
나주시,Naju-si,17.0,2008.0,2024.0,59815.0,73269.0,13454.0,22.49,1408.5,0.141,0.803,46170.0,working_age,15-64세 생산연령인구,증가,36040,나주시,global_exact_name
광양시,Gwangyang-si,17.0,2008.0,2024.0,97578.0,110329.0,12751.0,13.07,583.1,0.058,0.344,46230.0,working_age,15-64세 생산연령인구,완만한 증가,36060,광양시,global_exact_name
담양군,Damyang-gun,17.0,2008.0,2024.0,31214.0,25592.0,-5622.0,-18.01,-302.6,-0.03,0.902,46710.0,working_age,15-64세 생산연령인구,완만한 감소,36310,담양군,global_exact_name
곡성군,Gokseong-gun,17.0,2008.0,2024.0,19426.0,14336.0,-5090.0,-26.2,-310.5,-0.031,0.934,46720.0,working_age,15-64세 생산연령인구,완만한 감소,36320,곡성군,global_exact_name
구례군,Gurye-gun,17.0,2008.0,2024.0,16882.0,13024.0,-3858.0,-22.85,-221.8,-0.022,0.759,46730.0,working_age,15-64세 생산연령인구,완만한 감소,36330,구례군,global_exact_name
고흥군,Goheung-gun,17.0,2008.0,2024.0,44830.0,29256.0,-15574.0,-34.74,-959.6,-0.096,0.999,46770.0,working_age,15-64세 생산연령인구,완만한 감소,36350,고흥군,global_exact_name
보성군,Boseong-gun,17.0,2008.0,2024.0,29619.0,18576.0,-11043.0,-37.28,-692.3,-0.069,0.985,46780.0,working_age,15-64세 생산연령인구,완만한 감소,36360,보성군,global_exact_name
화순군,Hwasun-gun,17.0,2008.0,2024.0,44430.0,37173.0,-7257.0,-16.33,-458.7,-0.046,0.951,46790.0,working_age,15-64세 생산연령인구,완만한 감소,36370,화순군,global_exact_name
장흥군,Jangheung-gun,17.0,2008.0,2024.0,25414.0,18451.0,-6963.0,-27.4,-468.8,-0.047,0.789,46800.0,working_age,15-64세 생산연령인구,완만한 감소,36380,장흥군,global_exact_name
강진군,Gangjin-gun,17.0,2008.0,2024.0,24684.0,17109.0,-7575.0,-30.69,-527.3,-0.053,0.956,46810.0,working_age,15-64세 생산연령인구,완만한 감소,36390,강진군,global_exact_name
해남군,Haenam-gun,17.0,2008.0,2024.0,50355.0,34537.0,-15818.0,-31.41,-1007.3,-0.101,0.97,46820.0,working_age,15-64세 생산연령인구,감소,36400,해남군,global_exact_name
영암군,Yeongam-gun,17.0,2008.0,2024.0,37855.0,31459.0,-6396.0,-16.9,-456.6,-0.046,0.926,46830.0,working_age,15-64세 생산연령인구,완만한 감소,36410,영암군,global_exact_name
무안군,Muan-gun,17.0,2008.0,2024.0,43228.0,60297.0,17069.0,39.49,887.3,0.089,0.904,46840.0,working_age,15-64세 생산연령인구,완만한 증가,36420,무안군,global_exact_name
함평군,Hampyeong-gun,17.0,2008.0,2024.0,22425.0,15816.0,-6609.0,-29.47,-410.9,-0.041,0.961,46860.0,working_age,15-64세 생산연령인구,완만한 감소,36430,함평군,global_exact_name
영광군,Yeonggwang-gun,17.0,2008.0,2024.0,36887.0,30270.0,-6617.0,-17.94,-467.1,-0.047,0.928,46870.0,working_age,15-64세 생산연령인구,완만한 감소,36440,영광군,global_exact_name
장성군,Jangseong-gun,17.0,2008.0,2024.0,29414.0,24267.0,-5147.0,-17.5,-299.8,-0.03,0.846,46880.0,working_age,15-64세 생산연령인구,완만한 감소,36450,장성군,global_exact_name
완도군,Wando-gun,17.0,2008.0,2024.0,34083.0,24678.0,-9405.0,-27.59,-551.9,-0.055,0.926,46890.0,working_age,15-64세 생산연령인구,완만한 감소,36460,완도군,global_exact_name
진도군,Jindo-gun,17.0,2008.0,2024.0,20697.0,15579.0,-5118.0,-24.73,-292.8,-0.029,0.953,46900.0,working_age,15-64세 생산연령인구,완만한 감소,36470,진도군,global_exact_name
신안군,Sinan-gun,17.0,2008.0,2024.0,28746.0,20659.0,-8087.0,-28.13,-570.5,-0.057,0.96,46910.0,working_age,15-64세 생산연령인구,완만한 감소,36480,신안군,global_exact_name
남구,Nam-gu,17.0,2008.0,2024.0,189065.0,146602.0,-42463.0,-22.46,-2795.9,-0.28,0.918,47111.0,working_age,15-64세 생산연령인구,감소,37011,포항시남구,suffix_name
북구,Buk-gu,17.0,2008.0,2024.0,186166.0,180505.0,-5661.0,-3.04,-639.4,-0.064,0.236,47113.0,working_age,15-64세 생산연령인구,완만한 감소,37012,포항시북구,suffix_name
경주시,Gyeongju-si,17.0,2008.0,2024.0,187006.0,155766.0,-31240.0,-16.71,-1940.3,-0.194,0.901,47130.0,working_age,15-64세 생산연령인구,감소,37020,경주시,global_exact_name
김천시,Gimcheon-si,17.0,2008.0,2024.0,93600.0,84292.0,-9308.0,-9.94,-338.8,-0.034,0.302,47150.0,working_age,15-64세 생산연령인구,완만한 감소,37030,김천시,global_exact_name
안동시,Andong-si,17.0,2008.0,2024.0,112944.0,95298.0,-17646.0,-15.62,-1260.5,-0.126,0.811,47170.0,working_age,15-64세 생산연령인구,감소,37040,안동시,global_exact_name
구미시,Gumi-si,17.0,2008.0,2024.0,286341.0,298904.0,12563.0,4.39,495.5,0.05,0.058,47190.0,working_age,15-64세 생산연령인구,완만한 증가,37050,구미시,global_exact_name
영주시,Yeongju-si,17.0,2008.0,2024.0,76587.0,58874.0,-17713.0,-23.13,-1230.5,-0.123,0.925,47210.0,working_age,15-64세 생산연령인구,감소,37060,영주시,global_exact_name
영천시,Yeongcheon-si,17.0,2008.0,2024.0,69387.0,57674.0,-11713.0,-16.88,-630.5,-0.063,0.871,47230.0,working_age,15-64세 생산연령인구,완만한 감소,37070,영천시,global_exact_name
상주시,Sangju-si,17.0,2008.0,2024.0,67384.0,51153.0,-16231.0,-24.09,-1034.6,-0.103,0.91,47250.0,working_age,15-64세 생산연령인구,감소,37080,상주시,global_exact_name
문경시,Mungyeong-si,17.0,2008.0,2024.0,49441.0,37879.0,-11562.0,-23.39,-766.6,-0.077,0.909,47280.0,working_age,15-64세 생산연령인구,완만한 감소,37090,문경시,global_exact_name
경산시,Gyeongsan-si,17.0,2008.0,2024.0,169312.0,184224.0,14912.0,8.81,1098.5,0.11,0.669,47290.0,working_age,15-64세 생산연령인구,증가,37100,경산시,global_exact_name
군위군,Gunwi-gun,15.0,2008.0,2022.0,15418.0,12239.0,-3179.0,-20.62,-219.4,-0.022,0.931,47720.0,working_age,15-64세 생산연령인구,완만한 감소,37310,군위군,global_exact_name
의성군,Uiseong-gun,17.0,2008.0,2024.0,36510.0,23242.0,-13268.0,-36.34,-827.8,-0.083,0.993,47730.0,working_age,15-64세 생산연령인구,완만한 감소,37320,의성군,global_exact_name
청송군,Cheongsong-gun,17.0,2008.0,2024.0,17076.0,12052.0,-5024.0,-29.42,-297.0,-0.03,0.921,47750.0,working_age,15-64세 생산연령인구,완만한 감소,37330,청송군,global_exact_name
영양군,Yeongyang-gun,17.0,2008.0,2024.0,11439.0,7876.0,-3563.0,-31.15,-216.6,-0.022,0.939,47760.0,working_age,15-64세 생산연령인구,완만한 감소,37340,영양군,global_exact_name
영덕군,Yeongdeok-gun,17.0,2008.0,2024.0,26354.0,16793.0,-9561.0,-36.28,-575.0,-0.058,0.968,47770.0,working_age,15-64세 생산연령인구,완만한 감소,37350,영덕군,global_exact_name
청도군,Cheongdo-gun,17.0,2008.0,2024.0,28205.0,20584.0,-7621.0,-27.02,-475.3,-0.048,0.929,47820.0,working_age,15-64세 생산연령인구,완만한 감소,37360,청도군,global_exact_name
고령군,Goryeong-gun,17.0,2008.0,2024.0,22860.0,16930.0,-5930.0,-25.94,-424.9,-0.042,0.854,47830.0,working_age,15-64세 생산연령인구,완만한 감소,37370,고령군,global_exact_name
성주군,Seongju-gun,17.0,2008.0,2024.0,29628.0,23051.0,-6577.0,-22.2,-438.8,-0.044,0.846,47840.0,working_age,15-64세 생산연령인구,완만한 감소,37380,성주군,global_exact_name
칠곡군,Chilgok-gun,17.0,2008.0,2024.0,81245.0,74289.0,-6956.0,-8.56,-444.1,-0.044,0.302,47850.0,working_age,15-64세 생산연령인구,완만한 감소,37390,칠곡군,global_exact_name
예천군,Yecheon-gun,17.0,2008.0,2024.0,29306.0,30014.0,708.0,2.42,235.0,0.023,0.345,47900.0,working_age,15-64세 생산연령인구,완만한 증가,37400,예천군,global_exact_name
봉화군,Bonghwa-gun,17.0,2008.0,2024.0,21469.0,14664.0,-6805.0,-31.7,-405.0,-0.04,0.898,47920.0,working_age,15-64세 생산연령인구,완만한 감소,37410,봉화군,global_exact_name
울진군,Uljin-gun,17.0,2008.0,2024.0,33572.0,27440.0,-6132.0,-18.27,-375.9,-0.038,0.782,47930.0,working_age,15-64세 생산연령인구,완만한 감소,37420,울진군,global_exact_name
울릉군,Ulleung-gun,17.0,2008.0,2024.0,7255.0,5846.0,-1409.0,-19.42,-131.1,-0.013,0.837,47940.0,working_age,15-64세 생산연령인구,완만한 감소,37430,울릉군,global_exact_name
진주시,Jinju-si,17.0,2008.0,2024.0,236239.0,229714.0,-6525.0,-2.76,-233.1,-0.023,0.052,48170.0,working_age,15-64세 생산연령인구,완만한 감소,38030,진주시,global_exact_name
통영시,Tongyeong-si,17.0,2008.0,2024.0,98087.0,76288.0,-21799.0,-22.22,-1518.3,-0.152,0.835,48220.0,working_age,15-64세 생산연령인구,감소,38050,통영시,global_exact_name
사천시,Sacheon-si,17.0,2008.0,2024.0,77042.0,69532.0,-7510.0,-9.75,-569.0,-0.057,0.709,48240.0,working_age,15-64세 생산연령인구,완만한 감소,38060,사천시,global_exact_name
김해시,Gimhae-si,17.0,2008.0,2024.0,338825.0,384902.0,46077.0,13.6,2666.0,0.267,0.571,48250.0,working_age,15-64세 생산연령인구,증가,38070,김해시,global_exact_name
밀양시,Miryang-si,17.0,2008.0,2024.0,75193.0,58252.0,-16941.0,-22.53,-1050.1,-0.105,0.911,48270.0,working_age,15-64세 생산연령인구,감소,38080,밀양시,global_exact_name
거제시,Geoje-si,17.0,2008.0,2024.0,154671.0,164533.0,9862.0,6.38,434.2,0.043,0.048,48310.0,working_age,15-64세 생산연령인구,완만한 증가,38090,거제시,global_exact_name
양산시,Yangsan-si,17.0,2008.0,2024.0,173859.0,249057.0,75198.0,43.25,5329.2,0.533,0.879,48330.0,working_age,15-64세 생산연령인구,급격한 증가,38100,양산시,global_exact_name
의창구,Uichang-gu,15.0,2010.0,2024.0,191735.0,148348.0,-43387.0,-22.63,-3342.1,-0.334,0.603,48121.0,working_age,15-64세 생산연령인구,감소,38111,창원시의창구,suffix_name
성산구,Seongsan-gu,15.0,2010.0,2024.0,194106.0,185161.0,-8945.0,-4.61,-578.5,-0.058,0.114,48123.0,working_age,15-64세 생산연령인구,완만한 감소,38112,창원시성산구,suffix_name
마산합포구,Masanhappo-gu,15.0,2010.0,2024.0,138766.0,113531.0,-25235.0,-18.19,-1875.1,-0.188,0.98,48125.0,working_age,15-64세 생산연령인구,감소,38113,창원시마산합포구,suffix_name
마산회원구,Masanhoewon-gu,15.0,2010.0,2024.0,170496.0,119738.0,-50758.0,-29.77,-3939.1,-0.394,0.983,48127.0,working_age,15-64세 생산연령인구,감소,38114,창원시마산회원구,suffix_name
진해구,Jinhae-gu,15.0,2010.0,2024.0,124918.0,129883.0,4965.0,3.97,519.1,0.052,0.441,48129.0,working_age,15-64세 생산연령인구,완만한 증가,38115,창원시진해구,suffix_name
의령군,Uiryeong-gun,17.0,2008.0,2024.0,18254.0,13073.0,-5181.0,-28.38,-330.5,-0.033,0.954,48720.0,working_age,15-64세 생산연령인구,완만한 감소,38310,의령군,global_exact_name
함안군,Haman-gun,17.0,2008.0,2024.0,44037.0,35263.0,-8774.0,-19.92,-558.0,-0.056,0.621,48730.0,working_age,15-64세 생산연령인구,완만한 감소,38320,함안군,global_exact_name
창녕군,Changnyeong-gun,17.0,2008.0,2024.0,39672.0,30910.0,-8762.0,-22.09,-504.2,-0.05,0.606,48740.0,working_age,15-64세 생산연령인구,완만한 감소,38330,창녕군,global_exact_name
고성군,Goseong-gun,17.0,2008.0,2024.0,36458.0,26883.0,-9575.0,-26.26,-662.1,-0.066,0.92,48820.0,working_age,15-64세 생산연령인구,완만한 감소,38340,고성군,province_exact_name
남해군,Namhae-gun,17.0,2008.0,2024.0,30285.0,20414.0,-9871.0,-32.59,-622.9,-0.062,0.982,48840.0,working_age,15-64세 생산연령인구,완만한 감소,38350,남해군,global_exact_name
하동군,Hadong-gun,17.0,2008.0,2024.0,33725.0,21681.0,-12044.0,-35.71,-745.8,-0.075,0.898,48850.0,working_age,15-64세 생산연령인구,완만한 감소,38360,하동군,global_exact_name
산청군,Sancheong-gun,17.0,2008.0,2024.0,21212.0,17412.0,-3800.0,-17.91,-231.4,-0.023,0.68,48860.0,working_age,15-64세 생산연령인구,완만한 감소,38370,산청군,global_exact_name
함양군,Hamyang-gun,17.0,2008.0,2024.0,24207.0,19513.0,-4694.0,-19.39,-281.3,-0.028,0.747,48870.0,working_age,15-64세 생산연령인구,완만한 감소,38380,함양군,global_exact_name
거창군,Geochang-gun,17.0,2008.0,2024.0,40235.0,35113.0,-5122.0,-12.73,-308.5,-0.031,0.751,48880.0,working_age,15-64세 생산연령인구,완만한 감소,38390,거창군,global_exact_name
합천군,Hapcheon-gun,17.0,2008.0,2024.0,33377.0,20010.0,-13367.0,-40.05,-755.5,-0.076,0.968,48890.0,working_age,15-64세 생산연령인구,완만한 감소,38400,합천군,global_exact_name
제주시,Jeju-si,17.0,2008.0,2024.0,282509.0,340150.0,57641.0,20.4,4508.0,0.451,0.85,50110.0,working_age,15-64세 생산연령인구,증가,39010,제주시,global_exact_name
서귀포시,Seogwipo-si,17.0,2008.0,2024.0,104087.0,119134.0,15047.0,14.46,1500.1,0.15,0.783,50130.0,working_age,15-64세 생산연령인구,증가,39020,서귀포시,global_exact_name
