year,group,category,value_thousand,share_pct,table_id,table_name
2025,장래근로 희망 이유,-일하는 즐거움,4127.1,36.1,DT_1DE8044S,성별 장래 근로 희망의사 및 근로 희망사유
2025,장래근로 희망 이유,-생활비에 보탬,6218.4,54.4,DT_1DE8044S,성별 장래 근로 희망의사 및 근로 희망사유
2025,장래근로 희망 이유,-사회가 필요로 함,354.7,3.1,DT_1DE8044S,성별 장래 근로 희망의사 및 근로 희망사유
2025,장래근로 희망 이유,-건강유지,258.6,2.3,DT_1DE8044S,성별 장래 근로 희망의사 및 근로 희망사유
2025,장래근로 희망 이유,-무료해서,461.7,4.0,DT_1DE8044S,성별 장래 근로 희망의사 및 근로 희망사유
2025,장래근로 희망 이유,-기타,0.4,0.0,DT_1DE8044S,성별 장래 근로 희망의사 및 근로 희망사유
