year,region_code,region,age_group,item,value,unit,table_id,table_name
2010,32,강원도,60세 이상,15세이상인구,293.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,32,강원도,60세 이상,15세이상인구,299.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,32,강원도,60세 이상,15세이상인구,309.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,32,강원도,60세 이상,15세이상인구,319.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,32,강원도,60세 이상,15세이상인구,330.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,32,강원도,60세 이상,15세이상인구,344.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,32,강원도,60세 이상,15세이상인구,359.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,32,강원도,60세 이상,15세이상인구,376.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,32,강원도,60세 이상,15세이상인구,396.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,32,강원도,60세 이상,15세이상인구,415.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,32,강원도,60세 이상,15세이상인구,437.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,32,강원도,60세 이상,15세이상인구,460.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,32,강원도,60세 이상,15세이상인구,481.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,32,강원도,60세 이상,15세이상인구,499.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,32,강원도,60세 이상,15세이상인구,512.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,32,강원도,60세 이상,15세이상인구,526.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,31,경기도,60세 이상,15세이상인구,1409.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,31,경기도,60세 이상,15세이상인구,1472.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,31,경기도,60세 이상,15세이상인구,1550.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,31,경기도,60세 이상,15세이상인구,1634.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,31,경기도,60세 이상,15세이상인구,1728.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,31,경기도,60세 이상,15세이상인구,1849.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,31,경기도,60세 이상,15세이상인구,1977.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,31,경기도,60세 이상,15세이상인구,2116.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,31,경기도,60세 이상,15세이상인구,2267.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,31,경기도,60세 이상,15세이상인구,2437.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,31,경기도,60세 이상,15세이상인구,2618.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,31,경기도,60세 이상,15세이상인구,2810.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,31,경기도,60세 이상,15세이상인구,2982.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,31,경기도,60세 이상,15세이상인구,3132.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,31,경기도,60세 이상,15세이상인구,3284.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,31,경기도,60세 이상,15세이상인구,3451.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,38,경상남도,60세 이상,15세이상인구,528.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,38,경상남도,60세 이상,15세이상인구,544.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,38,경상남도,60세 이상,15세이상인구,563.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,38,경상남도,60세 이상,15세이상인구,581.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,38,경상남도,60세 이상,15세이상인구,603.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,38,경상남도,60세 이상,15세이상인구,631.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,38,경상남도,60세 이상,15세이상인구,660.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,38,경상남도,60세 이상,15세이상인구,694.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,38,경상남도,60세 이상,15세이상인구,731.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,38,경상남도,60세 이상,15세이상인구,768.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,38,경상남도,60세 이상,15세이상인구,810.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,38,경상남도,60세 이상,15세이상인구,856.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,38,경상남도,60세 이상,15세이상인구,898.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,38,경상남도,60세 이상,15세이상인구,933.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,38,경상남도,60세 이상,15세이상인구,963.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,38,경상남도,60세 이상,15세이상인구,995.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,37,경상북도,60세 이상,15세이상인구,558.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,37,경상북도,60세 이상,15세이상인구,569.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,37,경상북도,60세 이상,15세이상인구,583.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,37,경상북도,60세 이상,15세이상인구,598.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,37,경상북도,60세 이상,15세이상인구,614.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,37,경상북도,60세 이상,15세이상인구,633.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,37,경상북도,60세 이상,15세이상인구,655.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,37,경상북도,60세 이상,15세이상인구,681.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,37,경상북도,60세 이상,15세이상인구,708.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,37,경상북도,60세 이상,15세이상인구,735.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,37,경상북도,60세 이상,15세이상인구,770.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,37,경상북도,60세 이상,15세이상인구,804.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,37,경상북도,60세 이상,15세이상인구,837.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,37,경상북도,60세 이상,15세이상인구,856.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,37,경상북도,60세 이상,15세이상인구,871.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,37,경상북도,60세 이상,15세이상인구,894.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,24,광주광역시,60세 이상,15세이상인구,190.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,24,광주광역시,60세 이상,15세이상인구,197.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,24,광주광역시,60세 이상,15세이상인구,206.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,24,광주광역시,60세 이상,15세이상인구,213.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,24,광주광역시,60세 이상,15세이상인구,222.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,24,광주광역시,60세 이상,15세이상인구,233.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,24,광주광역시,60세 이상,15세이상인구,246.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,24,광주광역시,60세 이상,15세이상인구,258.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,24,광주광역시,60세 이상,15세이상인구,272.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,24,광주광역시,60세 이상,15세이상인구,286.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,24,광주광역시,60세 이상,15세이상인구,303.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,24,광주광역시,60세 이상,15세이상인구,320.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,24,광주광역시,60세 이상,15세이상인구,332.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,24,광주광역시,60세 이상,15세이상인구,345.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,24,광주광역시,60세 이상,15세이상인구,358.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,24,광주광역시,60세 이상,15세이상인구,372.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,22,대구광역시,60세 이상,15세이상인구,359.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,22,대구광역시,60세 이상,15세이상인구,373.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,22,대구광역시,60세 이상,15세이상인구,391.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,22,대구광역시,60세 이상,15세이상인구,409.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,22,대구광역시,60세 이상,15세이상인구,427.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,22,대구광역시,60세 이상,15세이상인구,448.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,22,대구광역시,60세 이상,15세이상인구,471.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,22,대구광역시,60세 이상,15세이상인구,494.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,22,대구광역시,60세 이상,15세이상인구,518.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,22,대구광역시,60세 이상,15세이상인구,543.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,22,대구광역시,60세 이상,15세이상인구,572.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,22,대구광역시,60세 이상,15세이상인구,602.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,22,대구광역시,60세 이상,15세이상인구,625.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,22,대구광역시,60세 이상,15세이상인구,654.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,22,대구광역시,60세 이상,15세이상인구,684.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,22,대구광역시,60세 이상,15세이상인구,708.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,25,대전광역시,60세 이상,15세이상인구,185.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,25,대전광역시,60세 이상,15세이상인구,193.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,25,대전광역시,60세 이상,15세이상인구,203.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,25,대전광역시,60세 이상,15세이상인구,213.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,25,대전광역시,60세 이상,15세이상인구,224.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,25,대전광역시,60세 이상,15세이상인구,237.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,25,대전광역시,60세 이상,15세이상인구,251.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,25,대전광역시,60세 이상,15세이상인구,264.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,25,대전광역시,60세 이상,15세이상인구,279.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,25,대전광역시,60세 이상,15세이상인구,293.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,25,대전광역시,60세 이상,15세이상인구,310.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,25,대전광역시,60세 이상,15세이상인구,327.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,25,대전광역시,60세 이상,15세이상인구,341.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,25,대전광역시,60세 이상,15세이상인구,354.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,25,대전광역시,60세 이상,15세이상인구,366.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,25,대전광역시,60세 이상,15세이상인구,381.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,21,부산광역시,60세 이상,15세이상인구,582.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,21,부산광역시,60세 이상,15세이상인구,606.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,21,부산광역시,60세 이상,15세이상인구,632.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,21,부산광역시,60세 이상,15세이상인구,660.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,21,부산광역시,60세 이상,15세이상인구,690.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,21,부산광역시,60세 이상,15세이상인구,727.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,21,부산광역시,60세 이상,15세이상인구,766.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,21,부산광역시,60세 이상,15세이상인구,802.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,21,부산광역시,60세 이상,15세이상인구,840.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,21,부산광역시,60세 이상,15세이상인구,876.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,21,부산광역시,60세 이상,15세이상인구,917.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,21,부산광역시,60세 이상,15세이상인구,959.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,21,부산광역시,60세 이상,15세이상인구,990.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,21,부산광역시,60세 이상,15세이상인구,1018.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,21,부산광역시,60세 이상,15세이상인구,1043.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,21,부산광역시,60세 이상,15세이상인구,1067.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,11,서울특별시,60세 이상,15세이상인구,1412.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,11,서울특별시,60세 이상,15세이상인구,1467.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,11,서울특별시,60세 이상,15세이상인구,1535.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,11,서울특별시,60세 이상,15세이상인구,1607.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,11,서울특별시,60세 이상,15세이상인구,1685.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,11,서울특별시,60세 이상,15세이상인구,1776.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,11,서울특별시,60세 이상,15세이상인구,1849.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,11,서울특별시,60세 이상,15세이상인구,1927.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,11,서울특별시,60세 이상,15세이상인구,2007.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,11,서울특별시,60세 이상,15세이상인구,2085.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,11,서울특별시,60세 이상,15세이상인구,2184.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,11,서울특별시,60세 이상,15세이상인구,2278.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,11,서울특별시,60세 이상,15세이상인구,2340.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,11,서울특별시,60세 이상,15세이상인구,2407.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,11,서울특별시,60세 이상,15세이상인구,2471.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,11,서울특별시,60세 이상,15세이상인구,2532.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,29,세종특별자치시,60세 이상,15세이상인구,36.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,29,세종특별자치시,60세 이상,15세이상인구,40.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,29,세종특별자치시,60세 이상,15세이상인구,45.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,29,세종특별자치시,60세 이상,15세이상인구,50.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,29,세종특별자치시,60세 이상,15세이상인구,53.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,29,세종특별자치시,60세 이상,15세이상인구,58.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,29,세종특별자치시,60세 이상,15세이상인구,61.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,29,세종특별자치시,60세 이상,15세이상인구,64.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,29,세종특별자치시,60세 이상,15세이상인구,67.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,26,울산광역시,60세 이상,15세이상인구,113.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,26,울산광역시,60세 이상,15세이상인구,120.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,26,울산광역시,60세 이상,15세이상인구,128.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,26,울산광역시,60세 이상,15세이상인구,137.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,26,울산광역시,60세 이상,15세이상인구,146.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,26,울산광역시,60세 이상,15세이상인구,157.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,26,울산광역시,60세 이상,15세이상인구,169.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,26,울산광역시,60세 이상,15세이상인구,181.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,26,울산광역시,60세 이상,15세이상인구,193.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,26,울산광역시,60세 이상,15세이상인구,207.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,26,울산광역시,60세 이상,15세이상인구,222.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,26,울산광역시,60세 이상,15세이상인구,238.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,26,울산광역시,60세 이상,15세이상인구,252.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,26,울산광역시,60세 이상,15세이상인구,266.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,26,울산광역시,60세 이상,15세이상인구,279.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,26,울산광역시,60세 이상,15세이상인구,293.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,23,인천광역시,60세 이상,15세이상인구,334.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,23,인천광역시,60세 이상,15세이상인구,350.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,23,인천광역시,60세 이상,15세이상인구,370.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,23,인천광역시,60세 이상,15세이상인구,391.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,23,인천광역시,60세 이상,15세이상인구,414.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,23,인천광역시,60세 이상,15세이상인구,444.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,23,인천광역시,60세 이상,15세이상인구,473.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,23,인천광역시,60세 이상,15세이상인구,504.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,23,인천광역시,60세 이상,15세이상인구,539.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,23,인천광역시,60세 이상,15세이상인구,575.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,23,인천광역시,60세 이상,15세이상인구,616.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,23,인천광역시,60세 이상,15세이상인구,656.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,23,인천광역시,60세 이상,15세이상인구,695.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,23,인천광역시,60세 이상,15세이상인구,735.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,23,인천광역시,60세 이상,15세이상인구,774.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,23,인천광역시,60세 이상,15세이상인구,814.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,36,전라남도,60세 이상,15세이상인구,453.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,36,전라남도,60세 이상,15세이상인구,457.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,36,전라남도,60세 이상,15세이상인구,462.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,36,전라남도,60세 이상,15세이상인구,465.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,36,전라남도,60세 이상,15세이상인구,470.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,36,전라남도,60세 이상,15세이상인구,478.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,36,전라남도,60세 이상,15세이상인구,487.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,36,전라남도,60세 이상,15세이상인구,499.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,36,전라남도,60세 이상,15세이상인구,513.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,36,전라남도,60세 이상,15세이상인구,528.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,36,전라남도,60세 이상,15세이상인구,546.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,36,전라남도,60세 이상,15세이상인구,565.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,36,전라남도,60세 이상,15세이상인구,583.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,36,전라남도,60세 이상,15세이상인구,597.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,36,전라남도,60세 이상,15세이상인구,609.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,36,전라남도,60세 이상,15세이상인구,620.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,35,전라북도,60세 이상,15세이상인구,381.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,35,전라북도,60세 이상,15세이상인구,388.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,35,전라북도,60세 이상,15세이상인구,396.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,35,전라북도,60세 이상,15세이상인구,404.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,35,전라북도,60세 이상,15세이상인구,414.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,35,전라북도,60세 이상,15세이상인구,427.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,35,전라북도,60세 이상,15세이상인구,441.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,35,전라북도,60세 이상,15세이상인구,456.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,35,전라북도,60세 이상,15세이상인구,471.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,35,전라북도,60세 이상,15세이상인구,487.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,35,전라북도,60세 이상,15세이상인구,507.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,35,전라북도,60세 이상,15세이상인구,528.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,35,전라북도,60세 이상,15세이상인구,545.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,35,전라북도,60세 이상,15세이상인구,560.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,35,전라북도,60세 이상,15세이상인구,572.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,35,전라북도,60세 이상,15세이상인구,586.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,39,제주도,60세 이상,15세이상인구,92.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,39,제주도,60세 이상,15세이상인구,95.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,39,제주도,60세 이상,15세이상인구,98.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,39,제주도,60세 이상,15세이상인구,101.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,39,제주도,60세 이상,15세이상인구,105.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,39,제주도,60세 이상,15세이상인구,111.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,39,제주도,60세 이상,15세이상인구,118.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,39,제주도,60세 이상,15세이상인구,124.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,39,제주도,60세 이상,15세이상인구,131.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,39,제주도,60세 이상,15세이상인구,138.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,39,제주도,60세 이상,15세이상인구,145.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,39,제주도,60세 이상,15세이상인구,152.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,39,제주도,60세 이상,15세이상인구,159.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
