year,region_code,region,age_group,item,value,unit,table_id,table_name
2013,26,울산광역시,60세 이상,경제활동인구,51.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,26,울산광역시,60세 이상,경제활동인구,54.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,26,울산광역시,60세 이상,경제활동인구,59.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,26,울산광역시,60세 이상,경제활동인구,67.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,26,울산광역시,60세 이상,경제활동인구,69.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,26,울산광역시,60세 이상,경제활동인구,72.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,26,울산광역시,60세 이상,경제활동인구,80.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,26,울산광역시,60세 이상,경제활동인구,89.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,26,울산광역시,60세 이상,경제활동인구,93.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,26,울산광역시,60세 이상,경제활동인구,104.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,26,울산광역시,60세 이상,경제활동인구,112.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,26,울산광역시,60세 이상,경제활동인구,119.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,26,울산광역시,60세 이상,경제활동인구,120.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,23,인천광역시,60세 이상,경제활동인구,116.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,23,인천광역시,60세 이상,경제활동인구,121.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,23,인천광역시,60세 이상,경제활동인구,141.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,23,인천광역시,60세 이상,경제활동인구,157.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,23,인천광역시,60세 이상,경제활동인구,168.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,23,인천광역시,60세 이상,경제활동인구,181.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,23,인천광역시,60세 이상,경제활동인구,188.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,23,인천광역시,60세 이상,경제활동인구,200.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,23,인천광역시,60세 이상,경제활동인구,220.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,23,인천광역시,60세 이상,경제활동인구,235.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,23,인천광역시,60세 이상,경제활동인구,263.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,23,인천광역시,60세 이상,경제활동인구,283.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,23,인천광역시,60세 이상,경제활동인구,303.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,23,인천광역시,60세 이상,경제활동인구,333.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,23,인천광역시,60세 이상,경제활동인구,365.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,23,인천광역시,60세 이상,경제활동인구,394.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,36,전라남도,60세 이상,경제활동인구,240.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,36,전라남도,60세 이상,경제활동인구,240.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,36,전라남도,60세 이상,경제활동인구,249.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,36,전라남도,60세 이상,경제활동인구,246.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,36,전라남도,60세 이상,경제활동인구,246.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,36,전라남도,60세 이상,경제활동인구,249.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,36,전라남도,60세 이상,경제활동인구,260.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,36,전라남도,60세 이상,경제활동인구,272.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,36,전라남도,60세 이상,경제활동인구,273.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,36,전라남도,60세 이상,경제활동인구,286.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,36,전라남도,60세 이상,경제활동인구,302.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,36,전라남도,60세 이상,경제활동인구,325.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,36,전라남도,60세 이상,경제활동인구,345.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,36,전라남도,60세 이상,경제활동인구,361.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,36,전라남도,60세 이상,경제활동인구,367.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,36,전라남도,60세 이상,경제활동인구,369.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,35,전라북도,60세 이상,경제활동인구,165.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,35,전라북도,60세 이상,경제활동인구,171.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,35,전라북도,60세 이상,경제활동인구,174.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,35,전라북도,60세 이상,경제활동인구,182.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,35,전라북도,60세 이상,경제활동인구,184.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,35,전라북도,60세 이상,경제활동인구,191.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,35,전라북도,60세 이상,경제활동인구,200.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,35,전라북도,60세 이상,경제활동인구,202.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,35,전라북도,60세 이상,경제활동인구,214.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,35,전라북도,60세 이상,경제활동인구,238.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,35,전라북도,60세 이상,경제활동인구,261.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,35,전라북도,60세 이상,경제활동인구,284.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,35,전라북도,60세 이상,경제활동인구,296.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,35,전라북도,60세 이상,경제활동인구,310.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,35,전라북도,60세 이상,경제활동인구,320.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,35,전라북도,60세 이상,경제활동인구,321.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,39,제주도,60세 이상,경제활동인구,47.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,39,제주도,60세 이상,경제활동인구,46.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,39,제주도,60세 이상,경제활동인구,48.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,39,제주도,60세 이상,경제활동인구,51.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,39,제주도,60세 이상,경제활동인구,53.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,39,제주도,60세 이상,경제활동인구,60.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,39,제주도,60세 이상,경제활동인구,65.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,39,제주도,60세 이상,경제활동인구,68.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,39,제주도,60세 이상,경제활동인구,69.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,39,제주도,60세 이상,경제활동인구,79.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,39,제주도,60세 이상,경제활동인구,85.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,39,제주도,60세 이상,경제활동인구,89.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,39,제주도,60세 이상,경제활동인구,95.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,39,제주도,60세 이상,경제활동인구,93.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,39,제주도,60세 이상,경제활동인구,98.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,39,제주도,60세 이상,경제활동인구,107.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,34,충청남도,60세 이상,경제활동인구,165.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,34,충청남도,60세 이상,경제활동인구,177.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,34,충청남도,60세 이상,경제활동인구,190.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,34,충청남도,60세 이상,경제활동인구,206.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,34,충청남도,60세 이상,경제활동인구,208.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,34,충청남도,60세 이상,경제활동인구,208.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,34,충청남도,60세 이상,경제활동인구,214.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,34,충청남도,60세 이상,경제활동인구,220.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,34,충청남도,60세 이상,경제활동인구,246.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,34,충청남도,60세 이상,경제활동인구,255.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,34,충청남도,60세 이상,경제활동인구,272.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,34,충청남도,60세 이상,경제활동인구,290.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,34,충청남도,60세 이상,경제활동인구,317.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,34,충청남도,60세 이상,경제활동인구,342.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,34,충청남도,60세 이상,경제활동인구,348.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,34,충청남도,60세 이상,경제활동인구,359.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,33,충청북도,60세 이상,경제활동인구,104.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,33,충청북도,60세 이상,경제활동인구,110.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,33,충청북도,60세 이상,경제활동인구,113.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,33,충청북도,60세 이상,경제활동인구,117.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,33,충청북도,60세 이상,경제활동인구,129.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,33,충청북도,60세 이상,경제활동인구,136.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,33,충청북도,60세 이상,경제활동인구,140.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,33,충청북도,60세 이상,경제활동인구,147.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,33,충청북도,60세 이상,경제활동인구,167.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,33,충청북도,60세 이상,경제활동인구,184.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,33,충청북도,60세 이상,경제활동인구,198.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,33,충청북도,60세 이상,경제활동인구,211.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,33,충청북도,60세 이상,경제활동인구,236.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,33,충청북도,60세 이상,경제활동인구,253.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,33,충청북도,60세 이상,경제활동인구,262.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,33,충청북도,60세 이상,경제활동인구,277.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,32,강원도,60세 이상,경제활동참가율,36.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,32,강원도,60세 이상,경제활동참가율,37.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,32,강원도,60세 이상,경제활동참가율,37.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,32,강원도,60세 이상,경제활동참가율,36.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,32,강원도,60세 이상,경제활동참가율,39.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,32,강원도,60세 이상,경제활동참가율,40.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,32,강원도,60세 이상,경제활동참가율,41.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,32,강원도,60세 이상,경제활동참가율,46.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,32,강원도,60세 이상,경제활동참가율,47.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,32,강원도,60세 이상,경제활동참가율,50.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,32,강원도,60세 이상,경제활동참가율,50.3,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,32,강원도,60세 이상,경제활동참가율,52.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,32,강원도,60세 이상,경제활동참가율,52.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,32,강원도,60세 이상,경제활동참가율,53.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,32,강원도,60세 이상,경제활동참가율,53.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,32,강원도,60세 이상,경제활동참가율,56.0,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,31,경기도,60세 이상,경제활동참가율,31.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,31,경기도,60세 이상,경제활동참가율,31.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,31,경기도,60세 이상,경제활동참가율,33.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,31,경기도,60세 이상,경제활동참가율,35.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,31,경기도,60세 이상,경제활동참가율,36.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,31,경기도,60세 이상,경제활동참가율,36.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,31,경기도,60세 이상,경제활동참가율,37.0,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,31,경기도,60세 이상,경제활동참가율,37.3,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,31,경기도,60세 이상,경제활동참가율,37.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,31,경기도,60세 이상,경제활동참가율,40.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,31,경기도,60세 이상,경제활동참가율,41.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,31,경기도,60세 이상,경제활동참가율,42.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,31,경기도,60세 이상,경제활동참가율,44.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,31,경기도,60세 이상,경제활동참가율,45.0,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,31,경기도,60세 이상,경제활동참가율,45.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,31,경기도,60세 이상,경제활동참가율,46.0,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,38,경상남도,60세 이상,경제활동참가율,41.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,38,경상남도,60세 이상,경제활동참가율,42.3,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,38,경상남도,60세 이상,경제활동참가율,42.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,38,경상남도,60세 이상,경제활동참가율,40.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,38,경상남도,60세 이상,경제활동참가율,39.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,38,경상남도,60세 이상,경제활동참가율,40.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,38,경상남도,60세 이상,경제활동참가율,43.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,38,경상남도,60세 이상,경제활동참가율,43.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,38,경상남도,60세 이상,경제활동참가율,44.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,38,경상남도,60세 이상,경제활동참가율,44.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,38,경상남도,60세 이상,경제활동참가율,47.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,38,경상남도,60세 이상,경제활동참가율,50.0,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,38,경상남도,60세 이상,경제활동참가율,50.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,38,경상남도,60세 이상,경제활동참가율,49.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,38,경상남도,60세 이상,경제활동참가율,50.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,38,경상남도,60세 이상,경제활동참가율,51.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,37,경상북도,60세 이상,경제활동참가율,50.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,37,경상북도,60세 이상,경제활동참가율,50.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,37,경상북도,60세 이상,경제활동참가율,49.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,37,경상북도,60세 이상,경제활동참가율,49.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,37,경상북도,60세 이상,경제활동참가율,50.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,37,경상북도,60세 이상,경제활동참가율,49.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,37,경상북도,60세 이상,경제활동참가율,49.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,37,경상북도,60세 이상,경제활동참가율,49.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,37,경상북도,60세 이상,경제활동참가율,49.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,37,경상북도,60세 이상,경제활동참가율,50.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,37,경상북도,60세 이상,경제활동참가율,52.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,37,경상북도,60세 이상,경제활동참가율,54.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,37,경상북도,60세 이상,경제활동참가율,54.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,37,경상북도,60세 이상,경제활동참가율,56.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,37,경상북도,60세 이상,경제활동참가율,57.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,37,경상북도,60세 이상,경제활동참가율,58.0,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,24,광주광역시,60세 이상,경제활동참가율,32.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,24,광주광역시,60세 이상,경제활동참가율,32.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,24,광주광역시,60세 이상,경제활동참가율,32.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,24,광주광역시,60세 이상,경제활동참가율,34.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,24,광주광역시,60세 이상,경제활동참가율,36.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,24,광주광역시,60세 이상,경제활동참가율,36.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,24,광주광역시,60세 이상,경제활동참가율,38.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,24,광주광역시,60세 이상,경제활동참가율,38.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,24,광주광역시,60세 이상,경제활동참가율,38.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,24,광주광역시,60세 이상,경제활동참가율,39.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,24,광주광역시,60세 이상,경제활동참가율,41.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,24,광주광역시,60세 이상,경제활동참가율,41.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,24,광주광역시,60세 이상,경제활동참가율,41.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,24,광주광역시,60세 이상,경제활동참가율,44.0,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,24,광주광역시,60세 이상,경제활동참가율,46.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,24,광주광역시,60세 이상,경제활동참가율,47.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,22,대구광역시,60세 이상,경제활동참가율,30.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,22,대구광역시,60세 이상,경제활동참가율,33.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,22,대구광역시,60세 이상,경제활동참가율,35.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,22,대구광역시,60세 이상,경제활동참가율,34.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,22,대구광역시,60세 이상,경제활동참가율,36.0,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,22,대구광역시,60세 이상,경제활동참가율,35.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,22,대구광역시,60세 이상,경제활동참가율,37.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,22,대구광역시,60세 이상,경제활동참가율,38.0,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,22,대구광역시,60세 이상,경제활동참가율,39.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,22,대구광역시,60세 이상,경제활동참가율,39.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,22,대구광역시,60세 이상,경제활동참가율,39.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,22,대구광역시,60세 이상,경제활동참가율,39.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,22,대구광역시,60세 이상,경제활동참가율,40.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,22,대구광역시,60세 이상,경제활동참가율,42.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,22,대구광역시,60세 이상,경제활동참가율,42.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,22,대구광역시,60세 이상,경제활동참가율,42.3,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,25,대전광역시,60세 이상,경제활동참가율,30.3,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,25,대전광역시,60세 이상,경제활동참가율,31.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,25,대전광역시,60세 이상,경제활동참가율,33.0,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,25,대전광역시,60세 이상,경제활동참가율,32.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,25,대전광역시,60세 이상,경제활동참가율,33.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,25,대전광역시,60세 이상,경제활동참가율,36.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,25,대전광역시,60세 이상,경제활동참가율,37.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,25,대전광역시,60세 이상,경제활동참가율,38.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,25,대전광역시,60세 이상,경제활동참가율,38.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,25,대전광역시,60세 이상,경제활동참가율,41.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,25,대전광역시,60세 이상,경제활동참가율,43.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,25,대전광역시,60세 이상,경제활동참가율,43.0,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,25,대전광역시,60세 이상,경제활동참가율,43.3,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,25,대전광역시,60세 이상,경제활동참가율,45.0,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,25,대전광역시,60세 이상,경제활동참가율,44.0,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,25,대전광역시,60세 이상,경제활동참가율,46.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,21,부산광역시,60세 이상,경제활동참가율,29.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,21,부산광역시,60세 이상,경제활동참가율,30.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,21,부산광역시,60세 이상,경제활동참가율,32.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,21,부산광역시,60세 이상,경제활동참가율,33.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,21,부산광역시,60세 이상,경제활동참가율,34.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,21,부산광역시,60세 이상,경제활동참가율,35.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,21,부산광역시,60세 이상,경제활동참가율,36.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,21,부산광역시,60세 이상,경제활동참가율,37.0,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,21,부산광역시,60세 이상,경제활동참가율,36.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,21,부산광역시,60세 이상,경제활동참가율,37.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,21,부산광역시,60세 이상,경제활동참가율,38.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
