C1_NM,C1_NM_ENG,n_years,start_year,end_year,start_population,end_population,absolute_change,change_pct,slope_people_per_year,slope_per_10k_people,r2,C1,age_group,age_group_label,trend_class,topo_code,topo_name,match_note
흥덕구,Heungdeok-gu,17.0,2008.0,2024.0,26970.0,38849.0,11879.0,44.05,355.1,0.036,0.134,43113.0,older,65세 이상 고령층 인구,완만한 증가,33043,청주시흥덕구,suffix_name
청원구,Cheongwon-gu,11.0,2014.0,2024.0,18834.0,30713.0,11879.0,63.07,1195.0,0.119,0.988,43114.0,older,65세 이상 고령층 인구,증가,33044,청주시청원구,suffix_name
보은군,Boeun-gun,17.0,2008.0,2024.0,9291.0,12537.0,3246.0,34.94,192.9,0.019,0.945,43720.0,older,65세 이상 고령층 인구,완만한 증가,33320,보은군,global_exact_name
옥천군,Okcheon-gun,17.0,2008.0,2024.0,11214.0,17216.0,6002.0,53.52,380.9,0.038,0.97,43730.0,older,65세 이상 고령층 인구,완만한 증가,33330,옥천군,global_exact_name
영동군,Yeongdong-gun,17.0,2008.0,2024.0,11817.0,16625.0,4808.0,40.69,284.8,0.028,0.987,43740.0,older,65세 이상 고령층 인구,완만한 증가,33340,영동군,global_exact_name
진천군,Jincheon-gun,17.0,2008.0,2024.0,9151.0,16767.0,7616.0,83.23,471.4,0.047,0.949,43750.0,older,65세 이상 고령층 인구,완만한 증가,33350,진천군,global_exact_name
괴산군,Goesan-gun,17.0,2008.0,2024.0,9967.0,15024.0,5057.0,50.74,307.6,0.031,0.959,43760.0,older,65세 이상 고령층 인구,완만한 증가,33360,괴산군,global_exact_name
음성군,Eumseong-gun,17.0,2008.0,2024.0,13590.0,23968.0,10378.0,76.36,624.2,0.062,0.964,43770.0,older,65세 이상 고령층 인구,완만한 증가,33370,음성군,global_exact_name
단양군,Danyang-gun,17.0,2008.0,2024.0,6725.0,10491.0,3766.0,56.0,223.1,0.022,0.959,43800.0,older,65세 이상 고령층 인구,완만한 증가,33380,단양군,global_exact_name
증평군,Jeungpyeong-gun,17.0,2008.0,2024.0,4041.0,8044.0,4003.0,99.06,240.2,0.024,0.957,43745.0,older,65세 이상 고령층 인구,완만한 증가,33390,증평군,global_exact_name
동남구,Dongnam-gu,17.0,2008.0,2024.0,21872.0,46811.0,24939.0,114.02,1474.7,0.147,0.968,44131.0,older,65세 이상 고령층 인구,증가,34011,천안시동남구,suffix_name
서북구,Sebuk-gu,17.0,2008.0,2024.0,19041.0,45667.0,26626.0,139.84,1609.4,0.161,0.951,44133.0,older,65세 이상 고령층 인구,증가,34012,천안시서북구,suffix_name
공주시,Gongju-si,17.0,2008.0,2024.0,21676.0,31722.0,10046.0,46.35,611.7,0.061,0.912,44150.0,older,65세 이상 고령층 인구,완만한 증가,34020,공주시,global_exact_name
보령시,Boryeong-si,17.0,2008.0,2024.0,18408.0,29461.0,11053.0,60.04,691.7,0.069,0.99,44180.0,older,65세 이상 고령층 인구,완만한 증가,34030,보령시,global_exact_name
아산시,Asan-si,17.0,2008.0,2024.0,25659.0,52923.0,27264.0,106.26,1622.7,0.162,0.97,44200.0,older,65세 이상 고령층 인구,증가,34040,아산시,global_exact_name
서산시,Seosan-si,17.0,2008.0,2024.0,21770.0,38611.0,16841.0,77.36,1035.7,0.104,0.978,44210.0,older,65세 이상 고령층 인구,증가,34050,서산시,global_exact_name
논산시,Nonsan-si,17.0,2008.0,2024.0,23883.0,34591.0,10708.0,44.84,655.5,0.066,0.984,44230.0,older,65세 이상 고령층 인구,완만한 증가,34060,논산시,global_exact_name
계룡시,Gyeryong-si,17.0,2008.0,2024.0,2772.0,7006.0,4234.0,152.74,253.3,0.025,0.923,44250.0,older,65세 이상 고령층 인구,완만한 증가,34070,계룡시,global_exact_name
당진시,Dangjin-si,13.0,2012.0,2024.0,24328.0,36886.0,12558.0,51.62,1011.4,0.101,0.98,44270.0,older,65세 이상 고령층 인구,증가,34080,당진시,global_exact_name
금산군,Geumsan-gun,17.0,2008.0,2024.0,12642.0,18012.0,5370.0,42.48,339.6,0.034,0.976,44710.0,older,65세 이상 고령층 인구,완만한 증가,34310,금산군,global_exact_name
부여군,Buyeo-gun,17.0,2008.0,2024.0,18377.0,24506.0,6129.0,33.35,397.3,0.04,0.983,44760.0,older,65세 이상 고령층 인구,완만한 증가,34330,부여군,global_exact_name
서천군,Seocheon-gun,17.0,2008.0,2024.0,15288.0,20288.0,5000.0,32.71,309.4,0.031,0.994,44770.0,older,65세 이상 고령층 인구,완만한 증가,34340,서천군,global_exact_name
청양군,Cheongyang-gun,17.0,2008.0,2024.0,9043.0,12082.0,3039.0,33.61,188.3,0.019,0.985,44790.0,older,65세 이상 고령층 인구,완만한 증가,34350,청양군,global_exact_name
홍성군,Hongseong-gun,17.0,2008.0,2024.0,17345.0,27077.0,9732.0,56.11,609.5,0.061,0.986,44800.0,older,65세 이상 고령층 인구,완만한 증가,34360,홍성군,global_exact_name
예산군,Yesan-gun,17.0,2008.0,2024.0,18575.0,27566.0,8991.0,48.4,567.1,0.057,0.983,44810.0,older,65세 이상 고령층 인구,완만한 증가,34370,예산군,global_exact_name
태안군,Taean-gun,17.0,2008.0,2024.0,12784.0,22439.0,9655.0,75.52,603.3,0.06,0.991,44825.0,older,65세 이상 고령층 인구,완만한 증가,34380,태안군,global_exact_name
완산구,Wansan-gu,17.0,2008.0,2024.0,31921.0,64237.0,32316.0,101.24,2000.8,0.2,0.991,52111.0,older,65세 이상 고령층 인구,증가,35011,전주시완산구,suffix_name
덕진구,Deokjin-gu,17.0,2008.0,2024.0,25417.0,53258.0,27841.0,109.54,1755.5,0.176,0.987,52113.0,older,65세 이상 고령층 인구,증가,35012,전주시덕진구,suffix_name
군산시,Gunsan-si,17.0,2008.0,2024.0,31425.0,59458.0,28033.0,89.21,1756.3,0.176,0.989,52130.0,older,65세 이상 고령층 인구,증가,35020,군산시,global_exact_name
익산시,Iksan-si,17.0,2008.0,2024.0,37501.0,64800.0,27299.0,72.8,1710.2,0.171,0.989,52140.0,older,65세 이상 고령층 인구,증가,35030,익산시,global_exact_name
정읍시,Jeongeup-si,17.0,2008.0,2024.0,24245.0,32647.0,8402.0,34.65,514.6,0.051,0.995,52180.0,older,65세 이상 고령층 인구,완만한 증가,35040,정읍시,global_exact_name
남원시,Namwon-si,17.0,2008.0,2024.0,17773.0,24831.0,7058.0,39.71,447.2,0.045,0.992,52190.0,older,65세 이상 고령층 인구,완만한 증가,35050,남원시,global_exact_name
김제시,Gimje-si,17.0,2008.0,2024.0,21616.0,28533.0,6917.0,32.0,418.0,0.042,0.991,52210.0,older,65세 이상 고령층 인구,완만한 증가,35060,김제시,global_exact_name
완주군,Wanju-gun,17.0,2008.0,2024.0,14922.0,25240.0,10318.0,69.15,639.2,0.064,0.977,52710.0,older,65세 이상 고령층 인구,완만한 증가,35310,완주군,global_exact_name
진안군,Jinan-gun,17.0,2008.0,2024.0,7292.0,9725.0,2433.0,33.37,144.4,0.014,0.974,52720.0,older,65세 이상 고령층 인구,완만한 증가,35320,진안군,global_exact_name
무주군,Muju-gun,17.0,2008.0,2024.0,6652.0,8755.0,2103.0,31.61,128.6,0.013,0.989,52730.0,older,65세 이상 고령층 인구,완만한 증가,35330,무주군,global_exact_name
장수군,Jangsu-gun,17.0,2008.0,2024.0,6274.0,8243.0,1969.0,31.38,125.1,0.013,0.971,52740.0,older,65세 이상 고령층 인구,완만한 증가,35340,장수군,global_exact_name
임실군,Imsil-gun,17.0,2008.0,2024.0,8752.0,10617.0,1865.0,21.31,114.4,0.011,0.99,52750.0,older,65세 이상 고령층 인구,완만한 증가,35350,임실군,global_exact_name
순창군,Sunchang-gun,17.0,2008.0,2024.0,8473.0,10126.0,1653.0,19.51,90.1,0.009,0.947,52770.0,older,65세 이상 고령층 인구,완만한 증가,35360,순창군,global_exact_name
고창군,Gochang-gun,17.0,2008.0,2024.0,15596.0,20222.0,4626.0,29.66,276.7,0.028,0.99,52790.0,older,65세 이상 고령층 인구,완만한 증가,35370,고창군,global_exact_name
부안군,Buan-gun,17.0,2008.0,2024.0,14372.0,18571.0,4199.0,29.22,255.9,0.026,0.992,52800.0,older,65세 이상 고령층 인구,완만한 증가,35380,부안군,global_exact_name
목포시,Mokpo-si,17.0,2008.0,2024.0,22783.0,44454.0,21671.0,95.12,1314.1,0.131,0.996,46110.0,older,65세 이상 고령층 인구,증가,36010,목포시,global_exact_name
여수시,Yeosu-si,17.0,2008.0,2024.0,34637.0,63857.0,29220.0,84.36,1829.9,0.183,0.99,46130.0,older,65세 이상 고령층 인구,증가,36020,여수시,global_exact_name
순천시,Suncheon-si,17.0,2008.0,2024.0,29878.0,53410.0,23532.0,78.76,1430.5,0.143,0.971,46150.0,older,65세 이상 고령층 인구,증가,36030,순천시,global_exact_name
나주시,Naju-si,17.0,2008.0,2024.0,20714.0,29155.0,8441.0,40.75,533.1,0.053,0.962,46170.0,older,65세 이상 고령층 인구,완만한 증가,36040,나주시,global_exact_name
광양시,Gwangyang-si,17.0,2008.0,2024.0,13033.0,25136.0,12103.0,92.86,730.6,0.073,0.962,46230.0,older,65세 이상 고령층 인구,완만한 증가,36060,광양시,global_exact_name
담양군,Damyang-gun,17.0,2008.0,2024.0,11576.0,15890.0,4314.0,37.27,261.2,0.026,0.988,46710.0,older,65세 이상 고령층 인구,완만한 증가,36310,담양군,global_exact_name
곡성군,Gokseong-gun,17.0,2008.0,2024.0,9127.0,10765.0,1638.0,17.95,93.0,0.009,0.979,46720.0,older,65세 이상 고령층 인구,완만한 증가,36320,곡성군,global_exact_name
구례군,Gurye-gun,17.0,2008.0,2024.0,7271.0,9477.0,2206.0,30.34,134.3,0.013,0.996,46730.0,older,65세 이상 고령층 인구,완만한 증가,36330,구례군,global_exact_name
고흥군,Goheung-gun,17.0,2008.0,2024.0,23458.0,27498.0,4040.0,17.22,253.9,0.025,0.988,46770.0,older,65세 이상 고령층 인구,완만한 증가,36350,고흥군,global_exact_name
보성군,Boseong-gun,17.0,2008.0,2024.0,14298.0,16247.0,1949.0,13.63,118.4,0.012,0.977,46780.0,older,65세 이상 고령층 인구,완만한 증가,36360,보성군,global_exact_name
화순군,Hwasun-gun,17.0,2008.0,2024.0,13691.0,18776.0,5085.0,37.14,295.8,0.03,0.969,46790.0,older,65세 이상 고령층 인구,완만한 증가,36370,화순군,global_exact_name
장흥군,Jangheung-gun,17.0,2008.0,2024.0,11662.0,13479.0,1817.0,15.58,101.7,0.01,0.962,46800.0,older,65세 이상 고령층 인구,완만한 증가,36380,장흥군,global_exact_name
강진군,Gangjin-gun,17.0,2008.0,2024.0,10855.0,12685.0,1830.0,16.86,102.1,0.01,0.979,46810.0,older,65세 이상 고령층 인구,완만한 증가,36390,강진군,global_exact_name
해남군,Haenam-gun,17.0,2008.0,2024.0,19634.0,23771.0,4137.0,21.07,239.1,0.024,0.985,46820.0,older,65세 이상 고령층 인구,완만한 증가,36400,해남군,global_exact_name
영암군,Yeongam-gun,17.0,2008.0,2024.0,12185.0,15642.0,3457.0,28.37,201.0,0.02,0.979,46830.0,older,65세 이상 고령층 인구,완만한 증가,36410,영암군,global_exact_name
무안군,Muan-gun,17.0,2008.0,2024.0,13438.0,19592.0,6154.0,45.8,357.9,0.036,0.986,46840.0,older,65세 이상 고령층 인구,완만한 증가,36420,무안군,global_exact_name
함평군,Hampyeong-gun,17.0,2008.0,2024.0,10569.0,12410.0,1841.0,17.42,104.9,0.01,0.964,46860.0,older,65세 이상 고령층 인구,완만한 증가,36430,함평군,global_exact_name
영광군,Yeonggwang-gun,17.0,2008.0,2024.0,12925.0,16677.0,3752.0,29.03,219.3,0.022,0.986,46870.0,older,65세 이상 고령층 인구,완만한 증가,36440,영광군,global_exact_name
장성군,Jangseong-gun,17.0,2008.0,2024.0,10900.0,14454.0,3554.0,32.61,212.2,0.021,0.994,46880.0,older,65세 이상 고령층 인구,완만한 증가,36450,장성군,global_exact_name
완도군,Wando-gun,17.0,2008.0,2024.0,13806.0,17080.0,3274.0,23.71,192.2,0.019,0.991,46890.0,older,65세 이상 고령층 인구,완만한 증가,36460,완도군,global_exact_name
진도군,Jindo-gun,17.0,2008.0,2024.0,9360.0,10745.0,1385.0,14.8,78.8,0.008,0.958,46900.0,older,65세 이상 고령층 인구,완만한 증가,36470,진도군,global_exact_name
신안군,Sinan-gun,17.0,2008.0,2024.0,12607.0,15292.0,2685.0,21.3,152.1,0.015,0.976,46910.0,older,65세 이상 고령층 인구,완만한 증가,36480,신안군,global_exact_name
남구,Nam-gu,17.0,2008.0,2024.0,21928.0,50657.0,28729.0,131.02,1817.8,0.182,0.972,47111.0,older,65세 이상 고령층 인구,증가,37011,포항시남구,suffix_name
북구,Buk-gu,17.0,2008.0,2024.0,25476.0,59655.0,34179.0,134.16,2135.2,0.214,0.968,47113.0,older,65세 이상 고령층 인구,증가,37012,포항시북구,suffix_name
경주시,Gyeongju-si,17.0,2008.0,2024.0,39288.0,67248.0,27960.0,71.17,1741.4,0.174,0.972,47130.0,older,65세 이상 고령층 인구,증가,37020,경주시,global_exact_name
김천시,Gimcheon-si,17.0,2008.0,2024.0,23778.0,37426.0,13648.0,57.4,847.6,0.085,0.975,47150.0,older,65세 이상 고령층 인구,완만한 증가,37030,김천시,global_exact_name
안동시,Andong-si,17.0,2008.0,2024.0,29309.0,43801.0,14492.0,49.45,912.7,0.091,0.984,47170.0,older,65세 이상 고령층 인구,완만한 증가,37040,안동시,global_exact_name
구미시,Gumi-si,17.0,2008.0,2024.0,23561.0,52744.0,29183.0,123.86,1725.4,0.173,0.942,47190.0,older,65세 이상 고령층 인구,증가,37050,구미시,global_exact_name
영주시,Yeongju-si,17.0,2008.0,2024.0,20381.0,31570.0,11189.0,54.9,708.9,0.071,0.985,47210.0,older,65세 이상 고령층 인구,완만한 증가,37060,영주시,global_exact_name
영천시,Yeongcheon-si,17.0,2008.0,2024.0,21018.0,32977.0,11959.0,56.9,758.0,0.076,0.971,47230.0,older,65세 이상 고령층 인구,완만한 증가,37070,영천시,global_exact_name
상주시,Sangju-si,17.0,2008.0,2024.0,24564.0,33659.0,9095.0,37.03,565.8,0.057,0.979,47250.0,older,65세 이상 고령층 인구,완만한 증가,37080,상주시,global_exact_name
문경시,Mungyeong-si,17.0,2008.0,2024.0,16361.0,24095.0,7734.0,47.27,489.2,0.049,0.984,47280.0,older,65세 이상 고령층 인구,완만한 증가,37090,문경시,global_exact_name
경산시,Gyeongsan-si,17.0,2008.0,2024.0,25892.0,55091.0,29199.0,112.77,1811.1,0.181,0.977,47290.0,older,65세 이상 고령층 인구,증가,37100,경산시,global_exact_name
군위군,Gunwi-gun,15.0,2008.0,2022.0,7735.0,10065.0,2330.0,30.12,162.7,0.016,0.958,47720.0,older,65세 이상 고령층 인구,완만한 증가,37310,군위군,global_exact_name
의성군,Uiseong-gun,17.0,2008.0,2024.0,18380.0,23118.0,4738.0,25.78,300.4,0.03,0.965,47730.0,older,65세 이상 고령층 인구,완만한 증가,37320,의성군,global_exact_name
청송군,Cheongsong-gun,17.0,2008.0,2024.0,7417.0,10367.0,2950.0,39.77,175.8,0.018,0.985,47750.0,older,65세 이상 고령층 인구,완만한 증가,37330,청송군,global_exact_name
영양군,Yeongyang-gun,17.0,2008.0,2024.0,5462.0,6601.0,1139.0,20.85,69.5,0.007,0.978,47760.0,older,65세 이상 고령층 인구,완만한 증가,37340,영양군,global_exact_name
영덕군,Yeongdeok-gun,17.0,2008.0,2024.0,11718.0,14452.0,2734.0,23.33,172.8,0.017,0.994,47770.0,older,65세 이상 고령층 인구,완만한 증가,37350,영덕군,global_exact_name
청도군,Cheongdo-gun,17.0,2008.0,2024.0,12320.0,17964.0,5644.0,45.81,368.0,0.037,0.975,47820.0,older,65세 이상 고령층 인구,완만한 증가,37360,청도군,global_exact_name
고령군,Goryeong-gun,17.0,2008.0,2024.0,7655.0,11392.0,3737.0,48.82,224.1,0.022,0.97,47830.0,older,65세 이상 고령층 인구,완만한 증가,37370,고령군,global_exact_name
성주군,Seongju-gun,17.0,2008.0,2024.0,10491.0,16044.0,5553.0,52.93,352.4,0.035,0.969,47840.0,older,65세 이상 고령층 인구,완만한 증가,37380,성주군,global_exact_name
칠곡군,Chilgok-gun,17.0,2008.0,2024.0,12662.0,21825.0,9163.0,72.37,560.6,0.056,0.96,47850.0,older,65세 이상 고령층 인구,완만한 증가,37390,칠곡군,global_exact_name
예천군,Yecheon-gun,17.0,2008.0,2024.0,13869.0,18265.0,4396.0,31.7,297.5,0.03,0.947,47900.0,older,65세 이상 고령층 인구,완만한 증가,37400,예천군,global_exact_name
봉화군,Bonghwa-gun,17.0,2008.0,2024.0,9560.0,12579.0,3019.0,31.58,186.3,0.019,0.979,47920.0,older,65세 이상 고령층 인구,완만한 증가,37410,봉화군,global_exact_name
울진군,Uljin-gun,17.0,2008.0,2024.0,11876.0,14955.0,3079.0,25.93,182.2,0.018,0.931,47930.0,older,65세 이상 고령층 인구,완만한 증가,37420,울진군,global_exact_name
울릉군,Ulleung-gun,17.0,2008.0,2024.0,1768.0,2742.0,974.0,55.09,54.7,0.005,0.975,47940.0,older,65세 이상 고령층 인구,완만한 증가,37430,울릉군,global_exact_name
진주시,Jinju-si,17.0,2008.0,2024.0,36250.0,70225.0,33975.0,93.72,2107.5,0.211,0.984,48170.0,older,65세 이상 고령층 인구,증가,38030,진주시,global_exact_name
통영시,Tongyeong-si,17.0,2008.0,2024.0,15665.0,30233.0,14568.0,93.0,907.1,0.091,0.979,48220.0,older,65세 이상 고령층 인구,완만한 증가,38050,통영시,global_exact_name
사천시,Sacheon-si,17.0,2008.0,2024.0,16950.0,28071.0,11121.0,65.61,690.4,0.069,0.988,48240.0,older,65세 이상 고령층 인구,완만한 증가,38060,사천시,global_exact_name
김해시,Gimhae-si,17.0,2008.0,2024.0,32630.0,80326.0,47696.0,146.17,2865.4,0.287,0.962,48250.0,older,65세 이상 고령층 인구,증가,38070,김해시,global_exact_name
밀양시,Miryang-si,17.0,2008.0,2024.0,20735.0,35004.0,14269.0,68.82,891.8,0.089,0.972,48270.0,older,65세 이상 고령층 인구,완만한 증가,38080,밀양시,global_exact_name
거제시,Geoje-si,17.0,2008.0,2024.0,15784.0,36274.0,20490.0,129.82,1225.1,0.123,0.926,48310.0,older,65세 이상 고령층 인구,증가,38090,거제시,global_exact_name
양산시,Yangsan-si,17.0,2008.0,2024.0,19969.0,64107.0,44138.0,221.03,2764.3,0.276,0.974,48330.0,older,65세 이상 고령층 인구,증가,38100,양산시,global_exact_name
의창구,Uichang-gu,15.0,2010.0,2024.0,18478.0,38165.0,19687.0,106.54,1397.4,0.14,0.98,48121.0,older,65세 이상 고령층 인구,증가,38111,창원시의창구,suffix_name
성산구,Seongsan-gu,15.0,2010.0,2024.0,10238.0,31858.0,21620.0,211.17,1495.9,0.15,0.87,48123.0,older,65세 이상 고령층 인구,증가,38112,창원시성산구,suffix_name
마산합포구,Masanhappo-gu,15.0,2010.0,2024.0,23694.0,46004.0,22310.0,94.16,1603.1,0.16,0.984,48125.0,older,65세 이상 고령층 인구,증가,38113,창원시마산합포구,suffix_name
마산회원구,Masanhoewon-gu,15.0,2010.0,2024.0,19195.0,41463.0,22268.0,116.01,1586.8,0.159,0.989,48127.0,older,65세 이상 고령층 인구,증가,38114,창원시마산회원구,suffix_name
진해구,Jinhae-gu,15.0,2010.0,2024.0,16591.0,34540.0,17949.0,108.19,1303.4,0.13,0.975,48129.0,older,65세 이상 고령층 인구,증가,38115,창원시진해구,suffix_name
의령군,Uiryeong-gun,17.0,2008.0,2024.0,9141.0,10654.0,1513.0,16.55,90.9,0.009,0.891,48720.0,older,65세 이상 고령층 인구,완만한 증가,38310,의령군,global_exact_name
함안군,Haman-gun,17.0,2008.0,2024.0,11751.0,18566.0,6815.0,58.0,423.6,0.042,0.963,48730.0,older,65세 이상 고령층 인구,완만한 증가,38320,함안군,global_exact_name
창녕군,Changnyeong-gun,17.0,2008.0,2024.0,14653.0,21387.0,6734.0,45.96,411.5,0.041,0.983,48740.0,older,65세 이상 고령층 인구,완만한 증가,38330,창녕군,global_exact_name
고성군,Goseong-gun,17.0,2008.0,2024.0,12727.0,17847.0,5120.0,40.23,321.4,0.032,0.97,48820.0,older,65세 이상 고령층 인구,완만한 증가,38340,고성군,province_exact_name
남해군,Namhae-gun,17.0,2008.0,2024.0,14913.0,17045.0,2132.0,14.3,130.4,0.013,0.967,48840.0,older,65세 이상 고령층 인구,완만한 증가,38350,남해군,global_exact_name
하동군,Hadong-gun,17.0,2008.0,2024.0,13074.0,16817.0,3743.0,28.63,225.9,0.023,0.978,48850.0,older,65세 이상 고령층 인구,완만한 증가,38360,하동군,global_exact_name
산청군,Sancheong-gun,17.0,2008.0,2024.0,10084.0,14142.0,4058.0,40.24,252.4,0.025,0.983,48860.0,older,65세 이상 고령층 인구,완만한 증가,38370,산청군,global_exact_name
함양군,Hamyang-gun,17.0,2008.0,2024.0,10973.0,14215.0,3242.0,29.55,201.3,0.02,0.985,48870.0,older,65세 이상 고령층 인구,완만한 증가,38380,함양군,global_exact_name
거창군,Geochang-gun,17.0,2008.0,2024.0,13697.0,19182.0,5485.0,40.05,328.2,0.033,0.971,48880.0,older,65세 이상 고령층 인구,완만한 증가,38390,거창군,global_exact_name
합천군,Hapcheon-gun,17.0,2008.0,2024.0,15783.0,18205.0,2422.0,15.35,146.2,0.015,0.985,48890.0,older,65세 이상 고령층 인구,완만한 증가,38400,합천군,global_exact_name
제주시,Jeju-si,17.0,2008.0,2024.0,41950.0,85251.0,43301.0,103.22,2641.6,0.264,0.986,50110.0,older,65세 이상 고령층 인구,증가,39010,제주시,global_exact_name
서귀포시,Seogwipo-si,17.0,2008.0,2024.0,22241.0,41734.0,19493.0,87.64,1205.4,0.121,0.988,50130.0,older,65세 이상 고령층 인구,증가,39020,서귀포시,global_exact_name
