C1_NM,C1_NM_ENG,n_years,start_year,end_year,start_population,end_population,absolute_change,change_pct,slope_people_per_year,slope_per_10k_people,r2,C1,age_group,age_group_label,trend_class
사하구,Saha-gu,17,2008,2024,365368,292491,-72877,-19.95,-4628.2,-0.463,0.982,26380,total,전체 인구,감소
계양구,Gyeyang-gu,17,2008,2024,342299,280227,-62072,-18.13,-4673.5,-0.467,0.91,28245,total,전체 인구,감소
양천구,Yangcheon-gu,17,2008,2024,502343,430976,-71367,-14.21,-4840.5,-0.484,0.97,11470,total,전체 인구,감소
서구,Seo-gu,17,2008,2024,228720,163135,-65585,-28.67,-4943.3,-0.494,0.962,27170,total,전체 인구,감소
달서구,Dalseo-gu,17,2008,2024,594616,522021,-72595,-12.21,-5411.1,-0.541,0.812,27290,total,전체 인구,급격한 감소
안양시,Anyang-si,17,2008,2024,620279,556492,-63787,-10.28,-5447.9,-0.545,0.922,41170,total,전체 인구,급격한 감소
부평구,Bupyeong-gu,17,2008,2024,569246,493200,-76046,-13.36,-5909.6,-0.591,0.888,28237,total,전체 인구,급격한 감소
안산시,Ansan-si,17,2008,2024,708257,620579,-87678,-12.38,-6205.0,-0.62,0.889,41270,total,전체 인구,급격한 감소
부천시,Bucheon-si,17,2008,2024,867678,769918,-97760,-11.27,-6333.3,-0.633,0.875,41190,total,전체 인구,급격한 감소
창원시(통합),Changwon-si,15,2010,2024,1090181,999858,-90323,-8.29,-6640.9,-0.664,0.974,48120,total,전체 인구,급격한 감소
노원구,Nowon-gu,17,2008,2024,615981,491247,-124734,-20.25,-8484.4,-0.848,0.984,11350,total,전체 인구,급격한 감소
흥덕구,Heungdeok-gu,17,2008,2024,392319,285838,-106481,-27.14,-11026.8,-1.103,0.551,43113,total,전체 인구,급격한 감소
