C1_NM,C1_NM_ENG,n_years,start_year,end_year,start_population,end_population,absolute_change,change_pct,slope_people_per_year,slope_per_10k_people,r2,C1,age_group,age_group_label,trend_class
화성시,Hwaseong-si,17,2008,2024,312330,709455,397125,127.15,26881.2,2.688,0.958,41590,working_age,15-64세 생산연령인구,급격한 증가
세종특별자치시,sejong-si,13,2012,2024,77400,275519,198119,255.97,18290.2,1.829,0.941,36110,working_age,15-64세 생산연령인구,급격한 증가
김포시,Gimpo-si,17,2008,2024,156337,338082,181745,116.25,13212.9,1.321,0.969,41570,working_age,15-64세 생산연령인구,급격한 증가
용인시,Yongin-si,17,2008,2024,571786,772811,201025,35.16,13002.0,1.3,0.945,41460,working_age,15-64세 생산연령인구,급격한 증가
청주시,Cheongju-si,17,2008,2024,464166,608238,144072,31.04,10717.9,1.072,0.704,43110,working_age,15-64세 생산연령인구,급격한 증가
서구,Seo-gu,17,2008,2024,287722,461831,174109,60.51,10282.8,1.028,0.952,28260,working_age,15-64세 생산연령인구,급격한 증가
평택시,Pyeongtaek-si,17,2008,2024,287144,438726,151582,52.79,10070.3,1.007,0.973,41220,working_age,15-64세 생산연령인구,급격한 증가
하남시,Hanam-si,17,2008,2024,107950,231595,123645,114.54,9829.9,0.983,0.9,41450,working_age,15-64세 생산연령인구,급격한 증가
남양주시,Namyangju-si,17,2008,2024,358802,512555,153753,42.85,9802.8,0.98,0.917,41360,working_age,15-64세 생산연령인구,급격한 증가
파주시,Paju-si,17,2008,2024,216948,360398,143450,66.12,8331.8,0.833,0.958,41480,working_age,15-64세 생산연령인구,급격한 증가
광주시,Gwangju-si,17,2008,2024,169918,280829,110911,65.27,7977.0,0.798,0.95,41610,working_age,15-64세 생산연령인구,급격한 증가
시흥시,Siheung-si,17,2008,2024,284340,385124,100784,35.44,7467.5,0.747,0.892,41390,working_age,15-64세 생산연령인구,급격한 증가
고양시,Goyang-si,17,2008,2024,676399,771191,94792,14.01,7410.7,0.741,0.785,41280,working_age,15-64세 생산연령인구,급격한 증가
천안시,Cheonan-si,17,2008,2024,385610,486444,100834,26.15,6823.8,0.682,0.904,44130,working_age,15-64세 생산연령인구,급격한 증가
수원시,Suwon-si,17,2008,2024,790991,892111,101120,12.78,6791.1,0.679,0.633,41110,working_age,15-64세 생산연령인구,급격한 증가
영통구,Yeongtong-gu,17,2008,2024,190049,277324,87275,45.92,6616.4,0.662,0.864,41117,working_age,15-64세 생산연령인구,급격한 증가
서북구,Sebuk-gu,17,2008,2024,216003,299982,83979,38.88,6264.0,0.626,0.94,44133,working_age,15-64세 생산연령인구,급격한 증가
연수구,Yeonsu-gu,17,2008,2024,200752,290894,90142,44.9,6248.8,0.625,0.972,28185,working_age,15-64세 생산연령인구,급격한 증가
기흥구,Giheung-gu,17,2008,2024,219280,311942,92662,42.26,5607.0,0.561,0.882,41463,working_age,15-64세 생산연령인구,급격한 증가
유성구,Yuseong-gu,17,2008,2024,184576,273452,88876,48.15,5352.7,0.535,0.876,30200,working_age,15-64세 생산연령인구,급격한 증가
덕양구,Deogyang-gu,17,2008,2024,279265,350647,71382,25.56,5342.6,0.534,0.951,41281,working_age,15-64세 생산연령인구,급격한 증가
양산시,Yangsan-si,17,2008,2024,173859,249057,75198,43.25,5329.2,0.533,0.879,48330,working_age,15-64세 생산연령인구,급격한 증가
달성군,Dalseong-gun,17,2008,2024,121466,177163,55697,45.85,4697.5,0.47,0.863,27710,working_age,15-64세 생산연령인구,증가
제주시,Jeju-si,17,2008,2024,282509,340150,57641,20.4,4508.0,0.451,0.85,50110,working_age,15-64세 생산연령인구,증가
아산시,Asan-si,17,2008,2024,168272,251186,82914,49.27,4430.8,0.443,0.971,44200,working_age,15-64세 생산연령인구,증가
강서구,Gangseo-gu,17,2008,2024,38964,95363,56399,144.75,4251.0,0.425,0.94,26440,working_age,15-64세 생산연령인구,증가
수지구,Suji-gu,17,2008,2024,206838,265698,58860,28.46,4088.8,0.409,0.933,41465,working_age,15-64세 생산연령인구,증가
광산구,Gwangsan-gu,17,2008,2024,219478,291757,72279,32.93,4023.9,0.402,0.699,29200,working_age,15-64세 생산연령인구,증가
기장군,Gijang-gun,17,2008,2024,57885,116502,58617,101.26,3905.6,0.391,0.88,26710,working_age,15-64세 생산연령인구,증가
오산시,Osan-si,17,2008,2024,108016,180250,72234,66.87,3762.6,0.376,0.893,41370,working_age,15-64세 생산연령인구,증가
양주시,Yangju-si,17,2008,2024,127317,200692,73375,57.63,3501.0,0.35,0.86,41630,working_age,15-64세 생산연령인구,증가
중구,Jung-gu,17,2008,2024,64723,119939,55216,85.31,3445.6,0.345,0.965,28110,working_age,15-64세 생산연령인구,증가
처인구,Cheoin-gu,17,2008,2024,145668,195171,49503,33.98,3306.2,0.331,0.961,41461,working_age,15-64세 생산연령인구,증가
권선구,Gwonseon-gu,17,2008,2024,230029,269186,39157,17.02,3103.9,0.31,0.692,41113,working_age,15-64세 생산연령인구,증가
북구,Buk-gu,17,2008,2024,118723,158662,39939,33.64,2683.3,0.268,0.906,31200,working_age,15-64세 생산연령인구,증가
김해시,Gimhae-si,17,2008,2024,338825,384902,46077,13.6,2666.0,0.267,0.571,48250,working_age,15-64세 생산연령인구,증가
원주시,Wonju-si,17,2008,2024,214453,251437,36984,17.25,2520.1,0.252,0.881,51130,working_age,15-64세 생산연령인구,증가
덕진구,Deokjin-gu,17,2008,2024,199126,219782,20656,10.37,1730.6,0.173,0.818,52113,working_age,15-64세 생산연령인구,증가
일산동구,Ilsandong-gu,17,2008,2024,191967,215283,23316,12.15,1593.1,0.159,0.531,41285,working_age,15-64세 생산연령인구,증가
서귀포시,Seogwipo-si,17,2008,2024,104087,119134,15047,14.46,1500.1,0.15,0.783,50130,working_age,15-64세 생산연령인구,증가
의정부시,Uijeongbu-si,17,2008,2024,312602,326033,13431,4.3,1410.6,0.141,0.794,41150,working_age,15-64세 생산연령인구,증가
나주시,Naju-si,17,2008,2024,59815,73269,13454,22.49,1408.5,0.141,0.803,46170,working_age,15-64세 생산연령인구,증가
진천군,Jincheon-gun,17,2008,2024,40939,58983,18044,44.08,1384.3,0.138,0.953,43750,working_age,15-64세 생산연령인구,증가
이천시,Icheon-si,17,2008,2024,138646,157850,19204,13.85,1337.7,0.134,0.932,41500,working_age,15-64세 생산연령인구,증가
울주군,Ulju-gun,17,2008,2024,134555,152772,18217,13.54,1196.9,0.12,0.5,31710,working_age,15-64세 생산연령인구,증가
경산시,Gyeongsan-si,17,2008,2024,169312,184224,14912,8.81,1098.5,0.11,0.669,47290,working_age,15-64세 생산연령인구,증가
양평군,Yangpyeong-gun,17,2008,2024,61381,76417,15036,24.5,941.2,0.094,0.84,41830,working_age,15-64세 생산연령인구,완만한 증가
무안군,Muan-gun,17,2008,2024,43228,60297,17069,39.49,887.3,0.089,0.904,46840,working_age,15-64세 생산연령인구,완만한 증가
서산시,Seosan-si,17,2008,2024,105523,115624,10101,9.57,765.4,0.077,0.736,44210,working_age,15-64세 생산연령인구,완만한 증가
남동구,Namdong-gu,17,2008,2024,337141,345543,8402,2.49,711.9,0.071,0.028,28200,working_age,15-64세 생산연령인구,완만한 증가
안성시,Anseong-si,17,2008,2024,118445,133546,15101,12.75,694.2,0.069,0.748,41550,working_age,15-64세 생산연령인구,완만한 증가
춘천시,Chuncheon-si,17,2008,2024,183935,193624,9689,5.27,592.7,0.059,0.399,51110,working_age,15-64세 생산연령인구,완만한 증가
광양시,Gwangyang-si,17,2008,2024,97578,110329,12751,13.07,583.1,0.058,0.344,46230,working_age,15-64세 생산연령인구,완만한 증가
의왕시,Uiwang-si,17,2008,2024,99299,109246,9947,10.02,569.1,0.057,0.221,41430,working_age,15-64세 생산연령인구,완만한 증가
동남구,Dongnam-gu,17,2008,2024,169607,186462,16855,9.94,559.8,0.056,0.199,44131,working_age,15-64세 생산연령인구,완만한 증가
진해구,Jinhae-gu,15,2010,2024,124918,129883,4965,3.97,519.1,0.052,0.441,48129,working_age,15-64세 생산연령인구,완만한 증가
구미시,Gumi-si,17,2008,2024,286341,298904,12563,4.39,495.5,0.05,0.058,47190,working_age,15-64세 생산연령인구,완만한 증가
일산서구,Ilsanseo-gu,17,2008,2024,205167,205261,94,0.05,475.0,0.047,0.09,41287,working_age,15-64세 생산연령인구,완만한 증가
청원구,Cheongwon-gu,11,2014,2024,126314,133740,7426,5.88,448.9,0.045,0.105,43114,working_age,15-64세 생산연령인구,완만한 증가
거제시,Geoje-si,17,2008,2024,154671,164533,9862,6.38,434.2,0.043,0.048,48310,working_age,15-64세 생산연령인구,완만한 증가
완주군,Wanju-gun,17,2008,2024,55427,63518,8091,14.6,417.2,0.042,0.485,52710,working_age,15-64세 생산연령인구,완만한 증가
홍성군,Hongseong-gun,17,2008,2024,57831,61362,3531,6.11,369.0,0.037,0.379,44800,working_age,15-64세 생산연령인구,완만한 증가
당진시,Dangjin-si,13,2012,2024,105879,113755,7876,7.44,347.8,0.035,0.363,44270,working_age,15-64세 생산연령인구,완만한 증가
순천시,Suncheon-si,17,2008,2024,185832,189779,3947,2.12,322.6,0.032,0.127,46150,working_age,15-64세 생산연령인구,완만한 증가
