topo_code,topo_name,C1,C1_NM,kosis_prefix,sido,sigungu,living_population,registered_population,stay_population,foreign_population,region,living_registered_ratio,stay_share_pct,foreign_share_pct,living_population_10k,registered_population_10k,stay_population_10k,foreign_population_10k,has_living_population
37360,청도군,47820,청도군,47,경상북도,청도군,351595.3333333333,40243.666666666664,310458.0,893.6666666666666,경상북도 청도군,8.736662497618672,88.29980678545222,0.25417478047679815,35.15953333333333,4.024366666666666,31.0458,0.08936666666666666,True
37370,고령군,47830,고령군,47,경상북도,고령군,154656.0,29741.333333333332,122726.0,2188.6666666666665,경상북도 고령군,5.200035864789743,79.354179598593,1.4151838057797088,15.4656,2.974133333333333,12.2726,0.21886666666666665,True
37380,성주군,47840,성주군,47,경상북도,성주군,236245.33333333334,40936.0,192309.0,3000.3333333333335,경상북도 성주군,5.77108983128135,81.40224286617301,1.270007449882608,23.624533333333336,4.0936,19.2309,0.3000333333333334,True
37390,칠곡군,47850,칠곡군,47,,,,,,,,,,,,,,,False
37400,예천군,47900,예천군,47,,,,,,,,,,,,,,,False
37410,봉화군,47920,봉화군,47,경상북도,봉화군,140649.33333333334,28381.666666666668,111107.33333333333,1160.3333333333333,경상북도 봉화군,4.955640378178401,78.99599002720713,0.8249831732820156,14.064933333333334,2.838166666666667,11.110733333333332,0.11603333333333332,True
37420,울진군,47930,울진군,47,경상북도,울진군,300755.3333333333,45933.0,253661.0,1161.3333333333333,경상북도 울진군,6.547696282266199,84.3413139805778,0.3861388991716412,30.075533333333333,4.5933,25.3661,0.11613333333333332,True
37430,울릉군,47940,울릉군,47,경상북도,울릉군,54952.666666666664,8867.333333333334,45926.333333333336,159.0,경상북도 울릉군,6.197203217803172,83.5743488335416,0.28933991677686255,5.495266666666667,0.8867333333333334,4.592633333333334,0.0159,True
38030,진주시,48170,진주시,48,,,,,,,,,,,,,,,False
38050,통영시,48220,통영시,48,,,,,,,,,,,,,,,False
38060,사천시,48240,사천시,48,,,,,,,,,,,,,,,False
38070,김해시,48250,김해시,48,,,,,,,,,,,,,,,False
38080,밀양시,48270,밀양시,48,경상남도,밀양시,520750.0,99631.0,416303.0,4816.0,경상남도 밀양시,5.226786843452339,79.94296687469995,0.9248199711953913,52.075,9.9631,41.6303,0.4816,True
38090,거제시,48310,거제시,48,,,,,,,,,,,,,,,False
38100,양산시,48330,양산시,48,,,,,,,,,,,,,,,False
38111,창원시의창구,48121,의창구,48,,,,,,,,,,,,,,,False
38112,창원시성산구,48123,성산구,48,,,,,,,,,,,,,,,False
38113,창원시마산합포구,48125,마산합포구,48,,,,,,,,,,,,,,,False
38114,창원시마산회원구,48127,마산회원구,48,,,,,,,,,,,,,,,False
38115,창원시진해구,48129,진해구,48,,,,,,,,,,,,,,,False
38310,의령군,48720,의령군,48,경상남도,의령군,125493.33333333333,24742.0,99895.33333333333,856.0,경상남도 의령군,5.072077169724894,79.60210369740757,0.6821079473013175,12.549333333333333,2.4742,9.989533333333332,0.0856,True
38320,함안군,48730,함안군,48,경상남도,함안군,267833.6666666667,57857.0,205274.33333333334,4702.333333333333,경상남도 함안군,4.629235298523371,76.64246839767468,1.755691654397443,26.78336666666667,5.7857,20.527433333333335,0.4702333333333333,True
38330,창녕군,48740,창녕군,48,경상남도,창녕군,243896.66666666666,55088.0,185107.0,3701.6666666666665,경상남도 창녕군,4.4274010068738505,75.89566619743334,1.5177192526889804,24.389666666666667,5.5088,18.5107,0.37016666666666664,True
38340,고성군,48820,고성군,48,경상남도,고성군,245975.66666666666,47312.333333333336,196969.33333333334,1694.0,경상남도 고성군,5.198975601851525,80.07675555983181,0.6886860082365871,24.597566666666665,4.731233333333334,19.696933333333334,0.1694,True
38350,남해군,48840,남해군,48,경상남도,남해군,316577.3333333333,39310.0,276486.6666666667,780.6666666666666,경상남도 남해군,8.053353684389045,87.3362169538354,0.24659588178559846,31.657733333333333,3.931,27.648666666666667,0.07806666666666666,True
38360,하동군,48850,하동군,48,경상남도,하동군,215161.66666666666,40230.666666666664,174008.66666666666,922.3333333333334,경상남도 하동군,5.348200377821231,80.87345174558665,0.4286699148702139,21.516166666666667,4.023066666666667,17.400866666666666,0.09223333333333333,True
38370,산청군,48860,산청군,48,경상남도,산청군,272317.6666666667,32977.666666666664,238357.33333333334,982.6666666666666,경상남도 산청군,8.257639008217684,87.52914794363934,0.36085307233096636,27.23176666666667,3.2977666666666665,23.835733333333334,0.09826666666666667,True
38380,함양군,48870,함양군,48,경상남도,함양군,219691.0,35616.333333333336,183275.33333333334,799.3333333333334,경상남도 함양군,6.168265496167488,83.42414269739467,0.3638443692883793,21.9691,3.5616333333333334,18.327533333333335,0.07993333333333334,True
38390,거창군,48880,거창군,48,경상남도,거창군,258601.33333333334,59208.333333333336,198292.66666666666,1100.3333333333333,경상남도 거창군,4.367650950035187,76.67890343437259,0.42549406808936274,25.860133333333334,5.920833333333333,19.829266666666665,0.11003333333333333,True
38400,합천군,48890,합천군,48,경상남도,합천군,220906.0,39466.333333333336,180408.33333333334,1031.3333333333333,경상남도 합천군,5.597327680132433,81.66746640350799,0.4668652428333016,22.0906,3.9466333333333337,18.040833333333335,0.10313333333333333,True
39010,제주시,50110,제주시,50,,,,,,,,,,,,,,,False
39020,서귀포시,50130,서귀포시,50,,,,,,,,,,,,,,,False
