C1,region,year,age_band,net_migration
50,제주특별자치도,2014,65세 이상,450
50,제주특별자치도,2015,0-14세,2413
50,제주특별자치도,2015,15-19세,275
50,제주특별자치도,2015,20-24세,-157
50,제주특별자치도,2015,25-29세,552
50,제주특별자치도,2015,30-34세,1719
50,제주특별자치도,2015,35-44세,3941
50,제주특별자치도,2015,45-64세,4794
50,제주특별자치도,2015,65세 이상,720
50,제주특별자치도,2016,0-14세,2505
50,제주특별자치도,2016,15-19세,92
50,제주특별자치도,2016,20-24세,63
50,제주특별자치도,2016,25-29세,597
50,제주특별자치도,2016,30-34세,1821
50,제주특별자치도,2016,35-44세,4000
50,제주특별자치도,2016,45-64세,4856
50,제주특별자치도,2016,65세 이상,698
50,제주특별자치도,2017,0-14세,2513
50,제주특별자치도,2017,15-19세,55
50,제주특별자치도,2017,20-24세,224
50,제주특별자치도,2017,25-29세,754
50,제주특별자치도,2017,30-34세,1627
50,제주특별자치도,2017,35-44세,3865
50,제주특별자치도,2017,45-64세,4453
50,제주특별자치도,2017,65세 이상,514
50,제주특별자치도,2018,0-14세,1786
50,제주특별자치도,2018,15-19세,59
50,제주특별자치도,2018,20-24세,-185
50,제주특별자치도,2018,25-29세,330
50,제주특별자치도,2018,30-34세,1163
50,제주특별자치도,2018,35-44세,2793
50,제주특별자치도,2018,45-64세,2654
50,제주특별자치도,2018,65세 이상,253
50,제주특별자치도,2019,0-14세,815
50,제주특별자치도,2019,15-19세,-226
50,제주특별자치도,2019,20-24세,-866
50,제주특별자치도,2019,25-29세,-163
50,제주특별자치도,2019,30-34세,521
50,제주특별자치도,2019,35-44세,1455
50,제주특별자치도,2019,45-64세,1308
50,제주특별자치도,2019,65세 이상,92
50,제주특별자치도,2020,0-14세,1369
50,제주특별자치도,2020,15-19세,-87
50,제주특별자치도,2020,20-24세,-942
50,제주특별자치도,2020,25-29세,-236
50,제주특별자치도,2020,30-34세,620
50,제주특별자치도,2020,35-44세,1553
50,제주특별자치도,2020,45-64세,993
50,제주특별자치도,2020,65세 이상,108
50,제주특별자치도,2021,0-14세,1545
50,제주특별자치도,2021,15-19세,-363
50,제주특별자치도,2021,20-24세,-1371
50,제주특별자치도,2021,25-29세,-100
50,제주특별자치도,2021,30-34세,676
50,제주특별자치도,2021,35-44세,1945
50,제주특별자치도,2021,45-64세,1389
50,제주특별자치도,2021,65세 이상,196
50,제주특별자치도,2022,0-14세,852
50,제주특별자치도,2022,15-19세,-509
50,제주특별자치도,2022,20-24세,-1209
50,제주특별자치도,2022,25-29세,-301
50,제주특별자치도,2022,30-34세,455
50,제주특별자치도,2022,35-44세,1828
50,제주특별자치도,2022,45-64세,1882
50,제주특별자치도,2022,65세 이상,150
50,제주특별자치도,2023,0-14세,46
50,제주특별자치도,2023,15-19세,-527
50,제주특별자치도,2023,20-24세,-1397
50,제주특별자치도,2023,25-29세,-605
50,제주특별자치도,2023,30-34세,33
50,제주특별자치도,2023,35-44세,306
50,제주특별자치도,2023,45-64세,582
50,제주특별자치도,2023,65세 이상,-125
50,제주특별자치도,2024,0-14세,-200
50,제주특별자치도,2024,15-19세,-591
50,제주특별자치도,2024,20-24세,-1500
50,제주특별자치도,2024,25-29세,-666
50,제주특별자치도,2024,30-34세,-125
50,제주특별자치도,2024,35-44세,76
50,제주특별자치도,2024,45-64세,-119
50,제주특별자치도,2024,65세 이상,-236
50,제주특별자치도,2025,0-14세,-214
50,제주특별자치도,2025,15-19세,-830
50,제주특별자치도,2025,20-24세,-1590
50,제주특별자치도,2025,25-29세,-608
50,제주특별자치도,2025,30-34세,-167
50,제주특별자치도,2025,35-44세,-56
50,제주특별자치도,2025,45-64세,-478
50,제주특별자치도,2025,65세 이상,-330
51,강원특별자치도,2000,0-14세,-1076
51,강원특별자치도,2000,15-19세,-1040
51,강원특별자치도,2000,20-24세,-4822
51,강원특별자치도,2000,25-29세,-4688
51,강원특별자치도,2000,30-34세,-585
51,강원특별자치도,2000,35-44세,123
51,강원특별자치도,2000,45-64세,1114
51,강원특별자치도,2000,65세 이상,-160
51,강원특별자치도,2001,0-14세,500
51,강원특별자치도,2001,15-19세,-1121
51,강원특별자치도,2001,20-24세,-4923
51,강원특별자치도,2001,25-29세,-3873
51,강원특별자치도,2001,30-34세,-126
51,강원특별자치도,2001,35-44세,174
51,강원특별자치도,2001,45-64세,1070
51,강원특별자치도,2001,65세 이상,186
51,강원특별자치도,2002,0-14세,-2359
51,강원특별자치도,2002,15-19세,-1865
51,강원특별자치도,2002,20-24세,-6144
51,강원특별자치도,2002,25-29세,-4317
51,강원특별자치도,2002,30-34세,-1288
51,강원특별자치도,2002,35-44세,-1110
51,강원특별자치도,2002,45-64세,125
51,강원특별자치도,2002,65세 이상,-223
51,강원특별자치도,2003,0-14세,-2192
51,강원특별자치도,2003,15-19세,-1244
51,강원특별자치도,2003,20-24세,-3297
51,강원특별자치도,2003,25-29세,-3784
51,강원특별자치도,2003,30-34세,-899
51,강원특별자치도,2003,35-44세,-1181
51,강원특별자치도,2003,45-64세,133
51,강원특별자치도,2003,65세 이상,-599
51,강원특별자치도,2004,0-14세,-1074
51,강원특별자치도,2004,15-19세,-1031
51,강원특별자치도,2004,20-24세,-3361
51,강원특별자치도,2004,25-29세,-2957
51,강원특별자치도,2004,30-34세,-265
51,강원특별자치도,2004,35-44세,-243
51,강원특별자치도,2004,45-64세,1095
51,강원특별자치도,2004,65세 이상,-506
51,강원특별자치도,2005,0-14세,-1468
51,강원특별자치도,2005,15-19세,-1071
51,강원특별자치도,2005,20-24세,-3942
51,강원특별자치도,2005,25-29세,-3713
51,강원특별자치도,2005,30-34세,-734
51,강원특별자치도,2005,35-44세,-901
51,강원특별자치도,2005,45-64세,779
51,강원특별자치도,2005,65세 이상,-423
51,강원특별자치도,2006,0-14세,-1084
51,강원특별자치도,2006,15-19세,-760
51,강원특별자치도,2006,20-24세,-3792
51,강원특별자치도,2006,25-29세,-3712
51,강원특별자치도,2006,30-34세,-970
51,강원특별자치도,2006,35-44세,-104
51,강원특별자치도,2006,45-64세,1039
51,강원특별자치도,2006,65세 이상,-177
51,강원특별자치도,2007,0-14세,-554
51,강원특별자치도,2007,15-19세,-644
51,강원특별자치도,2007,20-24세,-2936
51,강원특별자치도,2007,25-29세,-3629
51,강원특별자치도,2007,30-34세,-455
51,강원특별자치도,2007,35-44세,297
51,강원특별자치도,2007,45-64세,1812
51,강원특별자치도,2007,65세 이상,-37
51,강원특별자치도,2008,0-14세,211
51,강원특별자치도,2008,15-19세,86
51,강원특별자치도,2008,20-24세,-871
51,강원특별자치도,2008,25-29세,-2603
51,강원특별자치도,2008,30-34세,-28
51,강원특별자치도,2008,35-44세,881
51,강원특별자치도,2008,45-64세,3122
51,강원특별자치도,2008,65세 이상,512
51,강원특별자치도,2009,0-14세,728
51,강원특별자치도,2009,15-19세,347
51,강원특별자치도,2009,20-24세,-2018
51,강원특별자치도,2009,25-29세,-2356
51,강원특별자치도,2009,30-34세,490
51,강원특별자치도,2009,35-44세,1313
51,강원특별자치도,2009,45-64세,3013
51,강원특별자치도,2009,65세 이상,301
51,강원특별자치도,2010,0-14세,224
51,강원특별자치도,2010,15-19세,148
51,강원특별자치도,2010,20-24세,-1060
51,강원특별자치도,2010,25-29세,-2894
51,강원특별자치도,2010,30-34세,-192
51,강원특별자치도,2010,35-44세,1038
51,강원특별자치도,2010,45-64세,2767
51,강원특별자치도,2010,65세 이상,524
51,강원특별자치도,2011,0-14세,248
51,강원특별자치도,2011,15-19세,1682
51,강원특별자치도,2011,20-24세,-289
51,강원특별자치도,2011,25-29세,-2532
51,강원특별자치도,2011,30-34세,1
51,강원특별자치도,2011,35-44세,1294
51,강원특별자치도,2011,45-64세,3738
51,강원특별자치도,2011,65세 이상,511
51,강원특별자치도,2012,0-14세,208
51,강원특별자치도,2012,15-19세,904
51,강원특별자치도,2012,20-24세,-1549
51,강원특별자치도,2012,25-29세,-3113
51,강원특별자치도,2012,30-34세,-300
51,강원특별자치도,2012,35-44세,818
51,강원특별자치도,2012,45-64세,2960
51,강원특별자치도,2012,65세 이상,784
51,강원특별자치도,2013,0-14세,240
51,강원특별자치도,2013,15-19세,1109
51,강원특별자치도,2013,20-24세,-1072
51,강원특별자치도,2013,25-29세,-2398
51,강원특별자치도,2013,30-34세,-75
51,강원특별자치도,2013,35-44세,785
51,강원특별자치도,2013,45-64세,3561
51,강원특별자치도,2013,65세 이상,836
51,강원특별자치도,2014,0-14세,495
51,강원특별자치도,2014,15-19세,930
51,강원특별자치도,2014,20-24세,-1547
51,강원특별자치도,2014,25-29세,-2539
51,강원특별자치도,2014,30-34세,-205
51,강원특별자치도,2014,35-44세,867
51,강원특별자치도,2014,45-64세,3398
51,강원특별자치도,2014,65세 이상,686
51,강원특별자치도,2015,0-14세,594
51,강원특별자치도,2015,15-19세,410
51,강원특별자치도,2015,20-24세,-419
51,강원특별자치도,2015,25-29세,-2012
51,강원특별자치도,2015,30-34세,185
51,강원특별자치도,2015,35-44세,1258
51,강원특별자치도,2015,45-64세,4024
51,강원특별자치도,2015,65세 이상,733
51,강원특별자치도,2016,0-14세,479
51,강원특별자치도,2016,15-19세,238
51,강원특별자치도,2016,20-24세,-2741
51,강원특별자치도,2016,25-29세,-2683
51,강원특별자치도,2016,30-34세,193
51,강원특별자치도,2016,35-44세,1030
51,강원특별자치도,2016,45-64세,4788
51,강원특별자치도,2016,65세 이상,588
51,강원특별자치도,2017,0-14세,-18
51,강원특별자치도,2017,15-19세,132
51,강원특별자치도,2017,20-24세,-1849
51,강원특별자치도,2017,25-29세,-2599
51,강원특별자치도,2017,30-34세,-89
51,강원특별자치도,2017,35-44세,700
51,강원특별자치도,2017,45-64세,4811
51,강원특별자치도,2017,65세 이상,947
51,강원특별자치도,2018,0-14세,3
51,강원특별자치도,2018,15-19세,-8
51,강원특별자치도,2018,20-24세,-3381
51,강원특별자치도,2018,25-29세,-3859
51,강원특별자치도,2018,30-34세,-737
51,강원특별자치도,2018,35-44세,296
51,강원특별자치도,2018,45-64세,3329
51,강원특별자치도,2018,65세 이상,503
51,강원특별자치도,2019,0-14세,775
51,강원특별자치도,2019,15-19세,171
51,강원특별자치도,2019,20-24세,-2805
51,강원특별자치도,2019,25-29세,-2846
51,강원특별자치도,2019,30-34세,76
51,강원특별자치도,2019,35-44세,1158
51,강원특별자치도,2019,45-64세,4444
51,강원특별자치도,2019,65세 이상,688
51,강원특별자치도,2020,0-14세,1222
51,강원특별자치도,2020,15-19세,-272
51,강원특별자치도,2020,20-24세,-3006
51,강원특별자치도,2020,25-29세,-1823
51,강원특별자치도,2020,30-34세,383
51,강원특별자치도,2020,35-44세,1538
51,강원특별자치도,2020,45-64세,5807
51,강원특별자치도,2020,65세 이상,1608
51,강원특별자치도,2021,0-14세,942
51,강원특별자치도,2021,15-19세,-12
51,강원특별자치도,2021,20-24세,-2939
51,강원특별자치도,2021,25-29세,-1635
51,강원특별자치도,2021,30-34세,261
51,강원특별자치도,2021,35-44세,1894
51,강원특별자치도,2021,45-64세,6529
51,강원특별자치도,2021,65세 이상,1641
51,강원특별자치도,2022,0-14세,767
51,강원특별자치도,2022,15-19세,-98
51,강원특별자치도,2022,20-24세,-2125
51,강원특별자치도,2022,25-29세,-547
51,강원특별자치도,2022,30-34세,561
51,강원특별자치도,2022,35-44세,1581
51,강원특별자치도,2022,45-64세,5683
51,강원특별자치도,2022,65세 이상,1672
51,강원특별자치도,2023,0-14세,-661
51,강원특별자치도,2023,15-19세,-401
51,강원특별자치도,2023,20-24세,-2102
51,강원특별자치도,2023,25-29세,-1446
51,강원특별자치도,2023,30-34세,-153
51,강원특별자치도,2023,35-44세,41
51,강원특별자치도,2023,45-64세,3050
51,강원특별자치도,2023,65세 이상,275
51,강원특별자치도,2024,0-14세,-565
51,강원특별자치도,2024,15-19세,-145
51,강원특별자치도,2024,20-24세,-2169
51,강원특별자치도,2024,25-29세,-1824
51,강원특별자치도,2024,30-34세,-707
51,강원특별자치도,2024,35-44세,-56
51,강원특별자치도,2024,45-64세,2436
51,강원특별자치도,2024,65세 이상,503
51,강원특별자치도,2025,0-14세,-644
51,강원특별자치도,2025,15-19세,-100
51,강원특별자치도,2025,20-24세,-2293
51,강원특별자치도,2025,25-29세,-1472
51,강원특별자치도,2025,30-34세,-267
51,강원특별자치도,2025,35-44세,-118
51,강원특별자치도,2025,45-64세,2954
51,강원특별자치도,2025,65세 이상,553
52,전북특별자치도,2000,0-14세,-436
52,전북특별자치도,2000,15-19세,-1705
52,전북특별자치도,2000,20-24세,-7186
52,전북특별자치도,2000,25-29세,-8738
52,전북특별자치도,2000,30-34세,-1359
52,전북특별자치도,2000,35-44세,-749
52,전북특별자치도,2000,45-64세,-303
52,전북특별자치도,2000,65세 이상,-1114
52,전북특별자치도,2001,0-14세,7537
52,전북특별자치도,2001,15-19세,-13
52,전북특별자치도,2001,20-24세,-5389
52,전북특별자치도,2001,25-29세,-6203
52,전북특별자치도,2001,30-34세,-93
52,전북특별자치도,2001,35-44세,1327
52,전북특별자치도,2001,45-64세,1096
52,전북특별자치도,2001,65세 이상,-173
52,전북특별자치도,2002,0-14세,-15471
52,전북특별자치도,2002,15-19세,-4928
52,전북특별자치도,2002,20-24세,-12444
52,전북특별자치도,2002,25-29세,-10353
52,전북특별자치도,2002,30-34세,-4347
52,전북특별자치도,2002,35-44세,-4505
52,전북특별자치도,2002,45-64세,-3018
52,전북특별자치도,2002,65세 이상,-1669
52,전북특별자치도,2003,0-14세,10190
52,전북특별자치도,2003,15-19세,-76
52,전북특별자치도,2003,20-24세,-6313
52,전북특별자치도,2003,25-29세,-7183
52,전북특별자치도,2003,30-34세,-537
52,전북특별자치도,2003,35-44세,895
52,전북특별자치도,2003,45-64세,586
52,전북특별자치도,2003,65세 이상,-601
52,전북특별자치도,2004,0-14세,-14732
52,전북특별자치도,2004,15-19세,-3413
52,전북특별자치도,2004,20-24세,-10093
52,전북특별자치도,2004,25-29세,-8836
52,전북특별자치도,2004,30-34세,-4054
52,전북특별자치도,2004,35-44세,-4710
52,전북특별자치도,2004,45-64세,-3116
52,전북특별자치도,2004,65세 이상,-2015
52,전북특별자치도,2005,0-14세,-2864
52,전북특별자치도,2005,15-19세,-1567
52,전북특별자치도,2005,20-24세,-7211
52,전북특별자치도,2005,25-29세,-7042
52,전북특별자치도,2005,30-34세,-1963
52,전북특별자치도,2005,35-44세,-1738
52,전북특별자치도,2005,45-64세,-888
52,전북특별자치도,2005,65세 이상,-1204
52,전북특별자치도,2006,0-14세,-848
52,전북특별자치도,2006,15-19세,-1124
52,전북특별자치도,2006,20-24세,-6585
52,전북특별자치도,2006,25-29세,-6245
52,전북특별자치도,2006,30-34세,-1458
52,전북특별자치도,2006,35-44세,-639
52,전북특별자치도,2006,45-64세,-861
52,전북특별자치도,2006,65세 이상,-1402
52,전북특별자치도,2007,0-14세,638
52,전북특별자치도,2007,15-19세,-858
52,전북특별자치도,2007,20-24세,-4643
52,전북특별자치도,2007,25-29세,-4539
52,전북특별자치도,2007,30-34세,-644
52,전북특별자치도,2007,35-44세,-227
52,전북특별자치도,2007,45-64세,-328
52,전북특별자치도,2007,65세 이상,-273
52,전북특별자치도,2008,0-14세,-1041
52,전북특별자치도,2008,15-19세,-1013
52,전북특별자치도,2008,20-24세,-4089
52,전북특별자치도,2008,25-29세,-4017
52,전북특별자치도,2008,30-34세,-556
52,전북특별자치도,2008,35-44세,365
52,전북특별자치도,2008,45-64세,282
52,전북특별자치도,2008,65세 이상,-481
52,전북특별자치도,2009,0-14세,825
52,전북특별자치도,2009,15-19세,-825
52,전북특별자치도,2009,20-24세,-3260
52,전북특별자치도,2009,25-29세,-3010
52,전북특별자치도,2009,30-34세,-117
52,전북특별자치도,2009,35-44세,933
52,전북특별자치도,2009,45-64세,971
52,전북특별자치도,2009,65세 이상,-323
52,전북특별자치도,2010,0-14세,857
52,전북특별자치도,2010,15-19세,-720
52,전북특별자치도,2010,20-24세,-3144
52,전북특별자치도,2010,25-29세,-3154
52,전북특별자치도,2010,30-34세,111
52,전북특별자치도,2010,35-44세,1658
52,전북특별자치도,2010,45-64세,1912
52,전북특별자치도,2010,65세 이상,32
52,전북특별자치도,2011,0-14세,1227
52,전북특별자치도,2011,15-19세,-85
52,전북특별자치도,2011,20-24세,-1905
52,전북특별자치도,2011,25-29세,-2579
52,전북특별자치도,2011,30-34세,215
52,전북특별자치도,2011,35-44세,1764
52,전북특별자치도,2011,45-64세,2791
52,전북특별자치도,2011,65세 이상,293
52,전북특별자치도,2012,0-14세,870
52,전북특별자치도,2012,15-19세,-756
52,전북특별자치도,2012,20-24세,-3615
52,전북특별자치도,2012,25-29세,-3639
52,전북특별자치도,2012,30-34세,-408
52,전북특별자치도,2012,35-44세,1281
52,전북특별자치도,2012,45-64세,2434
52,전북특별자치도,2012,65세 이상,542
52,전북특별자치도,2013,0-14세,1036
52,전북특별자치도,2013,15-19세,-373
52,전북특별자치도,2013,20-24세,-2915
52,전북특별자치도,2013,25-29세,-3511
52,전북특별자치도,2013,30-34세,-687
52,전북특별자치도,2013,35-44세,1116
52,전북특별자치도,2013,45-64세,2747
52,전북특별자치도,2013,65세 이상,390
52,전북특별자치도,2014,0-14세,1050
52,전북특별자치도,2014,15-19세,-671
52,전북특별자치도,2014,20-24세,-3378
52,전북특별자치도,2014,25-29세,-3355
52,전북특별자치도,2014,30-34세,-769
52,전북특별자치도,2014,35-44세,1357
52,전북특별자치도,2014,45-64세,2670
52,전북특별자치도,2014,65세 이상,533
52,전북특별자치도,2015,0-14세,566
52,전북특별자치도,2015,15-19세,-473
52,전북특별자치도,2015,20-24세,-3142
52,전북특별자치도,2015,25-29세,-3032
52,전북특별자치도,2015,30-34세,-561
52,전북특별자치도,2015,35-44세,840
52,전북특별자치도,2015,45-64세,2625
52,전북특별자치도,2015,65세 이상,347
52,전북특별자치도,2016,0-14세,932
52,전북특별자치도,2016,15-19세,-603
52,전북특별자치도,2016,20-24세,-3707
52,전북특별자치도,2016,25-29세,-3243
52,전북특별자치도,2016,30-34세,-696
52,전북특별자치도,2016,35-44세,703
52,전북특별자치도,2016,45-64세,1984
52,전북특별자치도,2016,65세 이상,211
52,전북특별자치도,2017,0-14세,-328
52,전북특별자치도,2017,15-19세,-339
52,전북특별자치도,2017,20-24세,-3413
52,전북특별자치도,2017,25-29세,-3643
52,전북특별자치도,2017,30-34세,-1251
52,전북특별자치도,2017,35-44세,-289
52,전북특별자치도,2017,45-64세,1687
52,전북특별자치도,2017,65세 이상,370
52,전북특별자치도,2018,0-14세,-639
52,전북특별자치도,2018,15-19세,-1140
52,전북특별자치도,2018,20-24세,-5024
52,전북특별자치도,2018,25-29세,-4446
52,전북특별자치도,2018,30-34세,-1814
52,전북특별자치도,2018,35-44세,-1049
52,전북특별자치도,2018,45-64세,655
52,전북특별자치도,2018,65세 이상,-316
52,전북특별자치도,2019,0-14세,-374
52,전북특별자치도,2019,15-19세,-1053
52,전북특별자치도,2019,20-24세,-5372
52,전북특별자치도,2019,25-29세,-4317
52,전북특별자치도,2019,30-34세,-1465
52,전북특별자치도,2019,35-44세,-960
52,전북특별자치도,2019,45-64세,740
52,전북특별자치도,2019,65세 이상,53
52,전북특별자치도,2020,0-14세,51
52,전북특별자치도,2020,15-19세,-685
52,전북특별자치도,2020,20-24세,-5078
52,전북특별자치도,2020,25-29세,-3794
52,전북특별자치도,2020,30-34세,-1142
52,전북특별자치도,2020,35-44세,-126
52,전북특별자치도,2020,45-64세,1754
52,전북특별자치도,2020,65세 이상,526
52,전북특별자치도,2021,0-14세,51
52,전북특별자치도,2021,15-19세,-652
52,전북특별자치도,2021,20-24세,-4368
52,전북특별자치도,2021,25-29세,-2898
52,전북특별자치도,2021,30-34세,-635
52,전북특별자치도,2021,35-44세,132
52,전북특별자치도,2021,45-64세,2021
52,전북특별자치도,2021,65세 이상,548
52,전북특별자치도,2022,0-14세,-110
52,전북특별자치도,2022,15-19세,-869
52,전북특별자치도,2022,20-24세,-4521
52,전북특별자치도,2022,25-29세,-2997
52,전북특별자치도,2022,30-34세,-711
52,전북특별자치도,2022,35-44세,356
52,전북특별자치도,2022,45-64세,2908
52,전북특별자치도,2022,65세 이상,829
52,전북특별자치도,2023,0-14세,51
52,전북특별자치도,2023,15-19세,-585
52,전북특별자치도,2023,20-24세,-3850
52,전북특별자치도,2023,25-29세,-2546
52,전북특별자치도,2023,30-34세,-658
52,전북특별자치도,2023,35-44세,78
52,전북특별자치도,2023,45-64세,2588
52,전북특별자치도,2023,65세 이상,465
52,전북특별자치도,2024,0-14세,85
52,전북특별자치도,2024,15-19세,-886
52,전북특별자치도,2024,20-24세,-3978
52,전북특별자치도,2024,25-29세,-2930
52,전북특별자치도,2024,30-34세,-586
52,전북특별자치도,2024,35-44세,148
52,전북특별자치도,2024,45-64세,1829
52,전북특별자치도,2024,65세 이상,258
52,전북특별자치도,2025,0-14세,26
52,전북특별자치도,2025,15-19세,-572
52,전북특별자치도,2025,20-24세,-2849
52,전북특별자치도,2025,25-29세,-2590
52,전북특별자치도,2025,30-34세,-597
52,전북특별자치도,2025,35-44세,246
52,전북특별자치도,2025,45-64세,2375
52,전북특별자치도,2025,65세 이상,386
