C1,region,year,age_band,net_migration
46,전라남도,2000,0-14세,-4556
46,전라남도,2000,15-19세,-2735
46,전라남도,2000,20-24세,-11914
46,전라남도,2000,25-29세,-9228
46,전라남도,2000,30-34세,-2013
46,전라남도,2000,35-44세,-1721
46,전라남도,2000,45-64세,-267
46,전라남도,2000,65세 이상,-1104
46,전라남도,2001,0-14세,-5979
46,전라남도,2001,15-19세,-3204
46,전라남도,2001,20-24세,-12368
46,전라남도,2001,25-29세,-8433
46,전라남도,2001,30-34세,-2180
46,전라남도,2001,35-44세,-2680
46,전라남도,2001,45-64세,-228
46,전라남도,2001,65세 이상,-1352
46,전라남도,2002,0-14세,-8310
46,전라남도,2002,15-19세,-4468
46,전라남도,2002,20-24세,-14953
46,전라남도,2002,25-29세,-8779
46,전라남도,2002,30-34세,-3009
46,전라남도,2002,35-44세,-3595
46,전라남도,2002,45-64세,-1431
46,전라남도,2002,65세 이상,-1607
46,전라남도,2003,0-14세,-5100
46,전라남도,2003,15-19세,-2499
46,전라남도,2003,20-24세,-12288
46,전라남도,2003,25-29세,-7706
46,전라남도,2003,30-34세,-2625
46,전라남도,2003,35-44세,-3057
46,전라남도,2003,45-64세,-942
46,전라남도,2003,65세 이상,-1886
46,전라남도,2004,0-14세,-5859
46,전라남도,2004,15-19세,-2787
46,전라남도,2004,20-24세,-11181
46,전라남도,2004,25-29세,-6814
46,전라남도,2004,30-34세,-1730
46,전라남도,2004,35-44세,-1645
46,전라남도,2004,45-64세,-259
46,전라남도,2004,65세 이상,-1977
46,전라남도,2005,0-14세,-3055
46,전라남도,2005,15-19세,-1350
46,전라남도,2005,20-24세,-8853
46,전라남도,2005,25-29세,-5241
46,전라남도,2005,30-34세,-641
46,전라남도,2005,35-44세,-426
46,전라남도,2005,45-64세,1073
46,전라남도,2005,65세 이상,-1514
46,전라남도,2006,0-14세,-4201
46,전라남도,2006,15-19세,-1476
46,전라남도,2006,20-24세,-8603
46,전라남도,2006,25-29세,-5791
46,전라남도,2006,30-34세,-1099
46,전라남도,2006,35-44세,-978
46,전라남도,2006,45-64세,-77
46,전라남도,2006,65세 이상,-2460
46,전라남도,2007,0-14세,-2443
46,전라남도,2007,15-19세,-1112
46,전라남도,2007,20-24세,-7000
46,전라남도,2007,25-29세,-4386
46,전라남도,2007,30-34세,-129
46,전라남도,2007,35-44세,31
46,전라남도,2007,45-64세,26
46,전라남도,2007,65세 이상,-1560
46,전라남도,2008,0-14세,-2328
46,전라남도,2008,15-19세,-1213
46,전라남도,2008,20-24세,-5679
46,전라남도,2008,25-29세,-3942
46,전라남도,2008,30-34세,-121
46,전라남도,2008,35-44세,315
46,전라남도,2008,45-64세,971
46,전라남도,2008,65세 이상,-1321
46,전라남도,2009,0-14세,-2225
46,전라남도,2009,15-19세,-873
46,전라남도,2009,20-24세,-4147
46,전라남도,2009,25-29세,-2403
46,전라남도,2009,30-34세,184
46,전라남도,2009,35-44세,679
46,전라남도,2009,45-64세,2379
46,전라남도,2009,65세 이상,-1019
46,전라남도,2010,0-14세,-2107
46,전라남도,2010,15-19세,-525
46,전라남도,2010,20-24세,-4610
46,전라남도,2010,25-29세,-3401
46,전라남도,2010,30-34세,-671
46,전라남도,2010,35-44세,158
46,전라남도,2010,45-64세,2072
46,전라남도,2010,65세 이상,-977
46,전라남도,2011,0-14세,-1045
46,전라남도,2011,15-19세,-657
46,전라남도,2011,20-24세,-4076
46,전라남도,2011,25-29세,-2884
46,전라남도,2011,30-34세,-388
46,전라남도,2011,35-44세,1181
46,전라남도,2011,45-64세,3626
46,전라남도,2011,65세 이상,-979
46,전라남도,2012,0-14세,-1149
46,전라남도,2012,15-19세,-505
46,전라남도,2012,20-24세,-4306
46,전라남도,2012,25-29세,-2741
46,전라남도,2012,30-34세,-150
46,전라남도,2012,35-44세,861
46,전라남도,2012,45-64세,3412
46,전라남도,2012,65세 이상,-476
46,전라남도,2013,0-14세,-1022
46,전라남도,2013,15-19세,-69
46,전라남도,2013,20-24세,-4136
46,전라남도,2013,25-29세,-2544
46,전라남도,2013,30-34세,4
46,전라남도,2013,35-44세,1369
46,전라남도,2013,45-64세,4479
46,전라남도,2013,65세 이상,-387
46,전라남도,2014,0-14세,-252
46,전라남도,2014,15-19세,-448
46,전라남도,2014,20-24세,-3917
46,전라남도,2014,25-29세,-1951
46,전라남도,2014,30-34세,141
46,전라남도,2014,35-44세,1425
46,전라남도,2014,45-64세,4494
46,전라남도,2014,65세 이상,-88
46,전라남도,2015,0-14세,1012
46,전라남도,2015,15-19세,-368
46,전라남도,2015,20-24세,-3670
46,전라남도,2015,25-29세,-1830
46,전라남도,2015,30-34세,1177
46,전라남도,2015,35-44세,2609
46,전라남도,2015,45-64세,5330
46,전라남도,2015,65세 이상,-324
46,전라남도,2016,0-14세,92
46,전라남도,2016,15-19세,-634
46,전라남도,2016,20-24세,-5199
46,전라남도,2016,25-29세,-2578
46,전라남도,2016,30-34세,48
46,전라남도,2016,35-44세,1653
46,전라남도,2016,45-64세,4114
46,전라남도,2016,65세 이상,-701
46,전라남도,2017,0-14세,-866
46,전라남도,2017,15-19세,-679
46,전라남도,2017,20-24세,-4608
46,전라남도,2017,25-29세,-2540
46,전라남도,2017,30-34세,-68
46,전라남도,2017,35-44세,1161
46,전라남도,2017,45-64세,4741
46,전라남도,2017,65세 이상,-188
46,전라남도,2018,0-14세,-1565
46,전라남도,2018,15-19세,-557
46,전라남도,2018,20-24세,-4781
46,전라남도,2018,25-29세,-3202
46,전라남도,2018,30-34세,-1005
46,전라남도,2018,35-44세,-21
46,전라남도,2018,45-64세,4053
46,전라남도,2018,65세 이상,-952
46,전라남도,2019,0-14세,-1711
46,전라남도,2019,15-19세,-783
46,전라남도,2019,20-24세,-5954
46,전라남도,2019,25-29세,-2568
46,전라남도,2019,30-34세,-643
46,전라남도,2019,35-44세,-145
46,전라남도,2019,45-64세,3720
46,전라남도,2019,65세 이상,-704
46,전라남도,2020,0-14세,-850
46,전라남도,2020,15-19세,-1251
46,전라남도,2020,20-24세,-7032
46,전라남도,2020,25-29세,-3962
46,전라남도,2020,30-34세,-1065
46,전라남도,2020,35-44세,-43
46,전라남도,2020,45-64세,4313
46,전라남도,2020,65세 이상,136
46,전라남도,2021,0-14세,-484
46,전라남도,2021,15-19세,-946
46,전라남도,2021,20-24세,-6238
46,전라남도,2021,25-29세,-3018
46,전라남도,2021,30-34세,-725
46,전라남도,2021,35-44세,464
46,전라남도,2021,45-64세,6045
46,전라남도,2021,65세 이상,415
46,전라남도,2022,0-14세,-361
46,전라남도,2022,15-19세,-1124
46,전라남도,2022,20-24세,-4991
46,전라남도,2022,25-29세,-1768
46,전라남도,2022,30-34세,-300
46,전라남도,2022,35-44세,895
46,전라남도,2022,45-64세,6335
46,전라남도,2022,65세 이상,969
46,전라남도,2023,0-14세,-631
46,전라남도,2023,15-19세,-949
46,전라남도,2023,20-24세,-4430
46,전라남도,2023,25-29세,-1807
46,전라남도,2023,30-34세,371
46,전라남도,2023,35-44세,1124
46,전라남도,2023,45-64세,4537
46,전라남도,2023,65세 이상,-15
46,전라남도,2024,0-14세,-689
46,전라남도,2024,15-19세,-1101
46,전라남도,2024,20-24세,-4588
46,전라남도,2024,25-29세,-1757
46,전라남도,2024,30-34세,-54
46,전라남도,2024,35-44세,830
46,전라남도,2024,45-64세,4128
46,전라남도,2024,65세 이상,-757
46,전라남도,2025,0-14세,-424
46,전라남도,2025,15-19세,-1032
46,전라남도,2025,20-24세,-3790
46,전라남도,2025,25-29세,-1304
46,전라남도,2025,30-34세,339
46,전라남도,2025,35-44세,1284
46,전라남도,2025,45-64세,6006
46,전라남도,2025,65세 이상,255
47,경상북도,2000,0-14세,-4909
47,경상북도,2000,15-19세,-722
47,경상북도,2000,20-24세,-7252
47,경상북도,2000,25-29세,-8225
47,경상북도,2000,30-34세,-2493
47,경상북도,2000,35-44세,-2262
47,경상북도,2000,45-64세,1300
47,경상북도,2000,65세 이상,-1143
47,경상북도,2001,0-14세,-4376
47,경상북도,2001,15-19세,-385
47,경상북도,2001,20-24세,-7284
47,경상북도,2001,25-29세,-6886
47,경상북도,2001,30-34세,-1719
47,경상북도,2001,35-44세,-1705
47,경상북도,2001,45-64세,1791
47,경상북도,2001,65세 이상,-741
47,경상북도,2002,0-14세,-7373
47,경상북도,2002,15-19세,-1773
47,경상북도,2002,20-24세,-9017
47,경상북도,2002,25-29세,-6586
47,경상북도,2002,30-34세,-2831
47,경상북도,2002,35-44세,-3789
47,경상북도,2002,45-64세,1128
47,경상북도,2002,65세 이상,-1037
47,경상북도,2003,0-14세,-8069
47,경상북도,2003,15-19세,-1031
47,경상북도,2003,20-24세,-8858
47,경상북도,2003,25-29세,-8327
47,경상북도,2003,30-34세,-3696
47,경상북도,2003,35-44세,-4865
47,경상북도,2003,45-64세,-344
47,경상북도,2003,65세 이상,-1643
47,경상북도,2004,0-14세,-7599
47,경상북도,2004,15-19세,-1269
47,경상북도,2004,20-24세,-7437
47,경상북도,2004,25-29세,-4726
47,경상북도,2004,30-34세,-2557
47,경상북도,2004,35-44세,-3112
47,경상북도,2004,45-64세,1349
47,경상북도,2004,65세 이상,-1570
47,경상북도,2005,0-14세,-4100
47,경상북도,2005,15-19세,35
47,경상북도,2005,20-24세,-5219
47,경상북도,2005,25-29세,-3594
47,경상북도,2005,30-34세,-1032
47,경상북도,2005,35-44세,-741
47,경상북도,2005,45-64세,3811
47,경상북도,2005,65세 이상,-677
47,경상북도,2006,0-14세,-3655
47,경상북도,2006,15-19세,1456
47,경상북도,2006,20-24세,-1998
47,경상북도,2006,25-29세,-847
47,경상북도,2006,30-34세,11
47,경상북도,2006,35-44세,-1068
47,경상북도,2006,45-64세,3813
47,경상북도,2006,65세 이상,-1031
47,경상북도,2007,0-14세,-4052
47,경상북도,2007,15-19세,-111
47,경상북도,2007,20-24세,-5270
47,경상북도,2007,25-29세,-4929
47,경상북도,2007,30-34세,-875
47,경상북도,2007,35-44세,-1390
47,경상북도,2007,45-64세,2719
47,경상북도,2007,65세 이상,-703
47,경상북도,2008,0-14세,-4620
47,경상북도,2008,15-19세,-391
47,경상북도,2008,20-24세,-4580
47,경상북도,2008,25-29세,-4125
47,경상북도,2008,30-34세,-1356
47,경상북도,2008,35-44세,-1681
47,경상북도,2008,45-64세,3278
47,경상북도,2008,65세 이상,-625
47,경상북도,2009,0-14세,-4968
47,경상북도,2009,15-19세,762
47,경상북도,2009,20-24세,-2638
47,경상북도,2009,25-29세,-3300
47,경상북도,2009,30-34세,-2103
47,경상북도,2009,35-44세,-1218
47,경상북도,2009,45-64세,4707
47,경상북도,2009,65세 이상,451
47,경상북도,2010,0-14세,-2721
47,경상북도,2010,15-19세,690
47,경상북도,2010,20-24세,-3091
47,경상북도,2010,25-29세,-2767
47,경상북도,2010,30-34세,-304
47,경상북도,2010,35-44세,-202
47,경상북도,2010,45-64세,4702
47,경상북도,2010,65세 이상,141
47,경상북도,2011,0-14세,-1395
47,경상북도,2011,15-19세,1150
47,경상북도,2011,20-24세,-1773
47,경상북도,2011,25-29세,-1980
47,경상북도,2011,30-34세,150
47,경상북도,2011,35-44세,1008
47,경상북도,2011,45-64세,7138
47,경상북도,2011,65세 이상,518
47,경상북도,2012,0-14세,-2621
47,경상북도,2012,15-19세,637
47,경상북도,2012,20-24세,-4149
47,경상북도,2012,25-29세,-2993
47,경상북도,2012,30-34세,-1220
47,경상북도,2012,35-44세,-259
47,경상북도,2012,45-64세,5529
47,경상북도,2012,65세 이상,216
47,경상북도,2013,0-14세,-2235
47,경상북도,2013,15-19세,561
47,경상북도,2013,20-24세,-3260
47,경상북도,2013,25-29세,-2900
47,경상북도,2013,30-34세,-946
47,경상북도,2013,35-44세,-211
47,경상북도,2013,45-64세,6670
47,경상북도,2013,65세 이상,456
47,경상북도,2014,0-14세,-2098
47,경상북도,2014,15-19세,71
47,경상북도,2014,20-24세,-3870
47,경상북도,2014,25-29세,-3148
47,경상북도,2014,30-34세,-668
47,경상북도,2014,35-44세,390
47,경상북도,2014,45-64세,7380
47,경상북도,2014,65세 이상,955
47,경상북도,2015,0-14세,-1341
47,경상북도,2015,15-19세,160
47,경상북도,2015,20-24세,-3638
47,경상북도,2015,25-29세,-3172
47,경상북도,2015,30-34세,-367
47,경상북도,2015,35-44세,452
47,경상북도,2015,45-64세,6988
47,경상북도,2015,65세 이상,341
47,경상북도,2016,0-14세,-917
47,경상북도,2016,15-19세,-60
47,경상북도,2016,20-24세,-4937
47,경상북도,2016,25-29세,-3663
47,경상북도,2016,30-34세,-967
47,경상북도,2016,35-44세,341
47,경상북도,2016,45-64세,6454
47,경상북도,2016,65세 이상,598
47,경상북도,2017,0-14세,-1977
47,경상북도,2017,15-19세,-240
47,경상북도,2017,20-24세,-4455
47,경상북도,2017,25-29세,-3988
47,경상북도,2017,30-34세,-1600
47,경상북도,2017,35-44세,-464
47,경상북도,2017,45-64세,6491
47,경상북도,2017,65세 이상,652
47,경상북도,2018,0-14세,-2365
47,경상북도,2018,15-19세,-388
47,경상북도,2018,20-24세,-4821
47,경상북도,2018,25-29세,-4761
47,경상북도,2018,30-34세,-2187
47,경상북도,2018,35-44세,-1067
47,경상북도,2018,45-64세,5826
47,경상북도,2018,65세 이상,538
47,경상북도,2019,0-14세,-1249
47,경상북도,2019,15-19세,-132
47,경상북도,2019,20-24세,-5500
47,경상북도,2019,25-29세,-4422
47,경상북도,2019,30-34세,-1473
47,경상북도,2019,35-44세,129
47,경상북도,2019,45-64세,6940
47,경상북도,2019,65세 이상,1136
47,경상북도,2020,0-14세,-1764
47,경상북도,2020,15-19세,-827
47,경상북도,2020,20-24세,-9181
47,경상북도,2020,25-29세,-6481
47,경상북도,2020,30-34세,-2478
47,경상북도,2020,35-44세,-1846
47,경상북도,2020,45-64세,4351
47,경상북도,2020,65세 이상,1248
47,경상북도,2021,0-14세,-607
47,경상북도,2021,15-19세,11
47,경상북도,2021,20-24세,-5306
47,경상북도,2021,25-29세,-2496
47,경상북도,2021,30-34세,-555
47,경상북도,2021,35-44세,799
47,경상북도,2021,45-64세,9329
47,경상북도,2021,65세 이상,2162
47,경상북도,2022,0-14세,-2330
47,경상북도,2022,15-19세,-1357
47,경상북도,2022,20-24세,-6624
47,경상북도,2022,25-29세,-3279
47,경상북도,2022,30-34세,-1160
47,경상북도,2022,35-44세,-1020
47,경상북도,2022,45-64세,6452
47,경상북도,2022,65세 이상,1652
47,경상북도,2023,0-14세,-2653
47,경상북도,2023,15-19세,-723
47,경상북도,2023,20-24세,-5108
47,경상북도,2023,25-29세,-2641
47,경상북도,2023,30-34세,-960
47,경상북도,2023,35-44세,-1096
47,경상북도,2023,45-64세,4121
47,경상북도,2023,65세 이상,855
47,경상북도,2024,0-14세,-2350
47,경상북도,2024,15-19세,-500
47,경상북도,2024,20-24세,-4734
47,경상북도,2024,25-29세,-2316
47,경상북도,2024,30-34세,-1243
47,경상북도,2024,35-44세,-1064
47,경상북도,2024,45-64세,4086
47,경상북도,2024,65세 이상,118
47,경상북도,2025,0-14세,-2090
47,경상북도,2025,15-19세,-915
47,경상북도,2025,20-24세,-5842
47,경상북도,2025,25-29세,-2997
47,경상북도,2025,30-34세,-1225
47,경상북도,2025,35-44세,-1008
47,경상북도,2025,45-64세,4073
47,경상북도,2025,65세 이상,790
48,경상남도,2000,0-14세,-862
48,경상남도,2000,15-19세,-1471
48,경상남도,2000,20-24세,-4120
48,경상남도,2000,25-29세,-3455
48,경상남도,2000,30-34세,641
48,경상남도,2000,35-44세,-609
48,경상남도,2000,45-64세,1714
48,경상남도,2000,65세 이상,-350
48,경상남도,2001,0-14세,147
48,경상남도,2001,15-19세,-1295
48,경상남도,2001,20-24세,-4869
48,경상남도,2001,25-29세,-1739
48,경상남도,2001,30-34세,1114
48,경상남도,2001,35-44세,-462
48,경상남도,2001,45-64세,2235
48,경상남도,2001,65세 이상,-297
48,경상남도,2002,0-14세,3226
48,경상남도,2002,15-19세,-1542
48,경상남도,2002,20-24세,-5026
48,경상남도,2002,25-29세,1083
48,경상남도,2002,30-34세,3319
48,경상남도,2002,35-44세,1211
48,경상남도,2002,45-64세,3851
48,경상남도,2002,65세 이상,774
48,경상남도,2003,0-14세,1971
48,경상남도,2003,15-19세,-1000
48,경상남도,2003,20-24세,-4770
48,경상남도,2003,25-29세,-105
48,경상남도,2003,30-34세,2821
48,경상남도,2003,35-44세,1328
48,경상남도,2003,45-64세,3562
48,경상남도,2003,65세 이상,481
48,경상남도,2004,0-14세,-376
48,경상남도,2004,15-19세,-1498
48,경상남도,2004,20-24세,-5957
48,경상남도,2004,25-29세,-990
48,경상남도,2004,30-34세,1597
48,경상남도,2004,35-44세,-232
48,경상남도,2004,45-64세,2089
48,경상남도,2004,65세 이상,-244
48,경상남도,2005,0-14세,1726
48,경상남도,2005,15-19세,-576
48,경상남도,2005,20-24세,-4910
48,경상남도,2005,25-29세,-168
48,경상남도,2005,30-34세,2734
48,경상남도,2005,35-44세,2091
48,경상남도,2005,45-64세,4254
48,경상남도,2005,65세 이상,468
48,경상남도,2006,0-14세,57
48,경상남도,2006,15-19세,-956
48,경상남도,2006,20-24세,-4193
48,경상남도,2006,25-29세,1550
48,경상남도,2006,30-34세,1554
48,경상남도,2006,35-44세,778
48,경상남도,2006,45-64세,2305
48,경상남도,2006,65세 이상,199
48,경상남도,2007,0-14세,1868
48,경상남도,2007,15-19세,-495
48,경상남도,2007,20-24세,-3473
48,경상남도,2007,25-29세,847
48,경상남도,2007,30-34세,2502
48,경상남도,2007,35-44세,1794
48,경상남도,2007,45-64세,4245
48,경상남도,2007,65세 이상,655
48,경상남도,2008,0-14세,1350
48,경상남도,2008,15-19세,-730
48,경상남도,2008,20-24세,-2910
48,경상남도,2008,25-29세,2833
48,경상남도,2008,30-34세,3691
48,경상남도,2008,35-44세,2763
48,경상남도,2008,45-64세,5040
48,경상남도,2008,65세 이상,992
48,경상남도,2009,0-14세,871
48,경상남도,2009,15-19세,-1239
48,경상남도,2009,20-24세,-3176
48,경상남도,2009,25-29세,3299
48,경상남도,2009,30-34세,3989
48,경상남도,2009,35-44세,2366
48,경상남도,2009,45-64세,4259
48,경상남도,2009,65세 이상,870
48,경상남도,2010,0-14세,124
48,경상남도,2010,15-19세,-1210
48,경상남도,2010,20-24세,-4551
48,경상남도,2010,25-29세,52
48,경상남도,2010,30-34세,2298
48,경상남도,2010,35-44세,1420
48,경상남도,2010,45-64세,3996
48,경상남도,2010,65세 이상,1117
48,경상남도,2011,0-14세,-541
48,경상남도,2011,15-19세,-844
48,경상남도,2011,20-24세,-3708
48,경상남도,2011,25-29세,189
48,경상남도,2011,30-34세,1880
48,경상남도,2011,35-44세,1008
48,경상남도,2011,45-64세,5198
48,경상남도,2011,65세 이상,1352
48,경상남도,2012,0-14세,-960
48,경상남도,2012,15-19세,-1621
48,경상남도,2012,20-24세,-4938
48,경상남도,2012,25-29세,-888
48,경상남도,2012,30-34세,1087
48,경상남도,2012,35-44세,742
48,경상남도,2012,45-64세,3003
48,경상남도,2012,65세 이상,803
48,경상남도,2013,0-14세,189
48,경상남도,2013,15-19세,-1335
48,경상남도,2013,20-24세,-4562
48,경상남도,2013,25-29세,-298
48,경상남도,2013,30-34세,1969
48,경상남도,2013,35-44세,1976
48,경상남도,2013,45-64세,4761
48,경상남도,2013,65세 이상,1094
48,경상남도,2014,0-14세,1013
48,경상남도,2014,15-19세,-1239
48,경상남도,2014,20-24세,-4500
48,경상남도,2014,25-29세,-677
48,경상남도,2014,30-34세,2145
48,경상남도,2014,35-44세,2078
48,경상남도,2014,45-64세,5918
48,경상남도,2014,65세 이상,1337
48,경상남도,2015,0-14세,537
48,경상남도,2015,15-19세,-1200
48,경상남도,2015,20-24세,-4701
48,경상남도,2015,25-29세,-690
48,경상남도,2015,30-34세,2197
48,경상남도,2015,35-44세,2241
48,경상남도,2015,45-64세,5320
48,경상남도,2015,65세 이상,1401
48,경상남도,2016,0-14세,246
48,경상남도,2016,15-19세,-1318
48,경상남도,2016,20-24세,-5219
48,경상남도,2016,25-29세,-2071
48,경상남도,2016,30-34세,865
48,경상남도,2016,35-44세,1519
48,경상남도,2016,45-64세,6160
48,경상남도,2016,65세 이상,1590
48,경상남도,2017,0-14세,2351
48,경상남도,2017,15-19세,-1347
48,경상남도,2017,20-24세,-6355
48,경상남도,2017,25-29세,-3131
48,경상남도,2017,30-34세,1356
48,경상남도,2017,35-44세,2304
48,경상남도,2017,45-64세,6673
48,경상남도,2017,65세 이상,2128
48,경상남도,2018,0-14세,-48
48,경상남도,2018,15-19세,-1436
48,경상남도,2018,20-24세,-7013
48,경상남도,2018,25-29세,-3964
48,경상남도,2018,30-34세,-140
48,경상남도,2018,35-44세,643
48,경상남도,2018,45-64세,4439
48,경상남도,2018,65세 이상,1709
48,경상남도,2019,0-14세,13
48,경상남도,2019,15-19세,-2004
48,경상남도,2019,20-24세,-8921
48,경상남도,2019,25-29세,-4082
48,경상남도,2019,30-34세,-53
48,경상남도,2019,35-44세,884
48,경상남도,2019,45-64세,3719
48,경상남도,2019,65세 이상,1134
48,경상남도,2020,0-14세,-959
48,경상남도,2020,15-19세,-1440
48,경상남도,2020,20-24세,-10738
48,경상남도,2020,25-29세,-5682
48,경상남도,2020,30-34세,-1514
48,경상남도,2020,35-44세,-964
48,경상남도,2020,45-64세,2813
48,경상남도,2020,65세 이상,1826
48,경상남도,2021,0-14세,-653
48,경상남도,2021,15-19세,-1834
48,경상남도,2021,20-24세,-10262
48,경상남도,2021,25-29세,-5551
48,경상남도,2021,30-34세,-1323
48,경상남도,2021,35-44세,-465
48,경상남도,2021,45-64세,4078
48,경상남도,2021,65세 이상,2307
48,경상남도,2022,0-14세,-1814
48,경상남도,2022,15-19세,-2870
48,경상남도,2022,20-24세,-11322
48,경상남도,2022,25-29세,-5313
48,경상남도,2022,30-34세,-1347
48,경상남도,2022,35-44세,-1072
48,경상남도,2022,45-64세,3289
48,경상남도,2022,65세 이상,1902
48,경상남도,2023,0-14세,-1715
48,경상남도,2023,15-19세,-2784
48,경상남도,2023,20-24세,-9410
48,경상남도,2023,25-29세,-3866
48,경상남도,2023,30-34세,-871
48,경상남도,2023,35-44세,-922
48,경상남도,2023,45-64세,2393
48,경상남도,2023,65세 이상,875
48,경상남도,2024,0-14세,-564
48,경상남도,2024,15-19세,-2893
48,경상남도,2024,20-24세,-8495
48,경상남도,2024,25-29세,-2688
48,경상남도,2024,30-34세,340
48,경상남도,2024,35-44세,637
48,경상남도,2024,45-64세,3367
48,경상남도,2024,65세 이상,1227
48,경상남도,2025,0-14세,-537
48,경상남도,2025,15-19세,-2956
48,경상남도,2025,20-24세,-7496
48,경상남도,2025,25-29세,-1633
48,경상남도,2025,30-34세,266
48,경상남도,2025,35-44세,367
48,경상남도,2025,45-64세,3219
48,경상남도,2025,65세 이상,1193
50,제주특별자치도,2000,0-14세,-200
50,제주특별자치도,2000,15-19세,-186
50,제주특별자치도,2000,20-24세,-781
50,제주특별자치도,2000,25-29세,-1282
50,제주특별자치도,2000,30-34세,-134
50,제주특별자치도,2000,35-44세,88
50,제주특별자치도,2000,45-64세,135
50,제주특별자치도,2000,65세 이상,2
50,제주특별자치도,2001,0-14세,274
50,제주특별자치도,2001,15-19세,-14
50,제주특별자치도,2001,20-24세,-711
50,제주특별자치도,2001,25-29세,-784
50,제주특별자치도,2001,30-34세,258
50,제주특별자치도,2001,35-44세,290
50,제주특별자치도,2001,45-64세,269
50,제주특별자치도,2001,65세 이상,92
50,제주특별자치도,2002,0-14세,402
50,제주특별자치도,2002,15-19세,8
50,제주특별자치도,2002,20-24세,-790
50,제주특별자치도,2002,25-29세,-424
50,제주특별자치도,2002,30-34세,276
50,제주특별자치도,2002,35-44세,441
50,제주특별자치도,2002,45-64세,266
50,제주특별자치도,2002,65세 이상,55
50,제주특별자치도,2003,0-14세,20
50,제주특별자치도,2003,15-19세,-147
50,제주특별자치도,2003,20-24세,-939
50,제주특별자치도,2003,25-29세,-915
50,제주특별자치도,2003,30-34세,169
50,제주특별자치도,2003,35-44세,214
50,제주특별자치도,2003,45-64세,171
50,제주특별자치도,2003,65세 이상,-20
50,제주특별자치도,2004,0-14세,160
50,제주특별자치도,2004,15-19세,-156
50,제주특별자치도,2004,20-24세,-559
50,제주특별자치도,2004,25-29세,-476
50,제주특별자치도,2004,30-34세,273
50,제주특별자치도,2004,35-44세,334
50,제주특별자치도,2004,45-64세,331
50,제주특별자치도,2004,65세 이상,10
50,제주특별자치도,2005,0-14세,-257
50,제주특별자치도,2005,15-19세,-81
50,제주특별자치도,2005,20-24세,-614
50,제주특별자치도,2005,25-29세,-395
50,제주특별자치도,2005,30-34세,193
50,제주특별자치도,2005,35-44세,23
50,제주특별자치도,2005,45-64세,300
50,제주특별자치도,2005,65세 이상,26
50,제주특별자치도,2006,0-14세,-486
50,제주특별자치도,2006,15-19세,-94
50,제주특별자치도,2006,20-24세,-618
50,제주특별자치도,2006,25-29세,-787
50,제주특별자치도,2006,30-34세,-173
50,제주특별자치도,2006,35-44세,-78
50,제주특별자치도,2006,45-64세,256
50,제주특별자치도,2006,65세 이상,78
50,제주특별자치도,2007,0-14세,-451
50,제주특별자치도,2007,15-19세,-37
50,제주특별자치도,2007,20-24세,-948
50,제주특별자치도,2007,25-29세,-1186
50,제주특별자치도,2007,30-34세,-206
50,제주특별자치도,2007,35-44세,-299
50,제주특별자치도,2007,45-64세,156
50,제주특별자치도,2007,65세 이상,43
50,제주특별자치도,2008,0-14세,-431
50,제주특별자치도,2008,15-19세,-120
50,제주특별자치도,2008,20-24세,-623
50,제주특별자치도,2008,25-29세,-722
50,제주특별자치도,2008,30-34세,-11
50,제주특별자치도,2008,35-44세,-233
50,제주특별자치도,2008,45-64세,-44
50,제주특별자치도,2008,65세 이상,-52
50,제주특별자치도,2009,0-14세,-196
50,제주특별자치도,2009,15-19세,-157
50,제주특별자치도,2009,20-24세,-716
50,제주특별자치도,2009,25-29세,-505
50,제주특별자치도,2009,30-34세,145
50,제주특별자치도,2009,35-44세,180
50,제주특별자치도,2009,45-64세,301
50,제주특별자치도,2009,65세 이상,-67
50,제주특별자치도,2010,0-14세,284
50,제주특별자치도,2010,15-19세,-135
50,제주특별자치도,2010,20-24세,-560
50,제주특별자치도,2010,25-29세,-442
50,제주특별자치도,2010,30-34세,183
50,제주특별자치도,2010,35-44세,535
50,제주특별자치도,2010,45-64세,498
50,제주특별자치도,2010,65세 이상,74
50,제주특별자치도,2011,0-14세,603
50,제주특별자치도,2011,15-19세,-46
50,제주특별자치도,2011,20-24세,-552
50,제주특별자치도,2011,25-29세,-322
50,제주특별자치도,2011,30-34세,334
50,제주특별자치도,2011,35-44세,1011
50,제주특별자치도,2011,45-64세,1103
50,제주특별자치도,2011,65세 이상,212
50,제주특별자치도,2012,0-14세,1135
50,제주특별자치도,2012,15-19세,-22
50,제주특별자치도,2012,20-24세,-617
50,제주특별자치도,2012,25-29세,-66
50,제주특별자치도,2012,30-34세,858
50,제주특별자치도,2012,35-44세,1662
50,제주특별자치도,2012,45-64세,1652
50,제주특별자치도,2012,65세 이상,274
50,제주특별자치도,2013,0-14세,1850
50,제주특별자치도,2013,15-19세,48
50,제주특별자치도,2013,20-24세,-275
50,제주특별자치도,2013,25-29세,205
50,제주특별자치도,2013,30-34세,1041
50,제주특별자치도,2013,35-44세,2514
50,제주특별자치도,2013,45-64세,2154
50,제주특별자치도,2013,65세 이상,286
50,제주특별자치도,2014,0-14세,2099
50,제주특별자치도,2014,15-19세,74
50,제주특별자치도,2014,20-24세,-55
50,제주특별자치도,2014,25-29세,459
50,제주특별자치도,2014,30-34세,1889
50,제주특별자치도,2014,35-44세,3137
50,제주특별자치도,2014,45-64세,3059
