C1_OBJ_NM,C2_NM,DT,C2,C1,PRD_SE,UNIT_NM_ENG,ITM_ID,TBL_ID,ITM_NM,TBL_NM,PRD_DE,LST_CHN_DE,C1_NM_ENG,C1_NM,UNIT_NM,ITM_NM_ENG,C2_OBJ_NM_ENG,C2_NM_ENG,ORG_ID,C1_OBJ_NM_ENG,C2_OBJ_NM
행정구역별(시도),계,72169,0,03,A,In person,T36,DT_1JA1503,기타,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Others,By gender,Total,101,By administrative divisions,성별
행정구역별(시도),남자,628597,1,03,A,In person,T10,DT_1JA1503,외국인,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Foreigner,By gender,Male,101,By administrative divisions,성별
행정구역별(시도),남자,87069,1,03,A,In person,T11,DT_1JA1503,중국,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,China,By gender,Male,101,By administrative divisions,성별
행정구역별(시도),남자,246730,1,03,A,In person,T12,DT_1JA1503,중국(한국계),성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,China (Korean-Chinese),By gender,Male,101,By administrative divisions,성별
행정구역별(시도),남자,5994,1,03,A,In person,T13,DT_1JA1503,대만,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Taiwan,By gender,Male,101,By administrative divisions,성별
행정구역별(시도),남자,2840,1,03,A,In person,T14,DT_1JA1503,일본,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Japan,By gender,Male,101,By administrative divisions,성별
행정구역별(시도),남자,10490,1,03,A,In person,T15,DT_1JA1503,몽골,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Mongolia,By gender,Male,101,By administrative divisions,성별
행정구역별(시도),남자,49285,1,03,A,In person,T16,DT_1JA1503,베트남,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Vietnam,By gender,Male,101,By administrative divisions,성별
행정구역별(시도),남자,11858,1,03,A,In person,T17,DT_1JA1503,필리핀,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Philippines,By gender,Male,101,By administrative divisions,성별
행정구역별(시도),남자,30530,1,03,A,In person,T18,DT_1JA1503,태국,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Thailand,By gender,Male,101,By administrative divisions,성별
행정구역별(시도),남자,14469,1,03,A,In person,T19,DT_1JA1503,인도네시아,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Indonesia,By gender,Male,101,By administrative divisions,성별
행정구역별(시도),남자,9519,1,03,A,In person,T20,DT_1JA1503,캄보디아,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Cambodia,By gender,Male,101,By administrative divisions,성별
행정구역별(시도),남자,9491,1,03,A,In person,T21,DT_1JA1503,미얀마,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Republic of the Union of Myanmar,By gender,Male,101,By administrative divisions,성별
