C1_OBJ_NM,DT,C1,PRD_SE,UNIT_NM_ENG,ITM_ID,TBL_ID,ITM_NM,TBL_NM,PRD_DE,LST_CHN_DE,C1_NM_ENG,C1_NM,UNIT_NM,ORG_ID
행정구역별,1176066.0,11,A,Each                          ,T001,DT_1YL20842,사업체수(A),인구 천명당 사업체수(등록기반)(시도/시/군/구),2024,2026-02-13,Seoul,서울특별시,개,101
행정구역별,9668465.0,11,A,,T002,DT_1YL20842,주민등록인구(B),인구 천명당 사업체수(등록기반)(시도/시/군/구),2020,2023-10-12,Seoul,서울특별시,명,101
행정구역별,9509458.0,11,A,,T002,DT_1YL20842,주민등록인구(B),인구 천명당 사업체수(등록기반)(시도/시/군/구),2021,2023-10-12,Seoul,서울특별시,명,101
행정구역별,9428372.0,11,A,,T002,DT_1YL20842,주민등록인구(B),인구 천명당 사업체수(등록기반)(시도/시/군/구),2022,2024-02-05,Seoul,서울특별시,명,101
행정구역별,9386034.0,11,A,,T002,DT_1YL20842,주민등록인구(B),인구 천명당 사업체수(등록기반)(시도/시/군/구),2023,2025-02-11,Seoul,서울특별시,명,101
행정구역별,9331828.0,11,A,,T002,DT_1YL20842,주민등록인구(B),인구 천명당 사업체수(등록기반)(시도/시/군/구),2024,2026-02-13,Seoul,서울특별시,명,101
행정구역별,125.3,11,A,Each                          ,T10,DT_1YL20842,인구천명당 사업체수(A÷B×1000),인구 천명당 사업체수(등록기반)(시도/시/군/구),2020,2023-10-12,Seoul,서울특별시,개,101
행정구역별,124.9,11,A,Each                          ,T10,DT_1YL20842,인구천명당 사업체수(A÷B×1000),인구 천명당 사업체수(등록기반)(시도/시/군/구),2021,2023-10-12,Seoul,서울특별시,개,101
행정구역별,125.2,11,A,Each                          ,T10,DT_1YL20842,인구천명당 사업체수(A÷B×1000),인구 천명당 사업체수(등록기반)(시도/시/군/구),2022,2024-02-05,Seoul,서울특별시,개,101
행정구역별,125.4,11,A,Each                          ,T10,DT_1YL20842,인구천명당 사업체수(A÷B×1000),인구 천명당 사업체수(등록기반)(시도/시/군/구),2023,2025-02-11,Seoul,서울특별시,개,101
행정구역별,126.0,11,A,Each                          ,T10,DT_1YL20842,인구천명당 사업체수(A÷B×1000),인구 천명당 사업체수(등록기반)(시도/시/군/구),2024,2026-02-13,Seoul,서울특별시,개,101
행정구역별,50531.0,11010,A,Each                          ,T001,DT_1YL20842,사업체수(A),인구 천명당 사업체수(등록기반)(시도/시/군/구),2020,2023-10-12,Jongno-gu,종로구,개,101
행정구역별,48361.0,11010,A,Each                          ,T001,DT_1YL20842,사업체수(A),인구 천명당 사업체수(등록기반)(시도/시/군/구),2021,2023-10-12,Jongno-gu,종로구,개,101
행정구역별,47595.0,11010,A,Each                          ,T001,DT_1YL20842,사업체수(A),인구 천명당 사업체수(등록기반)(시도/시/군/구),2022,2024-02-05,Jongno-gu,종로구,개,101
행정구역별,46977.0,11010,A,Each                          ,T001,DT_1YL20842,사업체수(A),인구 천명당 사업체수(등록기반)(시도/시/군/구),2023,2025-02-11,Jongno-gu,종로구,개,101
행정구역별,46830.0,11010,A,Each                          ,T001,DT_1YL20842,사업체수(A),인구 천명당 사업체수(등록기반)(시도/시/군/구),2024,2026-02-13,Jongno-gu,종로구,개,101
행정구역별,149384.0,11010,A,,T002,DT_1YL20842,주민등록인구(B),인구 천명당 사업체수(등록기반)(시도/시/군/구),2020,2023-10-12,Jongno-gu,종로구,명,101
행정구역별,144683.0,11010,A,,T002,DT_1YL20842,주민등록인구(B),인구 천명당 사업체수(등록기반)(시도/시/군/구),2021,2023-10-12,Jongno-gu,종로구,명,101
행정구역별,141379.0,11010,A,,T002,DT_1YL20842,주민등록인구(B),인구 천명당 사업체수(등록기반)(시도/시/군/구),2022,2024-02-05,Jongno-gu,종로구,명,101
행정구역별,139417.0,11010,A,,T002,DT_1YL20842,주민등록인구(B),인구 천명당 사업체수(등록기반)(시도/시/군/구),2023,2025-02-11,Jongno-gu,종로구,명,101
행정구역별,138336.0,11010,A,,T002,DT_1YL20842,주민등록인구(B),인구 천명당 사업체수(등록기반)(시도/시/군/구),2024,2026-02-13,Jongno-gu,종로구,명,101
