C2,PRD_SE,ITM_ID,TBL_ID,PRD_DE,C3_NM,C3_OBJ_NM_ENG,C2_OBJ_NM_ENG,C1_OBJ_NM_ENG,C1_OBJ_NM,C2_NM,C3,DT,C1,UNIT_NM_ENG,C3_NM_ENG,ITM_NM,TBL_NM,LST_CHN_DE,C1_NM_ENG,C1_NM,UNIT_NM,ITM_NM_ENG,C2_NM_ENG,C3_OBJ_NM,ORG_ID,C2_OBJ_NM
47840,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,성주군,0,327,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Seongju-gun,성별,101,전입지별
47850,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,칠곡군,0,180,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Chilgok-gun,성별,101,전입지별
47900,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,예천군,0,36,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Yecheon-gun,성별,101,전입지별
47920,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,봉화군,0,13,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Bonghwa-gun,성별,101,전입지별
47930,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,울진군,0,18,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Uljin-gun,성별,101,전입지별
47940,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,울릉군,0,20,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Ulleung-gun,성별,101,전입지별
48,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,경상남도,0,1228,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Gyeongsangnam-do,성별,101,전입지별
48110,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,창원시,0,0,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Changwon-si,성별,101,전입지별
48120,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,창원시,0,182,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Changwon-si,성별,101,전입지별
48130,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,울산시,0,0,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Ulsan-si,성별,101,전입지별
48160,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,마산시,0,0,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Masan-si,성별,101,전입지별
48170,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,진주시,0,78,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Jinju-si,성별,101,전입지별
48190,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,진해시,0,0,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Jinhae-si,성별,101,전입지별
48220,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,통영시,0,18,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Tongyeong-si,성별,101,전입지별
48240,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,사천시,0,24,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Sacheon-si,성별,101,전입지별
48250,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,김해시,0,96,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Gimhae-si,성별,101,전입지별
48270,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,밀양시,0,15,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Miryang-si,성별,101,전입지별
48310,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,거제시,0,67,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Geoje-si,성별,101,전입지별
48330,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,양산시,0,78,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Yangsan-si,성별,101,전입지별
48720,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,의령군,0,23,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Uiryeong-gun,성별,101,전입지별
48730,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,함안군,0,12,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Haman-gun,성별,101,전입지별
48740,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,창녕군,0,383,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Changnyeong-gun,성별,101,전입지별
48760,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,양산군,0,0,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Yangsan-gun,성별,101,전입지별
48820,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,고성군,0,10,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Goseong-gun,성별,101,전입지별
48840,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,남해군,0,4,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Namhae-gun,성별,101,전입지별
48850,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,하동군,0,8,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Hadong-gun,성별,101,전입지별
48860,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,산청군,0,15,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Sancheong-gun,성별,101,전입지별
48870,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,함양군,0,14,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Hamyang-gun,성별,101,전입지별
48880,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,거창군,0,79,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Geochang-gun,성별,101,전입지별
48890,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,합천군,0,122,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Hapcheon-gun,성별,101,전입지별
50,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,제주특별자치도,0,108,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Jeju,성별,101,전입지별
50110,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,제주시,0,71,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Jeju-si,성별,101,전입지별
50130,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,서귀포시,0,37,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Seogwipo-si,성별,101,전입지별
50910,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,북제주군,0,0,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Bukjeju-gun,성별,101,전입지별
50920,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,남제주군,0,0,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Namjeju-gun,성별,101,전입지별
51,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,강원특별자치도,0,133,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Gangwon-do,성별,101,전입지별
51110,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,춘천시,0,18,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Chuncheon-si,성별,101,전입지별
51130,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,원주시,0,27,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Wonju-si,성별,101,전입지별
51150,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,강릉시,0,16,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Gangneung-si,성별,101,전입지별
51170,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,동해시,0,4,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Donghae-si,성별,101,전입지별
51190,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,태백시,0,5,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Taebaek-si,성별,101,전입지별
51210,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,속초시,0,7,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Sokcho-si,성별,101,전입지별
51230,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,삼척시,0,11,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Samcheok-si,성별,101,전입지별
51720,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,홍천군,0,3,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Hongcheon-gun,성별,101,전입지별
51730,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,횡성군,0,3,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Hoengseong-gun,성별,101,전입지별
51750,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,영월군,0,3,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Yeongwol-gun,성별,101,전입지별
51760,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,평창군,0,5,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Pyeongchang-gun,성별,101,전입지별
51770,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,정선군,0,3,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Jeongseon-gun,성별,101,전입지별
51780,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,철원군,0,9,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Cheorwon-gun,성별,101,전입지별
51790,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,화천군,0,6,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Hwacheon-gun,성별,101,전입지별
51800,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,양구군,0,3,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Yanggu-gun,성별,101,전입지별
51810,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,인제군,0,7,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Inje-gun,성별,101,전입지별
51820,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,고성군,0,3,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Goseong-gun,성별,101,전입지별
51830,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,양양군,0,0,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Yangyang-gun,성별,101,전입지별
52,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,전북특별자치도,0,100,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Jeonbuk-do,성별,101,전입지별
52110,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,전주시,0,32,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Jeonju-si,성별,101,전입지별
52130,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,군산시,0,21,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Gunsan-si,성별,101,전입지별
52140,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,익산시,0,16,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Iksan-si,성별,101,전입지별
52180,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,정읍시,0,1,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Jeongeup-si,성별,101,전입지별
52190,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,남원시,0,4,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Namwon-si,성별,101,전입지별
52210,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,김제시,0,2,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Gimje-si,성별,101,전입지별
52710,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,완주군,0,11,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Wanju-gun,성별,101,전입지별
52720,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,진안군,0,5,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Jinan-gun,성별,101,전입지별
52730,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,무주군,0,3,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Muju-gun,성별,101,전입지별
52740,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,장수군,0,1,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Jangsu-gun,성별,101,전입지별
52750,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,임실군,0,0,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Imsil-gun,성별,101,전입지별
52770,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,순창군,0,1,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Sunchang-gun,성별,101,전입지별
52790,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,고창군,0,1,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Gochang-gun,성별,101,전입지별
52800,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,부안군,0,2,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Buan-gun,성별,101,전입지별
99,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,국외 및 기타,0,0,27710,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Dalseong-gun,달성군,명,Migrants,Abroad ＆ others,성별,101,전입지별
00,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,전국,0,1816,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Whole Country,성별,101,전입지별
11,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,서울특별시,0,69,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Seoul,성별,101,전입지별
11110,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,종로구,0,1,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Jongno-gu,성별,101,전입지별
11140,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,중구,0,0,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Jung-gu,성별,101,전입지별
11170,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,용산구,0,1,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Yongsan-gu,성별,101,전입지별
11200,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,성동구,0,0,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Seongdong-gu,성별,101,전입지별
11215,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,광진구,0,4,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Gwangjin-gu,성별,101,전입지별
11230,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,동대문구,0,5,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Dongdaemun-gu,성별,101,전입지별
11260,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,중랑구,0,1,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Jungnang-gu,성별,101,전입지별
11290,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,성북구,0,8,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Seongbuk-gu,성별,101,전입지별
11305,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,강북구,0,0,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Gangbuk-gu,성별,101,전입지별
11320,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,도봉구,0,2,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Dobong-gu,성별,101,전입지별
11350,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,노원구,0,4,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Nowon-gu,성별,101,전입지별
11380,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,은평구,0,1,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Eunpyeong-gu,성별,101,전입지별
11410,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,서대문구,0,0,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Seodaemun-gu,성별,101,전입지별
11440,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,마포구,0,3,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Mapo-gu,성별,101,전입지별
11470,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,양천구,0,4,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Yangcheon-gu,성별,101,전입지별
11500,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,강서구,0,4,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Gangseo-gu,성별,101,전입지별
11530,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,구로구,0,2,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Guro-gu,성별,101,전입지별
11545,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,금천구,0,4,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Geumcheon-gu,성별,101,전입지별
11560,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,영등포구,0,3,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Yeongdeungpo-gu,성별,101,전입지별
11590,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,동작구,0,2,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Dongjak-gu,성별,101,전입지별
11620,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,관악구,0,7,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Gwanak-gu,성별,101,전입지별
11650,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,서초구,0,1,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Seocho-gu,성별,101,전입지별
11680,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,강남구,0,7,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Gangnam-gu,성별,101,전입지별
11710,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,송파구,0,3,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Songpa-gu,성별,101,전입지별
11740,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,강동구,0,2,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Gangdong-gu,성별,101,전입지별
26,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,부산광역시,0,41,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Busan,성별,101,전입지별
26110,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,중  구,0,2,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Jung-gu,성별,101,전입지별
26140,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,서  구,0,0,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Seo-gu,성별,101,전입지별
26170,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,동  구,0,3,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Dong-gu,성별,101,전입지별
26200,A,T70,DT_1B26003_A02,2024,계,By gender,By district to move-in,By province to move-out,전출지별,영도구,0,2,27720,In person,total,이동자수,전출지/전입지(시군구)/성별 이동자수,2025-01-08,Gunwi-gun,군위군,명,Migrants,Yeongdo-gu,성별,101,전입지별
