C1_OBJ_NM,DT,C1,PRD_SE,UNIT_NM_ENG,ITM_ID,TBL_ID,ITM_NM,TBL_NM,PRD_DE,LST_CHN_DE,C1_NM_ENG,C1_NM,UNIT_NM,ITM_NM_ENG,ORG_ID,C1_OBJ_NM_ENG
시도별,52489,36,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2021,2024-09-02,Jeollanam-do,전라남도,천원,Regional GDP per Capita,101,By province
시도별,54179,36,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2022,2024-09-02,Jeollanam-do,전라남도,천원,Regional GDP per Capita,101,By province
시도별,55892,36,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2023,2025-12-17,Jeollanam-do,전라남도,천원,Regional GDP per Capita,101,By province
시도별,59177,36,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2024,2025-12-17,Jeollanam-do,전라남도,천원,Regional GDP per Capita,101,By province
시도별,40916,37,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2015,2024-09-02,Gyeongsangbuk-do,경상북도,천원,Regional GDP per Capita,101,By province
시도별,41820,37,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2016,2024-09-02,Gyeongsangbuk-do,경상북도,천원,Regional GDP per Capita,101,By province
시도별,43005,37,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2017,2024-09-02,Gyeongsangbuk-do,경상북도,천원,Regional GDP per Capita,101,By province
시도별,43129,37,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2018,2024-09-02,Gyeongsangbuk-do,경상북도,천원,Regional GDP per Capita,101,By province
시도별,42598,37,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2019,2024-09-02,Gyeongsangbuk-do,경상북도,천원,Regional GDP per Capita,101,By province
시도별,42263,37,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2020,2024-09-02,Gyeongsangbuk-do,경상북도,천원,Regional GDP per Capita,101,By province
시도별,44957,37,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2021,2024-09-02,Gyeongsangbuk-do,경상북도,천원,Regional GDP per Capita,101,By province
시도별,46243,37,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2022,2024-09-02,Gyeongsangbuk-do,경상북도,천원,Regional GDP per Capita,101,By province
시도별,48791,37,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2023,2025-12-17,Gyeongsangbuk-do,경상북도,천원,Regional GDP per Capita,101,By province
시도별,52298,37,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2024,2025-12-17,Gyeongsangbuk-do,경상북도,천원,Regional GDP per Capita,101,By province
시도별,32739,38,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2015,2024-09-02,Gyeongsangnam-do,경상남도,천원,Regional GDP per Capita,101,By province
시도별,34005,38,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2016,2024-09-02,Gyeongsangnam-do,경상남도,천원,Regional GDP per Capita,101,By province
시도별,33985,38,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2017,2024-09-02,Gyeongsangnam-do,경상남도,천원,Regional GDP per Capita,101,By province
시도별,34291,38,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2018,2024-09-02,Gyeongsangnam-do,경상남도,천원,Regional GDP per Capita,101,By province
시도별,35355,38,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2019,2024-09-02,Gyeongsangnam-do,경상남도,천원,Regional GDP per Capita,101,By province
시도별,34325,38,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2020,2024-09-02,Gyeongsangnam-do,경상남도,천원,Regional GDP per Capita,101,By province
시도별,35661,38,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2021,2024-09-02,Gyeongsangnam-do,경상남도,천원,Regional GDP per Capita,101,By province
시도별,38612,38,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2022,2024-09-02,Gyeongsangnam-do,경상남도,천원,Regional GDP per Capita,101,By province
시도별,42638,38,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2023,2025-12-17,Gyeongsangnam-do,경상남도,천원,Regional GDP per Capita,101,By province
시도별,46550,38,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2024,2025-12-17,Gyeongsangnam-do,경상남도,천원,Regional GDP per Capita,101,By province
시도별,30275,39,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2015,2024-09-02,Jeju,제주특별자치도,천원,Regional GDP per Capita,101,By province
시도별,32389,39,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2016,2024-09-02,Jeju,제주특별자치도,천원,Regional GDP per Capita,101,By province
시도별,34134,39,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2017,2024-09-02,Jeju,제주특별자치도,천원,Regional GDP per Capita,101,By province
시도별,33673,39,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2018,2024-09-02,Jeju,제주특별자치도,천원,Regional GDP per Capita,101,By province
시도별,33545,39,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2019,2024-09-02,Jeju,제주특별자치도,천원,Regional GDP per Capita,101,By province
시도별,32404,39,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2020,2024-09-02,Jeju,제주특별자치도,천원,Regional GDP per Capita,101,By province
시도별,33861,39,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2021,2024-09-02,Jeju,제주특별자치도,천원,Regional GDP per Capita,101,By province
시도별,35999,39,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2022,2024-09-02,Jeju,제주특별자치도,천원,Regional GDP per Capita,101,By province
시도별,38570,39,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2023,2025-12-17,Jeju,제주특별자치도,천원,Regional GDP per Capita,101,By province
시도별,39914,39,A,1000 won,T1,INH_1C96_02,1인당 지역내총생산,1인당 GRDP(시도),2024,2025-12-17,Jeju,제주특별자치도,천원,Regional GDP per Capita,101,By province
