C1_OBJ_NM,C2_NM,DT,C2,C1,PRD_SE,UNIT_NM_ENG,ITM_ID,TBL_ID,ITM_NM,TBL_NM,PRD_DE,LST_CHN_DE,C1_NM,UNIT_NM,ORG_ID,C2_OBJ_NM
행정구역별,청년여성인구(19~39세),202707.0,32,25,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,대전광역시,명,101,청년인구비율 지표
행정구역별,전체인구,1467093.0,33,25,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,대전광역시,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~39세),29.1,11,25010,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,동구,%,101,청년인구비율 지표
행정구역별,청년인구(19~39세),66885.0,12,25010,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,동구,명,101,청년인구비율 지표
행정구역별,전체인구,229875.0,13,25010,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,동구,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~34세),23.9,21,25010,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,동구,%,101,청년인구비율 지표
행정구역별,청년인구(19~34세),55046.0,22,25010,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,동구,명,101,청년인구비율 지표
행정구역별,전체인구,229875.0,23,25010,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,동구,명,101,청년인구비율 지표
행정구역별,청년여성비율(19~39세),13.6,31,25010,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,동구,%,101,청년인구비율 지표
행정구역별,청년여성인구(19~39세),31260.0,32,25010,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,동구,명,101,청년인구비율 지표
행정구역별,전체인구,229875.0,33,25010,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,동구,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~39세),23.3,11,25020,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,중구,%,101,청년인구비율 지표
행정구역별,청년인구(19~39세),51353.0,12,25020,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,중구,명,101,청년인구비율 지표
행정구역별,전체인구,220497.0,13,25020,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,중구,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~34세),18.1,21,25020,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,중구,%,101,청년인구비율 지표
행정구역별,청년인구(19~34세),39969.0,22,25020,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,중구,명,101,청년인구비율 지표
행정구역별,전체인구,220497.0,23,25020,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,중구,명,101,청년인구비율 지표
행정구역별,청년여성비율(19~39세),11.4,31,25020,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,중구,%,101,청년인구비율 지표
행정구역별,청년여성인구(19~39세),25132.0,32,25020,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,중구,명,101,청년인구비율 지표
행정구역별,전체인구,220497.0,33,25020,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,중구,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~39세),29.9,11,25030,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,서구,%,101,청년인구비율 지표
행정구역별,청년인구(19~39세),138194.0,12,25030,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,서구,명,101,청년인구비율 지표
행정구역별,전체인구,462226.0,13,25030,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,서구,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~34세),23.8,21,25030,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,서구,%,101,청년인구비율 지표
행정구역별,청년인구(19~34세),110123.0,22,25030,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,서구,명,101,청년인구비율 지표
행정구역별,전체인구,462226.0,23,25030,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,서구,명,101,청년인구비율 지표
행정구역별,청년여성비율(19~39세),14.7,31,25030,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,서구,%,101,청년인구비율 지표
행정구역별,청년여성인구(19~39세),67959.0,32,25030,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,서구,명,101,청년인구비율 지표
행정구역별,전체인구,462226.0,33,25030,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,서구,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~39세),33.6,11,25040,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,유성구,%,101,청년인구비율 지표
행정구역별,청년인구(19~39세),129110.0,12,25040,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,유성구,명,101,청년인구비율 지표
행정구역별,전체인구,384024.0,13,25040,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,유성구,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~34세),26.3,21,25040,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,유성구,%,101,청년인구비율 지표
행정구역별,청년인구(19~34세),100951.0,22,25040,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,유성구,명,101,청년인구비율 지표
행정구역별,전체인구,384024.0,23,25040,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,유성구,명,101,청년인구비율 지표
행정구역별,청년여성비율(19~39세),15.3,31,25040,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,유성구,%,101,청년인구비율 지표
행정구역별,청년여성인구(19~39세),58581.0,32,25040,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,유성구,명,101,청년인구비율 지표
행정구역별,전체인구,384024.0,33,25040,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,유성구,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~39세),26.0,11,25050,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,대덕구,%,101,청년인구비율 지표
행정구역별,청년인구(19~39세),44260.0,12,25050,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,대덕구,명,101,청년인구비율 지표
행정구역별,전체인구,170471.0,13,25050,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,대덕구,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~34세),20.6,21,25050,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,대덕구,%,101,청년인구비율 지표
행정구역별,청년인구(19~34세),35195.0,22,25050,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,대덕구,명,101,청년인구비율 지표
행정구역별,전체인구,170471.0,23,25050,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,대덕구,명,101,청년인구비율 지표
행정구역별,청년여성비율(19~39세),11.6,31,25050,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,대덕구,%,101,청년인구비율 지표
행정구역별,청년여성인구(19~39세),19775.0,32,25050,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,대덕구,명,101,청년인구비율 지표
행정구역별,전체인구,170471.0,33,25050,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,대덕구,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~39세),24.5,11,26,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,울산광역시,%,101,청년인구비율 지표
행정구역별,청년인구(19~39세),271654.0,12,26,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,울산광역시,명,101,청년인구비율 지표
행정구역별,전체인구,1106895.0,13,26,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,울산광역시,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~34세),18.2,21,26,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,울산광역시,%,101,청년인구비율 지표
행정구역별,청년인구(19~34세),201220.0,22,26,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,울산광역시,명,101,청년인구비율 지표
행정구역별,전체인구,1106895.0,23,26,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,울산광역시,명,101,청년인구비율 지표
행정구역별,청년여성비율(19~39세),10.3,31,26,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,울산광역시,%,101,청년인구비율 지표
행정구역별,청년여성인구(19~39세),114492.0,32,26,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,울산광역시,명,101,청년인구비율 지표
행정구역별,전체인구,1106895.0,33,26,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,울산광역시,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~39세),22.1,11,26010,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,중구,%,101,청년인구비율 지표
행정구역별,청년인구(19~39세),45122.0,12,26010,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,중구,명,101,청년인구비율 지표
행정구역별,전체인구,203766.0,13,26010,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,중구,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~34세),16.3,21,26010,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,중구,%,101,청년인구비율 지표
행정구역별,청년인구(19~34세),33249.0,22,26010,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,중구,명,101,청년인구비율 지표
행정구역별,전체인구,203766.0,23,26010,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,중구,명,101,청년인구비율 지표
행정구역별,청년여성비율(19~39세),9.8,31,26010,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,중구,%,101,청년인구비율 지표
행정구역별,청년여성인구(19~39세),20045.0,32,26010,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,중구,명,101,청년인구비율 지표
행정구역별,전체인구,203766.0,33,26010,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,중구,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~39세),26.4,11,26020,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,남구,%,101,청년인구비율 지표
행정구역별,청년인구(19~39세),80500.0,12,26020,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,남구,명,101,청년인구비율 지표
행정구역별,전체인구,305176.0,13,26020,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,남구,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~34세),20.1,21,26020,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,남구,%,101,청년인구비율 지표
행정구역별,청년인구(19~34세),61372.0,22,26020,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,남구,명,101,청년인구비율 지표
행정구역별,전체인구,305176.0,23,26020,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,남구,명,101,청년인구비율 지표
행정구역별,청년여성비율(19~39세),11.6,31,26020,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,남구,%,101,청년인구비율 지표
행정구역별,청년여성인구(19~39세),35268.0,32,26020,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,남구,명,101,청년인구비율 지표
행정구역별,전체인구,305176.0,33,26020,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,남구,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~39세),25.2,11,26030,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,동구,%,101,청년인구비율 지표
행정구역별,청년인구(19~39세),39842.0,12,26030,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,동구,명,101,청년인구비율 지표
행정구역별,전체인구,158268.0,13,26030,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,동구,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~34세),17.9,21,26030,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,동구,%,101,청년인구비율 지표
행정구역별,청년인구(19~34세),28295.0,22,26030,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,동구,명,101,청년인구비율 지표
행정구역별,전체인구,158268.0,23,26030,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,동구,명,101,청년인구비율 지표
행정구역별,청년여성비율(19~39세),9.6,31,26030,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,동구,%,101,청년인구비율 지표
행정구역별,청년여성인구(19~39세),15200.0,32,26030,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,동구,명,101,청년인구비율 지표
행정구역별,전체인구,158268.0,33,26030,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,동구,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~39세),24.8,11,26040,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,북구,%,101,청년인구비율 지표
행정구역별,청년인구(19~39세),53445.0,12,26040,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,북구,명,101,청년인구비율 지표
행정구역별,전체인구,215421.0,13,26040,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,북구,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~34세),17.8,21,26040,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,북구,%,101,청년인구비율 지표
행정구역별,청년인구(19~34세),38255.0,22,26040,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,북구,명,101,청년인구비율 지표
행정구역별,전체인구,215421.0,23,26040,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,북구,명,101,청년인구비율 지표
행정구역별,청년여성비율(19~39세),10.6,31,26040,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,북구,%,101,청년인구비율 지표
행정구역별,청년여성인구(19~39세),22834.0,32,26040,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,북구,명,101,청년인구비율 지표
행정구역별,전체인구,215421.0,33,26040,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,북구,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~39세),23.5,11,26510,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,울주군,%,101,청년인구비율 지표
행정구역별,청년인구(19~39세),52745.0,12,26510,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,울주군,명,101,청년인구비율 지표
행정구역별,전체인구,224264.0,13,26510,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,울주군,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~34세),17.9,21,26510,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,울주군,%,101,청년인구비율 지표
행정구역별,청년인구(19~34세),40049.0,22,26510,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,울주군,명,101,청년인구비율 지표
행정구역별,전체인구,224264.0,23,26510,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,울주군,명,101,청년인구비율 지표
행정구역별,청년여성비율(19~39세),9.4,31,26510,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,울주군,%,101,청년인구비율 지표
행정구역별,청년여성인구(19~39세),21145.0,32,26510,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,울주군,명,101,청년인구비율 지표
행정구역별,전체인구,224264.0,33,26510,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,울주군,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~39세),27.0,11,29,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,세종특별자치시,%,101,청년인구비율 지표
행정구역별,청년인구(19~39세),105482.0,12,29,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,세종특별자치시,명,101,청년인구비율 지표
행정구역별,전체인구,390156.0,13,29,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,세종특별자치시,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~34세),19.0,21,29,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,세종특별자치시,%,101,청년인구비율 지표
행정구역별,청년인구(19~34세),74117.0,22,29,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,세종특별자치시,명,101,청년인구비율 지표
행정구역별,전체인구,390156.0,23,29,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,세종특별자치시,명,101,청년인구비율 지표
행정구역별,청년여성비율(19~39세),13.2,31,29,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,세종특별자치시,%,101,청년인구비율 지표
행정구역별,청년여성인구(19~39세),51306.0,32,29,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,세종특별자치시,명,101,청년인구비율 지표
행정구역별,전체인구,390156.0,33,29,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,세종특별자치시,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~39세),27.0,11,29010,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,세종시,%,101,청년인구비율 지표
행정구역별,청년인구(19~39세),105482.0,12,29010,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,세종시,명,101,청년인구비율 지표
행정구역별,전체인구,390156.0,13,29010,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,세종시,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~34세),19.0,21,29010,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,세종시,%,101,청년인구비율 지표
행정구역별,청년인구(19~34세),74117.0,22,29010,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,세종시,명,101,청년인구비율 지표
행정구역별,전체인구,390156.0,23,29010,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,세종시,명,101,청년인구비율 지표
행정구역별,청년여성비율(19~39세),13.2,31,29010,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,세종시,%,101,청년인구비율 지표
행정구역별,청년여성인구(19~39세),51306.0,32,29010,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,세종시,명,101,청년인구비율 지표
행정구역별,전체인구,390156.0,33,29010,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,세종시,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~39세),27.3,11,31,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,경기도,%,101,청년인구비율 지표
행정구역별,청년인구(19~39세),3802125.0,12,31,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,경기도,명,101,청년인구비율 지표
행정구역별,전체인구,13914479.0,13,31,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,경기도,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~34세),20.3,21,31,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,경기도,%,101,청년인구비율 지표
행정구역별,청년인구(19~34세),2826382.0,22,31,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,경기도,명,101,청년인구비율 지표
행정구역별,전체인구,13914479.0,23,31,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,경기도,명,101,청년인구비율 지표
행정구역별,청년여성비율(19~39세),12.7,31,31,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,경기도,%,101,청년인구비율 지표
행정구역별,청년여성인구(19~39세),1763182.0,32,31,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,경기도,명,101,청년인구비율 지표
행정구역별,전체인구,13914479.0,33,31,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,경기도,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~39세),31.0,11,31010,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,수원시,%,101,청년인구비율 지표
행정구역별,청년인구(19~39세),379915.0,12,31010,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,수원시,명,101,청년인구비율 지표
행정구역별,전체인구,1224979.0,13,31010,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,수원시,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~34세),23.8,21,31010,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,수원시,%,101,청년인구비율 지표
행정구역별,청년인구(19~34세),291881.0,22,31010,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,수원시,명,101,청년인구비율 지표
행정구역별,전체인구,1224979.0,23,31010,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,수원시,명,101,청년인구비율 지표
행정구역별,청년여성비율(19~39세),14.7,31,31010,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,수원시,%,101,청년인구비율 지표
행정구역별,청년여성인구(19~39세),180067.0,32,31010,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,수원시,명,101,청년인구비율 지표
행정구역별,전체인구,1224979.0,33,31010,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,수원시,명,101,청년인구비율 지표
행정구역별,청년인구비율(19~39세),27.7,11,31020,A,%,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,성남시,%,101,청년인구비율 지표
행정구역별,청년인구(19~39세),249626.0,12,31020,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,성남시,명,101,청년인구비율 지표
행정구역별,전체인구,900867.0,13,31020,A,In person,T001,DT_1YL20643,청년인구비율,인구총조사 청년인구비율(시도/시/군/구),2024,2025-07-29,성남시,명,101,청년인구비율 지표
